ENSG00000223972.5	ENSG000002239725	DDX11L1
ENSG00000173954.8	ENSG000001739548	SNURFL
ENSG00000232549.1	ENSG000002325491	SRD5A1P1
ENSG00000101981.10	ENSG0000010198110	F9
ENSG00000101977.19	ENSG0000010197719	MCF2
ENSG00000238485.1	ENSG000002384851	snoU13
ENSG00000101974.14	ENSG0000010197414	ATP11C
ENSG00000221375.1	ENSG000002213751	RNU6ATAC23P
ENSG00000252719.1	ENSG000002527191	SNORA18
ENSG00000207633.3	ENSG000002076333	MIR505
ENSG00000203933.2	ENSG000002039332	CXorf66
ENSG00000233145.1	ENSG000002331451	RP11-364B14.1
ENSG00000214653.4	ENSG000002146534	HNRNPA3P3
ENSG00000241248.3	ENSG000002412483	RN7SL727P
ENSG00000230707.1	ENSG000002307071	RP11-364B14.3
ENSG00000231110.1	ENSG000002311101	AC004070.1
ENSG00000224942.1	ENSG000002249421	RP11-51C14.1
ENSG00000275268.1	ENSG000002752681	U7
ENSG00000225758.1	ENSG000002257581	RPS17P17
ENSG00000134595.8	ENSG000001345958	SOX3
ENSG00000230668.1	ENSG000002306681	XXyac-YR29IB3.1
ENSG00000203930.10	ENSG0000020393010	LINC00632
ENSG00000184258.6	ENSG000001842586	CDR1
ENSG00000281508.1	ENSG000002815081	CDR1-AS
ENSG00000221081.1	ENSG000002210811	MIR320D2
ENSG00000229269.1	ENSG000002292691	RP11-298A8.2
ENSG00000227234.1	ENSG000002272341	SPANXB1
ENSG00000207041.1	ENSG000002070411	RNU6-3P
ENSG00000214925.3	ENSG000002149253	RP3-507I15.1
ENSG00000261212.1	ENSG000002612121	RP3-507I15.2
ENSG00000182195.7	ENSG000001821957	LDOC1
ENSG00000198573.6	ENSG000001985736	SPANXC
ENSG00000213423.4	ENSG000002134234	RBMX2P2
ENSG00000227779.1	ENSG000002277791	GS1-164F24.1
ENSG00000277215.1	ENSG000002772151	SPANXA2-OT1
ENSG00000198021.7	ENSG000001980217	SPANXA1
ENSG00000203926.4	ENSG000002039264	SPANXA2
ENSG00000223438.1	ENSG000002234381	RP1-171K16.5
ENSG00000196406.4	ENSG000001964064	SPANXD
ENSG00000165509.13	ENSG0000016550913	MAGEC3
ENSG00000155495.8	ENSG000001554958	MAGEC1
ENSG00000236205.1	ENSG000002362051	RP3-406C18.1
ENSG00000225469.3	ENSG000002254693	RP3-406C18.2
ENSG00000250625.1	ENSG000002506251	RP1-142F18.2
ENSG00000046774.9	ENSG000000467749	MAGEC2
ENSG00000275508.1	ENSG000002755081	GS1-54N10.1
ENSG00000201000.1	ENSG000002010001	RNA5SP516
ENSG00000189326.4	ENSG000001893264	SPANXN4
ENSG00000202473.1	ENSG000002024731	RN7SKP81
ENSG00000199878.1	ENSG000001998781	RN7SKP149
ENSG00000227303.1	ENSG000002273031	GS1-256O22.5
ENSG00000226064.1	ENSG000002260641	PGBD4P6
ENSG00000235539.1	ENSG000002355391	MTND1P33
ENSG00000230130.1	ENSG000002301301	MTND2P39
ENSG00000189252.4	ENSG000001892524	SPANXN3
ENSG00000179542.15	ENSG0000017954215	SLITRK4
ENSG00000213924.3	ENSG000002139243	HNRNPH1P2
ENSG00000268988.1	ENSG000002689881	SPANXN2
ENSG00000225970.1	ENSG000002259701	RP3-526F5.2
ENSG00000235729.1	ENSG000002357291	RP11-29O6.2
ENSG00000276380.2	ENSG000002763802	UBE2NL
ENSG00000224630.2	ENSG000002246302	RP1-169P22.2
ENSG00000235598.1	ENSG000002355981	RRM2P4
ENSG00000215054.3	ENSG000002150543	HNRNPCP10
ENSG00000201912.1	ENSG000002019121	RN7SKP189
ENSG00000233548.1	ENSG000002335481	CYCSP44
ENSG00000234712.1	ENSG000002347121	RP11-143G3.1
ENSG00000203923.4	ENSG000002039234	SPANXN1
ENSG00000231093.1	ENSG000002310931	RP13-150K15.1
ENSG00000270709.1	ENSG000002707091	GS1-115M3.4
ENSG00000279585.1	ENSG000002795851	GS1-115M3.3
ENSG00000185985.8	ENSG000001859858	SLITRK2
ENSG00000221870.2	ENSG000002218702	TMEM257
ENSG00000252219.2	ENSG000002522192	MIR892C
ENSG00000216075.1	ENSG000002160751	MIR890
ENSG00000216005.1	ENSG000002160051	MIR888
ENSG00000215943.1	ENSG000002159431	MIR892A
ENSG00000216098.1	ENSG000002160981	MIR892B
ENSG00000216064.1	ENSG000002160641	MIR891B
ENSG00000216056.1	ENSG000002160561	MIR891A
ENSG00000201594.1	ENSG000002015941	RNA5SP517
ENSG00000234748.1	ENSG000002347481	RP11-183K14.1
ENSG00000226388.1	ENSG000002263881	ELL2P4
ENSG00000231686.1	ENSG000002316861	RP1-203P18.1
ENSG00000235699.2	ENSG000002356992	CXorf51B
ENSG00000224440.1	ENSG000002244401	CXorf51A
ENSG00000225660.1	ENSG000002256601	RP1-73A14.1
ENSG00000271660.1	ENSG000002716601	RP1-73A14.2
ENSG00000284377.1	ENSG000002843771	RP11-226B15.1
ENSG00000216171.1	ENSG000002161711	MIR513C
ENSG00000207871.2	ENSG000002078712	MIR513B
ENSG00000207873.1	ENSG000002078731	MIR513A1
ENSG00000207984.1	ENSG000002079841	MIR513A2
ENSG00000207731.1	ENSG000002077311	MIR506
ENSG00000207969.1	ENSG000002079691	MIR507
ENSG00000207589.1	ENSG000002075891	MIR508
ENSG00000252583.2	ENSG000002525832	MIR514B
ENSG00000212013.1	ENSG000002120131	MIR509-2
ENSG00000212014.1	ENSG000002120141	MIR509-3
ENSG00000208000.1	ENSG000002080001	MIR509-1
ENSG00000207641.1	ENSG000002076411	MIR510
ENSG00000207868.1	ENSG000002078681	MIR514A1
ENSG00000207866.1	ENSG000002078661	MIR514A2
ENSG00000207867.1	ENSG000002078671	MIR514A3
ENSG00000274579.1	ENSG000002745791	RP5-824H1.1
ENSG00000228855.1	ENSG000002288551	RP3-433G13.1
ENSG00000227505.1	ENSG000002275051	RP11-434J24.2
ENSG00000271175.1	ENSG000002711751	RP11-434J24.3
ENSG00000202051.1	ENSG000002020511	RNU6-382P
ENSG00000227083.1	ENSG000002270831	L29074.3
ENSG00000268066.5	ENSG000002680665	FMR1-AS1
ENSG00000274086.1	ENSG000002740861	FMR1-AS1_2
ENSG00000102081.13	ENSG0000010208113	FMR1
ENSG00000236337.1	ENSG000002363371	FMR1-IT1
ENSG00000176988.8	ENSG000001769888	FMR1NB
ENSG00000201285.1	ENSG000002012851	5S_rRNA
ENSG00000219507.4	ENSG000002195074	FTH1P8
ENSG00000233467.2	ENSG000002334672	U40455.1
ENSG00000176970.8	ENSG000001769708	RPL7L1P11
ENSG00000237741.1	ENSG000002377411	AC002368.4
ENSG00000155966.13	ENSG0000015596613	AFF2
ENSG00000223516.1	ENSG000002235161	AFF2-IT1
ENSG00000222313.1	ENSG000002223131	RN7SKP267
ENSG00000242186.1	ENSG000002421861	AC002523.1
ENSG00000010404.17	ENSG0000001040417	IDS
ENSG00000241489.7	ENSG000002414897	AF011889.5
ENSG00000238039.1	ENSG000002380391	AF011889.2
ENSG00000176289.4	ENSG000001762894	IDSP1
ENSG00000241769.7	ENSG000002417697	LINC00893
ENSG00000197620.10	ENSG0000019762010	CXorf40A
ENSG00000283697.2	ENSG000002836972	RP5-937E21.8
ENSG00000267978.5	ENSG000002679785	MAGEA9B
ENSG00000268738.2	ENSG000002687382	HSFX2
ENSG00000269556.7	ENSG000002695567	TMEM185A
ENSG00000229322.1	ENSG000002293221	RP5-937E21.1
ENSG00000185247.14	ENSG0000018524714	MAGEA11
ENSG00000228833.1	ENSG000002288331	RP5-1014O16.9
ENSG00000223377.1	ENSG000002233771	RP5-1014O16.1
ENSG00000231694.1	ENSG000002316941	RP5-1014O16.10
ENSG00000235254.3	ENSG000002352543	TMEM185AP1
ENSG00000171116.7	ENSG000001711167	HSFX1
ENSG00000123584.7	ENSG000001235847	MAGEA9
ENSG00000224732.1	ENSG000002247321	MAGEA7P
ENSG00000229829.1	ENSG000002298291	DUTP4
ENSG00000280752.1	ENSG000002807521	LINC00850
ENSG00000230899.1	ENSG000002308991	MAGEA8-AS1
ENSG00000156009.9	ENSG000001560099	MAGEA8
ENSG00000197021.8	ENSG000001970218	CXorf40B
ENSG00000283463.1	ENSG000002834631	XX-FW81066F1.2
ENSG00000235703.5	ENSG000002357035	LINC00894
ENSG00000183171.5	ENSG000001831715	RP11-49C9.2
ENSG00000252454.3	ENSG000002524543	MIR2114
ENSG00000234825.3	ENSG000002348253	XRCC6P2
ENSG00000013619.13	ENSG0000001361913	MAMLD1
ENSG00000171100.14	ENSG0000017110014	MTM1
ENSG00000063601.16	ENSG0000006360116	MTMR1
ENSG00000102181.20	ENSG0000010218120	CD99L2
ENSG00000228728.1	ENSG000002287281	RP11-316K19.3
ENSG00000230153.5	ENSG000002301535	AF003626.1
ENSG00000222796.1	ENSG000002227961	RNU6-383P
ENSG00000029993.14	ENSG0000002999314	HMGB3
ENSG00000230508.1	ENSG000002305081	RPL19P21
ENSG00000270916.1	ENSG000002709161	RPL12P50
ENSG00000212595.1	ENSG000002125951	5S_rRNA
ENSG00000265789.1	ENSG000002657891	MIR4330
ENSG00000234696.1	ENSG000002346961	GPR50-AS1
ENSG00000102195.9	ENSG000001021959	GPR50
ENSG00000269993.1	ENSG000002699931	AF003625.3
ENSG00000228717.1	ENSG000002287171	AF013593.1
ENSG00000278724.1	ENSG000002787241	Metazoa_SRP
ENSG00000160131.13	ENSG0000016013113	VMA21
ENSG00000270052.1	ENSG000002700521	WI2-80269A6.1
ENSG00000214915.3	ENSG000002149153	XX-FW80269A6.1
ENSG00000166049.10	ENSG0000016604910	PASD1
ENSG00000239429.1	ENSG000002394291	RP11-45D17.1
ENSG00000130032.15	ENSG0000013003215	PRRG3
ENSG00000147378.11	ENSG0000014737811	FATE1
ENSG00000183862.5	ENSG000001838625	CNGA2
ENSG00000229967.1	ENSG000002299671	RP11-366F6.2
ENSG00000147381.11	ENSG0000014738111	MAGEA4
ENSG00000102287.18	ENSG0000010228718	GABRE
ENSG00000284363.1	ENSG000002843631	MIR224
ENSG00000283751.1	ENSG000002837511	MIR452
ENSG00000228965.1	ENSG000002289651	RPSAP60
ENSG00000242520.5	ENSG000002425205	MAGEA5
ENSG00000266560.5	ENSG000002665605	RP11-1007I13.4
ENSG00000124260.11	ENSG0000012426011	MAGEA10
ENSG00000231937.1	ENSG000002319371	RP11-329E24.6
ENSG00000011677.12	ENSG0000001167712	GABRA3
ENSG00000252205.1	ENSG000002522051	RNU6-764P
ENSG00000207957.1	ENSG000002079571	MIR105-1
ENSG00000211583.3	ENSG000002115833	MIR767
ENSG00000207818.1	ENSG000002078181	MIR105-2
ENSG00000223940.1	ENSG000002239401	KRT8P8
ENSG00000268089.2	ENSG000002680892	GABRQ
ENSG00000269475.2	ENSG000002694752	CH17-38B12.4
ENSG00000221867.8	ENSG000002218678	MAGEA3
ENSG00000268902.3	ENSG000002689023	CSAG2
ENSG00000183305.13	ENSG0000018330513	MAGEA2B
ENSG00000198930.12	ENSG0000019893012	CSAG1
ENSG00000213401.9	ENSG000002134019	MAGEA12
ENSG00000242599.7	ENSG000002425997	CSAG4
ENSG00000231447.1	ENSG000002314471	RP1-14D6.7
ENSG00000268606.5	ENSG000002686065	MAGEA2
ENSG00000268916.6	ENSG000002689166	CSAG3
ENSG00000197172.10	ENSG0000019717210	MAGEA6
ENSG00000147400.8	ENSG000001474008	CETN2
ENSG00000147383.10	ENSG0000014738310	NSDHL
ENSG00000147394.18	ENSG0000014739418	ZNF185
ENSG00000198883.11	ENSG0000019888311	PNMA5
ENSG00000234200.2	ENSG000002342002	U82671.8
ENSG00000229979.1	ENSG000002299791	U82670.9
ENSG00000183837.9	ENSG000001838379	PNMA3
ENSG00000235961.5	ENSG000002359615	PNMA6A
ENSG00000268883.2	ENSG000002688832	PNMA6B
ENSG00000224931.3	ENSG000002249313	AC152010.1
ENSG00000198681.6	ENSG000001986816	MAGEA1
ENSG00000235219.1	ENSG000002352191	CTC-233O10.1
ENSG00000273877.4	ENSG000002738774	RP11-635O16.2
ENSG00000231600.1	ENSG000002316001	AC151960.1
ENSG00000278803.1	ENSG000002788031	RP11-635O16.1
ENSG00000225110.2	ENSG000002251102	LL0XNC01-16G2.1
ENSG00000063587.13	ENSG0000006358713	ZNF275
ENSG00000232249.1	ENSG000002322491	LL0XNC01-37G1.2
ENSG00000214897.4	ENSG000002148974	U82695.5
ENSG00000265170.2	ENSG000002651702	RN7SL667P
ENSG00000189420.8	ENSG000001894208	ZFP92
ENSG00000183479.12	ENSG0000018347912	TREX2
ENSG00000213397.10	ENSG0000021339710	HAUS7
ENSG00000224963.3	ENSG000002249633	U82695.9
ENSG00000182492.15	ENSG0000018249215	BGN
ENSG00000067842.17	ENSG0000006784217	ATP2B3
ENSG00000262919.7	ENSG000002629197	FAM58A
ENSG00000260081.1	ENSG000002600811	RP11-66N11.8
ENSG00000217889.3	ENSG000002178893	KRT18P48
ENSG00000213391.3	ENSG000002133913	RP11-66N11.6
ENSG00000228616.1	ENSG000002286161	RP11-66N11.7
ENSG00000130829.17	ENSG0000013082917	DUSP9
ENSG00000237793.3	ENSG000002377933	RPL18AP16
ENSG00000244335.3	ENSG000002443353	RN7SL687P
ENSG00000130822.15	ENSG0000013082215	PNCK
ENSG00000130821.15	ENSG0000013082115	SLC6A8
ENSG00000185825.15	ENSG0000018582515	BCAP31
ENSG00000101986.11	ENSG0000010198611	ABCD1
ENSG00000232725.1	ENSG000002327251	U52111.14
ENSG00000198753.11	ENSG0000019875311	PLXNB3
ENSG00000184343.10	ENSG0000018434310	SRPK3
ENSG00000067829.18	ENSG0000006782918	IDH3G
ENSG00000180879.13	ENSG0000018087913	SSR4
ENSG00000067840.12	ENSG0000006784012	PDZD4
ENSG00000184844.6	ENSG000001848446	CYCSP45
ENSG00000198910.12	ENSG0000019891012	L1CAM
ENSG00000273769.5	ENSG000002737695	LCA10
ENSG00000126895.13	ENSG0000012689513	AVPR2
ENSG00000089820.15	ENSG0000008982015	ARHGAP4
ENSG00000102030.15	ENSG0000010203015	NAA10
ENSG00000102032.12	ENSG0000010203212	RENBP
ENSG00000172534.13	ENSG0000017253413	HCFC1
ENSG00000235802.1	ENSG000002358021	HCFC1-AS1
ENSG00000177854.7	ENSG000001778547	TMEM187
ENSG00000265176.1	ENSG000002651761	MIR3202-1
ENSG00000283694.1	ENSG000002836941	MIR3202-2
ENSG00000184216.13	ENSG0000018421613	IRAK1
ENSG00000284286.1	ENSG000002842861	MIR718
ENSG00000169057.21	ENSG0000016905721	MECP2
ENSG00000102076.9	ENSG000001020769	OPN1LW
ENSG00000277008.1	ENSG000002770081	TEX28P2
ENSG00000268221.5	ENSG000002682215	OPN1MW
ENSG00000274962.1	ENSG000002749621	TEX28P1
ENSG00000166160.9	ENSG000001661609	OPN1MW2
ENSG00000277009.1	ENSG000002770091	CH17-128G5.1
ENSG00000269433.3	ENSG000002694333	OPN1MW3
ENSG00000278057.4	ENSG000002780574	TEX28
ENSG00000007350.16	ENSG0000000735016	TKTL1
ENSG00000231830.1	ENSG000002318301	XX-FW83128A1.2
ENSG00000196924.14	ENSG0000019692414	FLNA
ENSG00000102119.10	ENSG0000010211910	EMD
ENSG00000147403.16	ENSG0000014740316	RPL10
ENSG00000280195.1	ENSG000002801951	XX-FW83563B9.5
ENSG00000207165.1	ENSG000002071651	SNORA70
ENSG00000013563.13	ENSG0000001356313	DNASE1L1
ENSG00000102125.15	ENSG0000010212515	TAZ
ENSG00000197180.2	ENSG000001971802	CH17-340M24.3
ENSG00000071553.16	ENSG0000007155316	ATP6AP1
ENSG00000203879.11	ENSG0000020387911	GDI1
ENSG00000071859.14	ENSG0000007185914	FAM50A
ENSG00000276350.1	ENSG000002763501	MIR6858
ENSG00000130827.6	ENSG000001308276	PLXNA3
ENSG00000196976.7	ENSG000001969767	LAGE3
ENSG00000102178.12	ENSG0000010217812	UBL4A
ENSG00000126903.15	ENSG0000012690315	SLC10A3
ENSG00000264484.2	ENSG000002644842	RN7SL697P
ENSG00000071889.16	ENSG0000007188916	FAM3A
ENSG00000261773.1	ENSG000002617731	WI2-89031B12.1
ENSG00000160211.15	ENSG0000016021115	G6PD
ENSG00000269335.5	ENSG000002693355	IKBKG
ENSG00000279245.1	ENSG000002792451	FAM223A
ENSG00000273041.1	ENSG000002730411	ATF4P2
ENSG00000268651.2	ENSG000002686512	CTAG1A
ENSG00000232155.1	ENSG000002321551	AF277315.19
ENSG00000184033.13	ENSG0000018403313	CTAG1B
ENSG00000273773.1	ENSG000002737731	RP5-865E18.2
ENSG00000213338.3	ENSG000002133383	ATF4P1
ENSG00000272681.2	ENSG000002726812	FAM223B
ENSG00000275882.1	ENSG000002758821	IKBKGP1
ENSG00000126890.13	ENSG0000012689013	CTAG2
ENSG00000226141.1	ENSG000002261411	AF277315.13
ENSG00000237619.1	ENSG000002376191	OR3B1P
ENSG00000160219.11	ENSG0000016021911	GAB3
ENSG00000130826.17	ENSG0000013082617	DKC1
ENSG00000206948.1	ENSG000002069481	SNORA36A
ENSG00000284450.1	ENSG000002844501	MIR664B
ENSG00000206693.1	ENSG000002066931	SNORA56
ENSG00000130830.14	ENSG0000013083014	MPP1
ENSG00000229237.2	ENSG000002292372	HMGN1P37
ENSG00000203870.5	ENSG000002038705	SMIM9
ENSG00000185010.13	ENSG0000018501013	F8
ENSG00000274183.1	ENSG000002741831	H2AFB1
ENSG00000277203.1	ENSG000002772031	F8A1
ENSG00000221533.1	ENSG000002215331	MIR1184-1
ENSG00000224069.1	ENSG000002240691	CTD-2183H9.7
ENSG00000237859.2	ENSG000002378592	EEF1A1P31
ENSG00000233688.1	ENSG000002336881	CTD-2183H9.3
ENSG00000165775.17	ENSG0000016577517	FUNDC2
ENSG00000182712.15	ENSG0000018271215	CMC4
ENSG00000214827.9	ENSG000002148279	MTCP1
ENSG00000185515.14	ENSG0000018551514	BRCC3
ENSG00000235991.4	ENSG000002359914	RP11-143H17.1
ENSG00000155959.10	ENSG0000015595910	VBP1
ENSG00000224978.1	ENSG000002249781	RP13-228J13.9
ENSG00000155961.4	ENSG000001559614	RAB39B
ENSG00000155962.12	ENSG0000015596212	CLIC2
ENSG00000225008.1	ENSG000002250081	RP13-228J13.6
ENSG00000228986.1	ENSG000002289861	RP13-228J13.8
ENSG00000230491.1	ENSG000002304911	RP13-228J13.10
ENSG00000224216.1	ENSG000002242161	RP13-228J13.1
ENSG00000230578.3	ENSG000002305783	RP13-228J13.5
ENSG00000277858.1	ENSG000002778581	H2AFB2
ENSG00000274791.1	ENSG000002747911	F8A2
ENSG00000221190.1	ENSG000002211901	MIR1184-2
ENSG00000277150.1	ENSG000002771501	F8A3
ENSG00000221603.1	ENSG000002216031	MIR1184-3
ENSG00000277745.1	ENSG000002777451	H2AFB3
ENSG00000224533.4	ENSG000002245334	TMLHE-AS1
ENSG00000225393.1	ENSG000002253931	RP11-218L14.4
ENSG00000185973.10	ENSG0000018597310	TMLHE
ENSG00000168939.11	ENSG0000016893911	SPRY3
ENSG00000237801.6	ENSG000002378016	AMD1P2
ENSG00000237040.6	ENSG000002370406	DPH3P2
ENSG00000124333.15	ENSG0000012433315	VAMP7
ENSG00000228410.6	ENSG000002284106	ELOCP24
ENSG00000223484.7	ENSG000002234847	TRPC6P
ENSG00000124334.17	ENSG0000012433417	IL9R
ENSG00000270726.6	ENSG000002707266	AJ271736.10
ENSG00000185203.12	ENSG0000018520312	WASIR1
ENSG00000182484.15	ENSG0000018248415	WASH6P
ENSG00000227159.8	ENSG000002271598	DDX11L16
ENSG00000228572.7_PAR_Y	ENSG000002285727_PAR_Y	LL0YNC03-29C1.1
ENSG00000182378.13_PAR_Y	ENSG0000018237813_PAR_Y	PLCXD1
ENSG00000178605.13_PAR_Y	ENSG0000017860513_PAR_Y	GTPBP6
ENSG00000226179.6_PAR_Y	ENSG000002261796_PAR_Y	LINC00685
ENSG00000167393.17_PAR_Y	ENSG0000016739317_PAR_Y	PPP2R3B
ENSG00000281849.3_PAR_Y	ENSG000002818493_PAR_Y	RP13-465B17.4
ENSG00000275287.5_PAR_Y	ENSG000002752875_PAR_Y	Metazoa_SRP
ENSG00000280767.3_PAR_Y	ENSG000002807673_PAR_Y	RP13-465B17.5
ENSG00000234958.6_PAR_Y	ENSG000002349586_PAR_Y	FABP5P13
ENSG00000229232.6_PAR_Y	ENSG000002292326_PAR_Y	KRT18P53
ENSG00000185960.13_PAR_Y	ENSG0000018596013_PAR_Y	SHOX
ENSG00000237531.6_PAR_Y	ENSG000002375316_PAR_Y	RP11-309M23.1
ENSG00000225661.7_PAR_Y	ENSG000002256617_PAR_Y	RPL14P5
ENSG00000205755.11_PAR_Y	ENSG0000020575511_PAR_Y	CRLF2
ENSG00000198223.16_PAR_Y	ENSG0000019822316_PAR_Y	CSF2RA
ENSG00000265658.6_PAR_Y	ENSG000002656586_PAR_Y	MIR3690
ENSG00000223274.6_PAR_Y	ENSG000002232746_PAR_Y	RNA5SP498
ENSG00000185291.11_PAR_Y	ENSG0000018529111_PAR_Y	IL3RA
ENSG00000169100.13_PAR_Y	ENSG0000016910013_PAR_Y	SLC25A6
ENSG00000236871.7_PAR_Y	ENSG000002368717_PAR_Y	LINC00106
ENSG00000236017.8_PAR_Y	ENSG000002360178_PAR_Y	ASMTL-AS1
ENSG00000169093.15_PAR_Y	ENSG0000016909315_PAR_Y	ASMTL
ENSG00000182162.10_PAR_Y	ENSG0000018216210_PAR_Y	P2RY8
ENSG00000197976.11_PAR_Y	ENSG0000019797611_PAR_Y	AKAP17A
ENSG00000196433.12_PAR_Y	ENSG0000019643312_PAR_Y	ASMT
ENSG00000223511.6_PAR_Y	ENSG000002235116_PAR_Y	RP13-297E16.4
ENSG00000234622.6_PAR_Y	ENSG000002346226_PAR_Y	RP13-297E16.5
ENSG00000169084.13_PAR_Y	ENSG0000016908413_PAR_Y	DHRSX
ENSG00000223571.6_PAR_Y	ENSG000002235716_PAR_Y	DHRSX-IT1
ENSG00000214717.11_PAR_Y	ENSG0000021471711_PAR_Y	ZBED1
ENSG00000277120.5_PAR_Y	ENSG000002771205_PAR_Y	MIR6089
ENSG00000223773.7_PAR_Y	ENSG000002237737_PAR_Y	CD99P1
ENSG00000230542.6_PAR_Y	ENSG000002305426_PAR_Y	LINC00102
ENSG00000002586.18_PAR_Y	ENSG0000000258618_PAR_Y	CD99
ENSG00000251841.1	ENSG000002518411	RNU6-1334P
ENSG00000184895.7	ENSG000001848957	SRY
ENSG00000237659.1	ENSG000002376591	RNASEH2CP1
ENSG00000232195.1	ENSG000002321951	TOMM22P2
ENSG00000129824.15	ENSG0000012982415	RPS4Y1
ENSG00000227289.1	ENSG000002272891	HSFY3P
ENSG00000229163.2	ENSG000002291632	NAP1L1P2
ENSG00000278847.1	ENSG000002788471	RP11-414C23.1
ENSG00000067646.11	ENSG0000006764611	ZFY
ENSG00000233070.1	ENSG000002330701	ZFY-AS1
ENSG00000223600.1	ENSG000002236001	EEF1A1P41
ENSG00000231535.5	ENSG000002315355	LINC00278
ENSG00000234652.1	ENSG000002346521	AGPAT5P1
ENSG00000216777.1	ENSG000002167771	PRRC2CP1
ENSG00000176679.8	ENSG000001766798	TGIF2LY
ENSG00000232927.1	ENSG000002329271	USP12PY
ENSG00000225653.1	ENSG000002256531	RNF19BPY
ENSG00000218410.1	ENSG000002184101	AC012078.2
ENSG00000229518.1	ENSG000002295181	UBE2V1P3
ENSG00000229308.1	ENSG000002293081	AC010084.1
ENSG00000252900.1	ENSG000002529001	RNU6-303P
ENSG00000225878.1	ENSG000002258781	SERBP1P2
ENSG00000277930.1	ENSG000002779301	RP11-122L9.1
ENSG00000099715.14	ENSG0000009971514	PCDH11Y
ENSG00000252468.1	ENSG000002524681	RNU2-57P
ENSG00000231341.1	ENSG000002313411	VDAC1P6
ENSG00000235001.3	ENSG000002350013	EIF4A1P2
ENSG00000214207.2	ENSG000002142072	KRT18P10
ENSG00000278585.1	ENSG000002785851	SNX3P1Y
ENSG00000235175.1	ENSG000002351751	RPL26P37
ENSG00000237195.1	ENSG000002371951	DLGAP5P1
ENSG00000251275.1	ENSG000002512751	AC006335.2
ENSG00000237069.2	ENSG000002370692	TTTY23B
ENSG00000250204.1	ENSG000002502041	AC006335.6
ENSG00000168757.12	ENSG0000016875712	TSPY2
ENSG00000234830.7	ENSG000002348307	FAM197Y9
ENSG00000238235.1	ENSG000002382351	TSPY11P
ENSG00000275352.1	ENSG000002753521	RP11-492C2.1
ENSG00000234583.1	ENSG000002345831	TSPY19P
ENSG00000235094.2	ENSG000002350942	AC006335.10
ENSG00000242879.1	ENSG000002428791	AC006335.11
ENSG00000223744.1	ENSG000002237441	RBMY2GP
ENSG00000229643.1	ENSG000002296431	LINC00280
ENSG00000129816.5	ENSG000001298165	TTTY1B
ENSG00000212856.5	ENSG000002128565	TTTY2B
ENSG00000237563.1	ENSG000002375631	TTTY21B
ENSG00000147753.9	ENSG000001477539	TTTY7
ENSG00000185700.10	ENSG0000018570010	TTTY8B
ENSG00000235895.1	ENSG000002358951	AC010154.2
ENSG00000232620.1	ENSG000002326201	TSPY17P
ENSG00000224953.1	ENSG000002249531	SRIP3
ENSG00000274365.1	ENSG000002743651	RP11-507A3.1
ENSG00000233634.1	ENSG000002336341	GOT2P5
ENSG00000099721.13	ENSG0000009972113	AMELY
ENSG00000237701.1	ENSG000002377011	ATP5JP1
ENSG00000092377.13	ENSG0000009237713	TBL1Y
ENSG00000273906.1	ENSG000002739061	RP11-115H13.1
ENSG00000232583.1	ENSG000002325831	GPR143P
ENSG00000099725.14	ENSG0000009972514	PRKY
ENSG00000252633.1	ENSG000002526331	RN7SKP282
ENSG00000251996.1	ENSG000002519961	Y_RNA
ENSG00000252155.1	ENSG000002521551	RNU6-941P
ENSG00000252472.1	ENSG000002524721	RNU6-521P
ENSG00000275280.1	ENSG000002752801	RP11-105L10.1
ENSG00000238073.1	ENSG000002380731	RBMY2HP
ENSG00000223422.1	ENSG000002234221	AC007274.2
ENSG00000236435.1	ENSG000002364351	TSPY12P
ENSG00000236690.2	ENSG000002366902	AC007274.5
ENSG00000225520.1	ENSG000002255201	TTTY16
ENSG00000234795.9	ENSG000002347959	RFTN1P1
ENSG00000237048.2	ENSG000002370482	TTTY12
ENSG00000278854.1	ENSG000002788541	RP11-109F19.1
ENSG00000215603.4	ENSG000002156034	ZNF92P1Y
ENSG00000273863.1	ENSG000002738631	RP11-108F14.1
ENSG00000244246.1	ENSG000002442461	ZNF736P8Y
ENSG00000229745.1	ENSG000002297451	BPY2DP
ENSG00000241200.1	ENSG000002412001	ZNF736P7Y
ENSG00000239893.1	ENSG000002398931	ZNF736P9Y
ENSG00000227204.1	ENSG000002272041	RBMY2JP
ENSG00000225809.1	ENSG000002258091	RBMY2KP
ENSG00000215601.3	ENSG000002156013	TSPY24P
ENSG00000224634.1	ENSG000002246341	ZNF736P6Y
ENSG00000223955.1	ENSG000002239551	MTND6P1
ENSG00000234179.1	ENSG000002341791	MTCYBP1
ENSG00000226529.1	ENSG000002265291	MTND1P1
ENSG00000234850.1	ENSG000002348501	MTND2P3
ENSG00000227830.1	ENSG000002278301	TRIM60P3Y
ENSG00000216824.2	ENSG000002168242	ZNF736P10Y
ENSG00000275866.1	ENSG000002758661	RP11-17E15.1
ENSG00000232348.2	ENSG000002323482	LINC00279
ENSG00000233699.1	ENSG000002336991	TTTY18
ENSG00000232419.1	ENSG000002324191	TTTY19
ENSG00000180910.7	ENSG000001809107	TTTY11
ENSG00000228207.1	ENSG000002282071	AC007967.2
ENSG00000173357.12	ENSG0000017335712	AC007967.3
ENSG00000273731.1	ENSG000002737311	RP11-373F14.1
ENSG00000230025.1	ENSG000002300251	AC007967.4
ENSG00000231988.1	ENSG000002319881	OFD1P3Y
