	CD34+	CD56+ NK	CD4+/CD45RA+/CD25- Naive T	CD4+/CD25 T Reg	CD8+/CD45RA+ Naive Cytotoxic	CD4+/CD45RO+ Memory	CD8+ Cytotoxic T	CD19+ B	CD4+ T Helper2	CD14+ Monocyte	Dendritic
ENSG00000224086	    0.62676	    0.59327	    0.07765	    0.30813	    0.05542	    0.06178	    0.24248	    0.14191	    0.06457	    7.1026	    2.443
ENSG00000100038	    1.81064	    3.04051	    4.11539	    4.46787	    2.66030	    2.78027	    1.63677	    5.03778	    4.26164	    5.4636	    2.443
ENSG00000169575	   34.92440	    0.07416	    0.69884	    0.07703	    0.05542	    0.12357	    0.06062	    1.49005	    0.12914	    0.5464	    2.443
ENSG00000272216	   74.86286	   15.64748	    2.32946	    1.30955	    2.77115	    2.47135	    4.00098	   19.51251	    2.84109	    1.0927	    2.443
ENSG00000234630	    0.06964	    0.07416	    0.07765	    0.07703	    0.11085	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000198477	    1.74100	    1.03822	    0.54354	    0.23110	    0.66508	    0.67962	    2.54608	    1.70291	    0.83941	    0.5464	    2.443
ENSG00000100121	    0.03482	    0.07416	    0.15530	    0.07703	    0.05542	    0.12357	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000254709	    5.15335	    0.37079	   34.39841	    0.61626	    0.55423	    0.06178	    0.42435	 1144.07164	    1.35598	  373.7070	    9.771
ENSG00000100218	    0.20892	    1.55733	    0.23295	    0.15406	    0.05542	    0.37070	    0.18186	    0.28382	    0.25828	    1.0927	    2.443
ENSG00000128266	    0.20892	    0.81575	    0.07765	    0.07703	    0.11085	    0.18535	    0.06062	    1.41909	    0.06457	    0.5464	    2.443
ENSG00000100228	    0.06964	    0.74159	    0.38824	    0.07703	    0.49881	    0.06178	    0.18186	    0.35477	    0.19371	    1.0927	    2.443
ENSG00000186716	   11.14238	    7.41587	    3.57184	    2.38800	    4.54468	   10.50324	    5.51651	    2.76723	    4.06793	    6.0099	    2.443
ENSG00000236611	    0.13928	    0.14832	    0.07765	    0.15406	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000234928	    0.76604	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.28382	    0.06457	    0.5464	    2.443
ENSG00000128322	  158.56999	    0.51911	    3.18360	    0.30813	    0.05542	    0.86497	    0.12124	    0.14191	    0.19371	    0.5464	    2.443
ENSG00000272733	    0.76604	    0.29663	    0.15530	    0.07703	    0.11085	    0.18535	    0.06062	    0.14191	    0.06457	    0.5464	    2.443
ENSG00000189269	    0.13928	    0.07416	    0.15530	    0.07703	    0.11085	    0.30892	    0.30310	    0.21286	    0.06457	    1.0927	    2.443
ENSG00000159496	   24.09540	   44.34688	   90.61614	   90.12772	  111.17850	   83.65521	   86.14237	    2.83818	   91.04405	    1.0927	    4.885
ENSG00000270041	    0.13928	    0.07416	    0.23295	    0.15406	    0.11085	    0.06178	    0.18186	    0.14191	    0.06457	    0.5464	    2.443
ENSG00000187792	    1.04460	    0.81575	    0.07765	    0.07703	    0.11085	    0.06178	    0.24248	    0.63859	    0.25828	    0.5464	    2.443
ENSG00000128218	    6.44169	    0.07416	    0.23295	    0.07703	    0.27711	    0.06178	    0.18186	  390.46305	    0.19371	    0.5464	    2.443
ENSG00000169314	    2.71595	    0.14832	    2.56241	    1.92581	    2.49403	    0.55605	    1.81863	    0.21286	    2.25996	    0.5464	    4.885
ENSG00000250479	   41.05270	   31.07248	  146.44562	  118.62965	  201.13000	  132.83508	  154.46217	  319.43752	  136.17865	  264.4359	  112.366
ENSG00000099953	    4.00429	    0.44495	    2.48476	    0.92439	    1.88438	    0.49427	    1.39428	    6.38591	    1.74340	    0.5464	    2.443
ENSG00000267954	    0.06964	    0.07416	    0.07765	    0.15406	    0.05542	    0.06178	    0.06062	    0.07095	    0.12914	    0.5464	    2.443
ENSG00000099956	  103.24111	   52.94929	   69.10742	   62.70425	   51.59880	   48.62382	   49.46669	  256.42985	   64.44111	   59.5527	  100.152
ENSG00000099958	    6.89435	    0.59327	    4.03774	    0.77032	    0.27711	    0.67962	    0.24248	   43.14038	    0.96855	   38.7912	   21.985
ENSG00000272973	    1.42762	    0.59327	    0.93179	    0.69329	    0.55423	    0.30892	    0.36373	    1.13527	    0.96855	    0.5464	    2.443
ENSG00000133460	    9.22728	    6.89676	   14.13208	   10.70748	   13.91117	    9.32935	    9.88121	   21.85401	   12.13921	    6.0099	    4.885
ENSG00000251357	    0.03482	    0.07416	    0.07765	    0.15406	    0.05542	    0.06178	    0.06062	    0.14191	    0.06457	    1.0927	    2.443
ENSG00000240972	  172.39350	  285.73336	  315.40938	  341.09877	  342.73571	  458.18837	  296.61830	  288.00464	  291.27639	  247.4989	  214.960
ENSG00000218537	    1.74100	    3.78209	    3.41655	    2.54206	    3.32538	    3.83059	    2.66732	    2.19959	    3.09937	    4.9172	    2.443
ENSG00000273295	    0.20892	    0.22248	    0.07765	    0.23110	    0.16627	    0.18535	    0.42435	    0.56764	    0.12914	    0.5464	    2.443
ENSG00000099974	    0.06964	    0.14832	    0.15530	    0.30813	    0.27711	    0.30892	    0.06062	    0.28382	    0.06457	    0.5464	    2.443
ENSG00000099977	  331.34651	  185.17420	  142.79612	  160.68926	  192.42859	  202.89787	  181.07477	  205.69733	  153.22520	  449.1040	  261.372
ENSG00000272955	    0.41784	    0.44495	    0.62119	    0.61626	    0.66508	    0.37070	    0.54559	    0.49668	    0.51656	    0.5464	    2.443
ENSG00000184674	   20.02146	   19.72621	   21.35342	   19.41213	   13.85575	   10.68859	   12.06357	   15.82287	   17.88596	   17.4834	   68.396
ENSG00000099991	   26.88099	   27.29039	   21.43107	   26.65316	   26.71388	   22.55107	   26.24887	   18.09342	   23.89099	   25.1323	   19.542
ENSG00000099994	    0.10446	    0.29663	    0.15530	    0.15406	    0.33254	    0.18535	    0.18186	    0.07095	    0.12914	    0.5464	    2.443
ENSG00000099998	    0.06964	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    1.6391	    2.443
ENSG00000100014	    3.83019	    5.11695	    1.78592	    1.46361	    2.66030	    3.95416	    3.69788	    3.90250	    2.06625	    6.0099	    4.885
ENSG00000128271	    0.10446	    0.07416	    0.93179	    2.23394	    1.44100	    0.86497	    0.84869	    0.70955	    1.80797	    0.5464	    2.443
ENSG00000178803	    0.59194	    0.07416	    1.00943	    0.23110	    0.83134	    0.24714	    1.09118	    0.85145	    0.32285	    1.0927	    2.443
ENSG00000100024	    0.17410	    0.07416	    0.15530	    0.23110	    0.44338	    0.06178	    0.06062	    0.21286	    0.25828	    0.5464	    4.885
ENSG00000228923	    0.10446	    0.07416	    0.07765	    0.07703	    0.05542	    0.12357	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000138867	   12.29144	    9.04736	    9.31785	   11.78593	    7.70379	    7.47583	    6.12272	   53.21593	   10.65409	   20.2151	    9.771
ENSG00000100028	  141.61268	  144.16445	   81.06534	   89.20334	   85.57308	  100.15148	   86.14237	  122.39665	   85.81386	  141.5060	  124.579
ENSG00000100031	    1.07942	    0.14832	    0.46589	    3.85161	    0.60965	    3.70703	    0.84869	    0.56764	    2.38910	    3.2781	    2.443
ENSG00000178026	    1.91510	    0.44495	    0.07765	    0.07703	    0.05542	    0.12357	    0.06062	    0.35477	    0.06457	    0.5464	    2.443
ENSG00000167037	    0.10446	    2.22476	    0.46589	    0.23110	    0.60965	    0.61784	    0.84869	    1.06432	    0.19371	    0.5464	    2.443
ENSG00000197077	    0.03482	    1.26070	    0.23295	    0.23110	    0.60965	    0.37070	    0.78807	    0.07095	    0.38742	    0.5464	    2.443
ENSG00000244752	    0.03482	    0.44495	    0.31060	    0.15406	    0.16627	    0.12357	    0.24248	    0.28382	    0.32285	    0.5464	    2.443
ENSG00000233577	    0.03482	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.21286	    0.06457	    0.5464	    2.443
ENSG00000100068	    2.12402	    1.40901	    2.79536	    2.07987	    1.60727	    1.60638	    2.00049	    2.12864	    2.25996	    3.2781	    2.443
ENSG00000234884	    0.06964	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.35477	    0.06457	    1.0927	    2.443
ENSG00000100077	    5.81493	    0.22248	    0.31060	    0.46219	    0.27711	    0.24714	    0.36373	   11.92037	    0.12914	   30.0495	   19.542
ENSG00000100095	    0.13928	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    4.9172	    2.443
ENSG00000128203	    0.38302	    0.44495	    0.69884	    1.00142	    0.72050	    0.43249	    0.84869	    2.76723	    1.09769	    2.7318	   12.214
ENSG00000100099	   27.96041	   15.79580	   22.75110	   17.33225	   14.96420	   15.75486	   16.30703	   21.85401	   17.43397	    6.0099	   26.870
ENSG00000100104	    5.04889	   10.15974	    4.65893	    5.70039	    3.60249	    3.95416	    3.51601	    3.97346	    4.58449	    4.3708	    4.885
ENSG00000100109	    5.60601	   14.23846	    7.45428	   11.70890	    5.32061	    5.99302	    4.48595	    6.45687	    8.45870	    7.6490	    7.328
ENSG00000261188	    3.69091	    0.22248	    2.32946	    2.23394	    1.88438	    0.55605	    0.84869	    3.05105	    1.93711	    1.0927	    2.443
ENSG00000260065	    6.09349	   15.72164	    1.63062	    1.92581	    3.71334	    1.72995	    5.57713	    1.41909	    1.22683	    3.8245	    4.885
ENSG00000128294	   39.76437	  232.11664	   23.06169	   40.67302	   61.74120	   30.15047	   67.59236	   15.11333	   33.31825	   14.7516	   39.084
ENSG00000100122	    1.00978	    0.14832	    0.15530	    0.07703	    0.05542	    0.12357	    0.18186	    0.07095	    0.06457	    3.8245	    2.443
ENSG00000196431	    0.24374	    1.92813	    0.15530	    0.30813	    0.05542	    0.12357	    0.30310	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000225783	    0.73122	    5.71022	    0.23295	   10.32232	    2.38319	   17.42302	    6.12272	    2.05768	    4.90734	    1.0927	    2.443
ENSG00000206028	    0.17410	    0.14832	    0.15530	    0.15406	    0.11085	    0.06178	    0.18186	    0.07095	    0.32285	    0.5464	    2.443
ENSG00000244625	    8.80944	    9.19568	   14.67562	   14.94426	   10.86290	   12.17140	   11.09363	   15.32619	   13.81803	    7.6490	    4.885
ENSG00000223704	    0.06964	    0.14832	    0.07765	    0.07703	    0.22169	    0.12357	    0.12124	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000235271	    0.03482	    0.22248	    0.15530	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.12914	    0.5464	    2.443
ENSG00000169184	    6.47651	    0.22248	    0.15530	    0.23110	    0.11085	    0.24714	    0.06062	    0.07095	    0.06457	    0.5464	    4.885
ENSG00000180957	   10.79418	   14.31262	    5.28012	    5.85445	    3.15911	    4.38665	   13.15475	   12.34610	    4.51992	    3.2781	    7.328
ENSG00000100154	    2.57668	    1.11238	    0.69884	    0.30813	    0.44338	    0.12357	    0.66683	    0.56764	    0.12914	    0.5464	    2.443
ENSG00000183765	    6.05867	    4.30120	    5.90131	    5.46929	    2.60488	    2.90384	    2.72794	    7.16641	    4.19707	    7.1026	   12.214
ENSG00000100209	   36.66539	   47.46155	   22.82874	   20.95277	   19.78600	   16.61983	   21.33857	   29.87188	   21.04990	   24.0396	   39.084
ENSG00000159873	    7.48629	   10.38221	    4.81422	    5.39226	    3.87961	    2.71849	    4.60719	    5.03778	    4.71363	    3.2781	    2.443
ENSG00000100219	  162.95730	  324.07339	  196.60673	  176.71197	   94.16364	  155.07724	  131.06249	   55.69935	  213.34010	  166.6383	   87.938
ENSG00000226471	   11.49058	   27.95782	    7.22134	    7.93432	    8.75683	   11.98605	   11.94233	    3.97346	    9.36269	   18.0297	    7.328
ENSG00000183579	    0.62676	    0.14832	    0.07765	    0.23110	    0.05542	    0.24714	    0.12124	    0.14191	    0.19371	    1.0927	    2.443
ENSG00000177993	    0.10446	    0.07416	    0.07765	    0.07703	    0.11085	    0.06178	    0.06062	    0.07095	    0.12914	    0.5464	    2.443
ENSG00000183762	    0.27856	    0.07416	    0.15530	    0.07703	    0.05542	    0.12357	    0.18186	    0.14191	    0.06457	    0.5464	    2.443
ENSG00000186998	   30.85046	    0.22248	    0.38824	    0.07703	    0.05542	    0.24714	    0.06062	    0.07095	    0.19371	    0.5464	    2.443
ENSG00000100263	    9.78440	    4.89447	    6.28955	    6.77884	    4.71095	    5.99302	    5.51651	    3.05105	    5.42390	    8.1953	    4.885
ENSG00000237015	    0.90532	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000182944	   85.62222	   86.32069	   97.83747	  106.53559	   70.49803	   72.84305	   72.13893	   76.55999	  105.24950	   81.9533	  100.152
ENSG00000185340	    3.55163	    0.07416	    0.31060	    0.69329	    0.05542	    0.74141	    0.24248	    0.07095	    0.71027	   16.9370	    2.443
ENSG00000100276	    0.45266	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.21286	    0.06457	    0.5464	    2.443
ENSG00000100280	   21.83210	   10.67885	   10.79318	   12.71032	    8.70141	    9.32935	    7.51700	   24.97601	   10.65409	   54.0892	   29.313
ENSG00000225465	    1.00978	    0.51911	    0.23295	    0.15406	    0.44338	    0.61784	    0.24248	    0.21286	    0.12914	    1.0927	    2.443
ENSG00000128250	    0.03482	    0.07416	    0.07765	    0.07703	    0.05542	    0.18535	    0.12124	    0.07095	    0.12914	    0.5464	    2.443
ENSG00000100285	    1.67136	    0.37079	    0.15530	    0.69329	    0.72050	    0.74141	    0.84869	    0.42573	    0.58113	    2.1854	    2.443
ENSG00000100296	   15.87789	   12.75529	   13.43324	   15.40645	    9.69902	    8.27902	    8.36569	    9.22410	   13.43061	    8.7417	   17.099
ENSG00000184117	   43.87312	   26.62296	   29.66184	   30.81290	   21.39327	   20.26507	   26.24887	   21.57019	   27.76521	    4.9172	   19.542
ENSG00000186575	    6.40687	    8.45409	    2.71771	    3.15832	    3.10369	    5.00448	    3.87974	    4.96682	    3.93879	    7.1026	    4.885
ENSG00000100314	    0.10446	    0.07416	    0.07765	    0.23110	    0.22169	    0.18535	    0.12124	    0.07095	    0.32285	    0.5464	    2.443
ENSG00000100319	   44.77844	   47.23907	   43.09508	   55.15509	   32.36702	   37.19382	   32.55345	   35.40634	   48.36312	   59.0064	   48.855
ENSG00000184076	  281.83256	  385.03181	  167.56609	  163.46242	  231.00298	  249.72996	  211.20338	  165.74990	  174.40424	  338.1939	  234.502
ENSG00000100325	   25.00071	   54.50662	   50.31641	   48.06812	   40.12624	   42.75436	   37.40312	   37.60593	   44.35976	   36.6058	   43.969
ENSG00000100330	    5.60601	    6.15517	    3.88244	    3.23535	    3.76876	    7.16692	    3.57664	    4.25727	    4.19707	   19.6688	    2.443
ENSG00000227117	    0.10446	    0.29663	    0.07765	    0.23110	    0.05542	    0.06178	    0.06062	    0.21286	    0.19371	    0.5464	    2.443
ENSG00000128342	    0.03482	    0.14832	    0.07765	    0.07703	    0.05542	    0.18535	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000268812	    0.10446	    0.22248	    0.15530	    0.15406	    0.05542	    0.12357	    0.06062	    0.07095	    0.12914	    0.5464	    2.443
ENSG00000099985	    6.30241	    1.85397	    4.89187	   14.94426	    4.37842	   14.88989	    9.75997	    0.78050	   10.84780	   14.2052	    7.328
ENSG00000239282	    6.96399	    9.71479	   18.94630	   12.32516	   15.74013	   10.07075	   10.18432	    7.80500	   16.20713	    2.7318	    9.771
ENSG00000099992	    7.97377	   23.06335	   57.30481	   44.90980	   43.28535	   30.33583	   31.09855	   21.85401	   49.07339	   10.9271	   24.427
ENSG00000099995	   31.51204	   24.47236	   29.73949	   36.82141	   27.48980	   31.63329	   23.09658	   23.34406	   32.02684	   28.4105	   24.427
ENSG00000187860	    1.18388	    2.00228	    2.09652	    1.00142	    0.88677	    0.92676	    1.39428	    1.34814	    1.80797	    3.8245	    2.443
ENSG00000241528	    0.24374	    0.07416	    0.07765	    0.07703	    0.11085	    0.12357	    0.06062	    0.14191	    0.19371	    0.5464	    2.443
ENSG00000099999	    0.66158	    0.07416	    0.07765	    0.07703	    0.22169	    0.30892	    0.06062	    0.42573	    0.25828	    0.5464	    2.443
ENSG00000100003	    0.41784	    0.51911	    8.92961	    4.69897	    8.20260	    2.65670	    5.15278	    0.28382	    5.81132	    1.0927	    2.443
ENSG00000249590	    0.03482	    0.07416	    0.15530	    0.15406	    0.11085	    0.12357	    0.12124	    0.07095	    0.32285	    0.5464	    2.443
ENSG00000242114	    4.28285	   20.69027	   36.10669	   45.37199	   40.40335	   31.88042	   44.92012	   14.11996	   37.83816	   21.8542	   19.542
ENSG00000273428	    0.03482	    1.85397	    5.04717	    4.69897	   11.58340	    9.51470	    5.27402	    0.21286	    2.71195	    0.5464	    2.443
ENSG00000128242	    0.06964	    0.07416	    0.15530	    0.30813	    0.11085	    0.12357	    0.18186	    0.21286	    0.06457	    0.5464	    2.443
ENSG00000100029	   27.29883	   19.20710	   25.85705	   25.18954	   19.39804	   17.11410	   14.36716	   17.52578	   27.05493	   33.8740	   36.641
ENSG00000185339	    1.77582	    0.22248	    0.46589	    0.61626	    0.05542	    0.61784	    0.06062	    0.14191	    0.83941	   10.3807	    4.885
ENSG00000100036	    0.52230	    2.00228	    1.16473	    2.31097	    0.38796	    1.29746	    0.54559	    0.63859	    0.96855	    0.5464	   17.099
ENSG00000167065	    7.52111	    3.78209	    5.51306	    4.85303	    3.15911	    4.51021	    2.30360	    4.68300	    5.03648	    5.4636	    9.771
ENSG00000184792	    0.17410	    0.14832	    0.15530	    0.23110	    0.05542	    0.24714	    0.12124	    0.14191	    0.12914	    0.5464	    2.443
ENSG00000235989	    1.98474	    0.59327	    1.32003	    1.07845	    1.60727	    1.97708	    1.51552	    1.41909	    1.48512	    1.6391	    2.443
ENSG00000133422	    2.15884	    3.33714	   13.04500	   13.40361	    9.64360	   10.19432	    6.30458	    1.77386	   12.65577	    3.8245	    4.885
ENSG00000253352	   13.71905	    7.71250	    8.69666	    5.85445	    7.03872	    9.57648	    6.85017	    7.30832	    5.55304	    8.1953	    4.885
ENSG00000269987	    0.10446	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.18186	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000183963	    1.49726	    0.37079	    1.32003	    0.77032	    0.60965	    0.49427	    0.54559	    1.27718	    0.83941	    3.8245	    2.443
ENSG00000273387	    0.06964	    0.07416	    0.15530	    0.07703	    0.11085	    0.06178	    0.06062	    0.07095	    0.06457	    1.0927	    2.443
ENSG00000198832	    2.33294	   25.36227	  148.23154	  140.58384	  115.33522	  132.27903	  109.11771	   61.87239	  137.21178	   12.0198	    4.885
ENSG00000185133	    0.76604	    0.07416	    0.15530	    0.15406	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000138942	    3.34271	    3.78209	    8.07547	    7.62619	    4.37842	    4.07773	    3.33415	    3.26391	    7.03816	    6.0099	    4.885
ENSG00000182541	    2.75077	    3.18882	    4.03774	    5.77742	    3.38080	    4.69557	    2.97043	    2.34150	    5.55304	    2.1854	    9.771
ENSG00000100100	   24.26950	   70.15410	  391.73814	  307.97491	  263.97966	  162.55307	  198.23050	   57.11844	  320.59128	    9.8344	    2.443
ENSG00000228839	    0.03482	    0.81575	    8.61902	    6.62477	    5.59772	    2.84205	    3.87974	    0.99336	    4.51992	    0.5464	    2.443
ENSG00000100105	   15.98235	    7.63834	   14.13208	   10.70748	   13.68948	   11.18286	   11.15425	   10.00460	   11.42893	    5.4636	   12.214
ENSG00000213888	    2.05438	    0.44495	    0.62119	    0.38516	    0.60965	    0.30892	    0.60621	    0.99336	    0.71027	    1.0927	    2.443
ENSG00000185721	   47.94705	   55.76732	   59.71192	   63.01238	   42.78654	   43.74290	   43.58646	   42.00511	   52.36647	   48.6256	   56.183
ENSG00000184708	    6.99881	    5.11695	    3.72714	    2.85019	    2.99284	    3.89238	    3.69788	    5.46350	    4.13250	    5.4636	    7.328
ENSG00000240591	    0.03482	    0.14832	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.14191	    0.06457	    0.5464	    2.443
ENSG00000198089	    6.61579	   18.16887	   23.68288	   21.18387	   20.50650	   19.89437	   20.97485	   10.21746	   21.95388	   10.3807	    7.328
ENSG00000241878	   16.50465	   11.79123	   10.87083	   10.70748	    7.64837	    6.85800	    7.15327	    7.02450	   10.58952	   37.6985	   12.214
ENSG00000183530	   11.00310	    7.86082	    3.80479	    3.15832	    3.10369	    4.20130	    9.03252	   10.57223	    3.80964	    3.8245	    4.885
ENSG00000100150	    1.53208	    2.07644	    2.32946	    1.84877	    1.33015	    1.66816	    2.06111	    4.32823	    1.35598	    2.1854	    4.885
ENSG00000128245	   70.47555	   51.46612	   20.80988	  111.69675	   24.55238	   83.40808	   36.13008	   40.01838	   74.70778	   52.9965	  127.022
ENSG00000128253	    0.03482	    0.14832	    0.31060	    1.15548	    0.05542	    1.91530	    0.18186	    0.07095	    1.35598	    0.5464	    2.443
ENSG00000100191	    0.03482	    0.07416	    0.07765	    0.07703	    0.11085	    0.06178	    0.12124	    0.07095	    0.06457	    1.0927	    2.443
ENSG00000273325	    0.03482	    0.07416	    0.07765	    0.07703	    0.16627	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000128276	    0.03482	    0.07416	    0.07765	    0.23110	    0.05542	    0.24714	    0.12124	    0.07095	    0.25828	    0.5464	    2.443
ENSG00000205853	    0.03482	    0.14832	    0.07765	    0.07703	    0.16627	    0.18535	    0.06062	    0.28382	    0.12914	    0.5464	    2.443
ENSG00000100220	   59.82065	   47.16491	   46.51162	   45.06386	   32.53329	   36.82312	   30.06799	   37.96070	   51.52706	   46.4402	   65.954
ENSG00000100225	  112.05055	   70.74737	   50.62701	   66.24773	   38.35270	   41.82761	   47.95117	   57.75703	   59.98576	   28.4105	   85.496
ENSG00000185666	    0.52230	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.56764	    0.06457	    0.5464	    2.443
ENSG00000100234	   25.07035	    0.22248	    0.15530	    0.07703	    0.05542	    0.06178	    0.12124	    0.07095	    0.19371	    0.5464	    2.443
ENSG00000133424	    0.17410	    0.22248	    0.07765	    0.07703	    0.05542	    0.12357	    0.06062	    5.67637	    0.06457	    0.5464	    2.443
ENSG00000273082	    0.03482	    0.07416	    0.07765	    0.07703	    0.05542	    0.12357	    0.06062	    0.49668	    0.06457	    0.5464	    2.443
ENSG00000100281	   30.46744	   27.51287	   21.35342	   23.88000	   15.96182	   21.68610	   20.55050	   20.86065	   20.27506	   18.5761	   12.214
ENSG00000273176	    0.06964	    0.88990	    0.93179	    1.54064	    0.99761	    1.05032	    0.66683	    0.14191	    1.09769	    1.6391	    2.443
ENSG00000100284	   13.44050	   14.60926	   22.75110	   39.82567	   14.68709	   26.62880	   15.64020	    9.79173	   32.34969	   73.2116	    7.328
ENSG00000100292	    0.90532	    5.19111	    0.31060	    0.84735	    0.05542	    0.43249	    0.18186	    8.08882	    0.32285	   85.7778	   56.183
ENSG00000100297	   27.19437	   20.61611	   13.12265	   24.72735	    8.47972	   11.61535	    8.79004	   31.71670	   16.40084	   14.2052	   68.396
ENSG00000100302	    0.13928	    0.14832	    0.07765	    0.07703	    0.11085	    0.06178	    0.06062	    0.07095	    0.06457	    1.0927	    2.443
ENSG00000198125	    1.60172	    0.07416	    0.23295	    0.07703	    0.11085	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000221963	    6.26759	   62.73823	    8.23077	   14.09690	    6.42907	   15.87843	   16.97387	    1.49005	    8.84612	    7.1026	    2.443
ENSG00000100320	    2.95969	    1.18654	    0.07765	    0.07703	    0.05542	    0.18535	    0.12124	    0.07095	    0.19371	    0.5464	    2.443
ENSG00000128284	   11.38612	   32.03655	   36.65023	   51.84270	   35.41528	   43.24863	   32.91717	   17.73864	   48.16940	   29.5032	  100.152
ENSG00000100336	    0.41784	    0.14832	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000128335	    2.29812	    5.33942	    1.47533	    4.23677	    2.32777	    3.33632	    2.36422	    1.27718	    3.22851	    3.8245	    7.328
ENSG00000100342	    3.62127	   10.67885	    1.08708	    2.61910	    1.16388	    2.59492	    2.48546	    1.13527	    2.19539	    3.2781	    7.328
ENSG00000100345	   25.07035	   62.81239	   43.63862	   62.55018	   48.16257	  104.66169	   57.40804	   42.71466	   52.81846	   61.7381	   58.626
ENSG00000223695	    0.31338	    0.37079	    0.15530	    0.15406	    0.11085	    0.18535	    0.18186	    0.14191	    0.06457	    0.5464	    2.443
ENSG00000100348	  130.85332	   99.89173	  101.09872	   98.52424	   88.01169	   78.34181	   90.68894	   75.56663	  103.24783	  158.4430	  192.976
ENSG00000100350	    1.98474	    0.59327	    0.46589	    0.23110	    0.66508	    0.24714	    0.54559	    0.21286	    0.32285	    2.7318	    2.443
ENSG00000100353	  436.32861	  183.24607	  336.45220	  353.96316	  249.84680	  232.73942	  250.18265	  271.68509	  351.97242	  158.9894	  403.050
ENSG00000100360	   39.59027	   27.14207	   28.26416	   30.58180	   23.11138	   22.61286	   21.94478	   24.90506	   31.25200	   54.6355	   46.412
ENSG00000100362	    0.27856	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000100365	  101.43047	    0.44495	    1.24238	   67.01805	    0.49881	   32.31291	    2.36422	  113.17255	   24.34298	  121.2909	  107.480
ENSG00000100368	   21.17052	    0.14832	    0.07765	    2.23394	    0.05542	    0.67962	    0.06062	    1.77386	    0.45199	   10.9271	    9.771
ENSG00000128311	    6.47651	    3.63377	    0.31060	    0.69329	    0.11085	    0.67962	    0.24248	    0.99336	    0.51656	   33.3277	   14.656
ENSG00000128309	  108.01144	   56.80554	    2.48476	   24.49625	    1.10846	   15.01345	   10.60867	   23.20215	   12.91405	  137.1352	  170.991
ENSG00000100379	    4.70069	    8.23161	    9.86140	   13.55767	    5.81941	    9.82362	    9.69935	    6.59878	   12.52663	   13.1125	   29.313
ENSG00000187045	    0.03482	    0.22248	    0.07765	    0.07703	    0.05542	    0.18535	    0.06062	    0.07095	    0.12914	    0.5464	    2.443
ENSG00000231467	    0.03482	    0.37079	    0.07765	    0.30813	    0.05542	    0.06178	    0.18186	    0.07095	    0.12914	    0.5464	    2.443
ENSG00000100385	    0.06964	  306.27531	    4.65893	   40.44193	   11.41713	   14.02491	   24.61210	    0.14191	   17.30483	    1.0927	    2.443
ENSG00000235237	    0.03482	    0.22248	    0.07765	    0.61626	    0.05542	    0.18535	    0.12124	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000133466	    2.33294	    2.00228	    1.94122	    1.61768	    2.10607	    0.98854	    1.63677	    1.91577	    1.54969	    0.5464	    2.443
ENSG00000183473	    0.06964	    0.14832	    5.28012	    2.15690	    3.99045	    0.67962	    1.69739	    0.21286	    2.25996	    0.5464	    2.443
ENSG00000128340	  392.66441	 1143.60085	  649.37682	  896.65531	  572.24228	  572.42654	  573.83789	  584.94955	  724.93017	  187.3998	  195.418
ENSG00000100055	   25.10517	   61.40338	   56.68362	   47.99109	   41.45639	   32.86896	   35.82698	   35.33538	   47.65284	  104.3539	   63.511
ENSG00000166897	    0.06964	    0.07416	    0.07765	    0.15406	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
