orig.ident	nCount_ATAC	nFeature_ATAC	nCount_ACTIVITY	nFeature_ACTIVITY	Ident_old	tech	predicted.id	prediction.score.max
SIL_12_3-6	SIL	64649	15010	0.999999999999853	10594	FB-COL14A1	atac	FB-COL14A1	0.754851936022289
SIL_12_3-7	SIL	105883	20402	1.00000000000015	12373	1	atac	FB-ZEB1	0.967160810445262
SIL_12_3-8	SIL	89880	18547	0.999999999999895	12084	Epi	atac	Epi	0.99019681461766
SIL_12_4-1	SIL	86142	16913	0.999999999999938	11310	DC	atac	DC	1
SIL_12_4-2	SIL	88061	19626	1.00000000000001	11977	Epi	atac	SM-Visceral	0.870285087687024
SIL_12_4-5	SIL	78064	15636	0.999999999999852	10926	DC	atac	DC	1
SIL_12_4-6	SIL	153504	24224	0.999999999999776	12896	Epi	atac	Epi	0.924027660550033
SIL_12_4-7	SIL	88498	17117	1.00000000000021	11101	DC	atac	DC	1
SIL_12_4-8	SIL	70547	16185	0.99999999999993	11140	Endo	atac	Endo	1
SIL_12_5-1	SIL	53909	15352	0.999999999999975	10243	FB-COL14A1	atac	FB-COL14A1	0.960033718646226
SIL_12_5-3	SIL	88300	19019	0.999999999999974	11886	SM-Visceral	atac	SM-Visceral	0.967703361564333
SIL_12_5-4	SIL	31942	9722	1.00000000000009	7772	SM-Visceral	atac	FB-ADAMDEC1	0.374912907158198
SIL_12_5-6	SIL	87898	19397	0.999999999999809	11851	1	atac	FB-ADAMDEC1	0.871239258197221
SIL_12_5-7	SIL	72004	17167	0.999999999999994	11303	SM-Vascular	atac	SM-Vascular	0.984833025211623
SIL_12_5-8	SIL	69682	16283	0.999999999999937	10755	SM-Vascular	atac	SM-Vascular	0.515770011696222
SIL_12_6-1	SIL	42477	13038	1.00000000000003	9367	SM-Visceral	atac	SM-Visceral	0.675149852780656
SIL_12_6-2	SIL	202684	28587	0.999999999999978	13610	Glial	atac	Glial	0.74169185149308
SIL_12_6-3	SIL	80516	17640	1.00000000000003	11652	Epi	atac	Epi	0.950602179456096
SIL_12_6-4	SIL	81161	18031	0.999999999999963	11614	FB-COL14A1	atac	FB-COL14A1	0.636312438898657
SIL_12_6-5	SIL	50734	12893	1.00000000000009	9922	1	atac	FB-ZEB1	0.673462545199861
SIL_12_6-6	SIL	87923	20219	0.999999999999981	11770	FB-COL14A1	atac	FB-COL14A1	0.443706816072905
SIL_12_6-7	SIL	86054	16720	0.999999999999831	11454	1	atac	FB-ZEB1	0.80275815714369
SIL_12_6-8	SIL	87262	19316	1.00000000000009	11649	FB-COL14A1	atac	FB-COL14A1	0.530912716758196
SIL_12_7-4	SIL	106157	20653	0.999999999999987	12293	1	atac	FB-ZEB1	0.517751761232087
SIL_12_7-5	SIL	85473	16872	1.00000000000017	11082	DC	atac	DC	1
SIL_12_7-6	SIL	107683	18765	1.00000000000002	11829	DC	atac	DC	1
SIL_12_7-7	SIL	171036	21434	0.999999999999944	12285	DC	atac	DC	1
SIL_12_7-8	SIL	65566	14130	0.999999999999773	10654	Epi	atac	Epi	0.903910249656357
SIL_12_8-1	SIL	89451	19392	0.999999999999947	11841	SM-Visceral	atac	SM-Visceral	0.971142880074691
SIL_12_8-3	SIL	57470	12296	0.999999999999841	9772	Endo	atac	Endo	0.994187671946825
SIL_12_8-4	SIL	25834	7295	0.999999999999893	6897	Endo	atac	Endo	0.986193125072568
SIL_12_8-6	SIL	41713	10792	1.00000000000003	7099	Epi	atac	FB-COL14A1	0.298124306677723
SIL_12_9-1	SIL	100160	21298	0.999999999999935	12015	FB-COL14A1	atac	FB-COL14A1	0.951067094172903
SIL_12_9-3	SIL	94668	19866	0.999999999999977	12030	FB-COL14A1	atac	FB-COL14A1	0.518923742313662
SIL_12_9-5	SIL	110729	20494	1.00000000000003	12287	T	atac	T	0.852455496796948
SIL_12_9-7	SIL	95119	19889	0.999999999999899	11988	SM-Vascular	atac	SM-Vascular	0.977314590460674
SIL_12_11-2	SIL	94813	20273	1.00000000000014	12296	Glial	atac	Glial	1
SIL_12_11-4	SIL	45775	11822	0.999999999999992	9479	T	atac	T	1
SIL_12_11-6	SIL	64462	15877	0.999999999999955	10915	SM-Visceral	atac	SM-Visceral	0.865693449454899
SIL_12_11-7	SIL	73720	17680	0.999999999999909	11303	FB-COL14A1	atac	FB-COL14A1	0.902929288741779
SIL_12_12-2	SIL	55833	13812	1.00000000000015	10380	Glial	atac	Glial	1
SIL_12_12-4	SIL	72694	17075	0.999999999999851	10800	SM-Visceral	atac	SM-Visceral	0.74902198895429
SIL_12_12-6	SIL	97083	21040	1.00000000000017	11926	FB-COL14A1	atac	FB-COL14A1	0.940478790514512
SIL_13_1-1	SIL	68813	15548	1.00000000000004	10923	SM-Visceral	atac	SM-Visceral	0.945167070353452
SIL_13_1-3	SIL	81902	20283	0.999999999999809	11476	FB-COL14A1	atac	FB-COL14A1	0.735164609819253
SIL_13_1-4	SIL	80974	17759	0.999999999999875	11737	1	atac	FB-ZEB1	0.722982635536052
SIL_13_1-5	SIL	130796	24081	1.00000000000002	12762	1	atac	FB-ZEB1	0.539401611143981
SIL_13_1-7	SIL	75738	17267	0.999999999999864	11192	SM-Visceral	atac	SM-Visceral	0.936042042277781
SIL_13_2-2	SIL	84760	18810	0.999999999999946	11672	SM-Visceral	atac	SM-Visceral	0.920968611201741
SIL_13_2-4	SIL	23552	7268	1.00000000000006	6788	Epi	atac	Epi	0.618714335272891
SIL_13_2-5	SIL	118470	21078	0.999999999999957	12447	Epi	atac	Epi	0.96875599523758
SIL_13_2-7	SIL	79253	18130	0.999999999999744	11661	1	atac	FB-ADAMDEC1	0.584201480466291
SIL_13_2-8	SIL	160039	27717	1.00000000000001	13043	FB-COL14A1	atac	CACNA1A	0.377605562483962
SIL_13_3-1	SIL	20599	5414	1.00000000000006	4632	Epi	atac	SM-Visceral	0.454195656393318
SIL_13_3-2	SIL	57540	13952	1.00000000000016	10432	Endo	atac	Endo	1
SIL_13_3-3	SIL	90768	18994	0.999999999999962	11649	FB-COL14A1	atac	FB-COL14A1	0.880019914275851
SIL_13_3-5	SIL	75471	17173	0.999999999999782	11405	1	atac	SM-Visceral	0.757107223993498
SIL_13_3-7	SIL	37255	9721	1.00000000000006	8467	T	atac	T	0.978820136090827
SIL_13_3-8	SIL	54447	13356	1.00000000000011	9921	Epi	atac	Epi	1
SIL_13_4-1	SIL	132247	26286	1.00000000000007	13133	Epi	atac	FB-COL14A1	0.412387796912457
SIL_13_4-2	SIL	92397	19416	0.999999999999825	12066	SM-Vascular	atac	SM-Vascular	0.973776983876386
SIL_13_4-5	SIL	142317	26032	0.999999999999955	13017	FB-COL14A1	atac	FB-COL14A1	0.762871057293496
SIL_13_4-6	SIL	89103	20281	1.00000000000011	11899	FB-COL14A1	atac	FB-GPC3	0.755068825277677
SIL_13_4-7	SIL	70990	16084	1.00000000000013	11258	T	atac	B	0.810426754616266
SIL_13_5-2	SIL	144304	25354	0.99999999999979	13155	SM-Vascular	atac	SM-Vascular	1
SIL_13_5-3	SIL	80724	18182	0.999999999999986	11667	1	atac	FB-ADAMDEC1	0.635862850852999
SIL_13_5-5	SIL	123561	22958	1.00000000000007	12474	SM-Visceral	atac	SM-Visceral	0.92850894299482
SIL_13_5-7	SIL	134497	26893	1.00000000000006	13112	Epi	atac	Epi	0.816606773106074
SIL_13_5-8	SIL	95187	19357	1.00000000000005	11974	Endo	atac	Endo	1
SIL_13_6-1	SIL	96329	20144	1.00000000000003	11914	Epi	atac	Epi	0.960414319545232
SIL_13_6-2	SIL	83997	20293	1.00000000000009	11545	FB-COL14A1	atac	FB-COL14A1	0.720654642694774
SIL_13_6-3	SIL	100317	19570	1.00000000000001	12010	Epi	atac	Epi	0.917414033747798
SIL_13_6-5	SIL	42607	13239	1.00000000000001	9383	FB-COL14A1	atac	FB-COL14A1	0.4946606375732
SIL_13_6-6	SIL	71575	14905	1.00000000000012	10695	T	atac	B	0.70023451934454
SIL_13_6-7	SIL	85742	20323	1.00000000000001	11666	FB-COL14A1	atac	FB-GPC3	0.366772327794962
SIL_13_6-8	SIL	78804	17965	0.99999999999997	11496	FB-COL14A1	atac	FB-COL14A1	0.5302845413625
SIL_13_7-1	SIL	117160	21816	1.00000000000001	12475	Epi	atac	Epi	0.979282601043373
SIL_13_7-2	SIL	23951	7816	1.00000000000002	6476	FB-COL14A1	atac	FB-COL14A1	0.450091533473264
SIL_13_7-3	SIL	96144	20517	1.00000000000013	11948	FB-COL14A1	atac	FB-COL14A1	0.736376558036818
SIL_13_7-4	SIL	63245	15252	0.999999999999975	10400	SM-Vascular	atac	SM-Vascular	0.94079762645193
SIL_13_7-5	SIL	91020	21105	0.999999999999997	11987	FB-COL14A1	atac	FB-COL14A1	0.711181671617992
SIL_13_7-6	SIL	26889	8120	0.999999999999938	7422	Epi	atac	Epi	0.949121846933973
SIL_13_8-3	SIL	111768	19434	0.999999999999998	11997	Epi	atac	Epi	0.980424085016483
SIL_13_8-4	SIL	108247	18442	0.99999999999997	11491	DC	atac	DC	1
SIL_13_8-5	SIL	98394	19595	1.00000000000011	12177	1	atac	FB-ADAMDEC1	0.522991544689125
SIL_13_8-6	SIL	85592	17864	0.99999999999979	11778	Endo	atac	Endo	1
SIL_13_8-7	SIL	84839	18084	0.999999999999932	11673	SM-Visceral	atac	SM-Visceral	0.956038726814873
SIL_13_8-8	SIL	75095	16813	1.00000000000016	11162	FB-COL14A1	atac	FB-COL14A1	0.620468712456914
SIL_13_9-2	SIL	89046	21205	0.999999999999974	11882	FB-COL14A1	atac	FB-COL14A1	0.475058049081077
SIL_13_9-4	SIL	48697	14239	1.00000000000001	9648	FB-COL14A1	atac	SM-Visceral	0.563957449692786
SIL_13_9-5	SIL	62216	16909	0.999999999999902	10923	Epi	atac	Epi	0.992851949092209
SIL_13_9-6	SIL	69754	17946	1.00000000000006	11279	FB-COL14A1	atac	FB-GPC3	0.412564929137819
SIL_13_9-7	SIL	109132	21393	1.00000000000009	12220	Epi	atac	Epi	0.994923155124595
SIL_13_9-8	SIL	92030	19987	0.999999999999982	11898	FB-COL14A1	atac	SM-Visceral	0.459240249402582
SIL_13_10-2	SIL	26057	7794	0.999999999999985	7301	T	atac	T	0.955360056129336
SIL_13_10-3	SIL	78388	19323	0.99999999999978	11424	FB-COL14A1	atac	FB-COL14A1	0.847478152621224
SIL_13_10-5	SIL	77978	17506	1.00000000000022	11432	FB-COL14A1	atac	FB-Prol	0.603630880638049
SIL_13_10-6	SIL	79176	17342	0.999999999999954	10926	FB-COL14A1	atac	SM-Visceral	0.445557210291503
SIL_13_10-8	SIL	198373	27243	0.999999999999841	13427	SM-Vascular	atac	SM-Vascular	1
SIL_13_11-2	SIL	37956	11045	1.00000000000013	8674	1	atac	FB-ADAMDEC1	0.915966020083927
SIL_13_11-3	SIL	79968	16388	1.00000000000017	11076	DC	atac	DC	1
SIL_13_11-4	SIL	87961	19022	1.00000000000011	11798	SM-Visceral	atac	SM-Visceral	0.881625526095442
SIL_13_11-5	SIL	103231	22426	1.00000000000022	12286	Endo	atac	FB-COL14A1	0.532674457250912
SIL_13_11-6	SIL	84316	19592	1.00000000000004	11558	FB-COL14A1	atac	FB-COL14A1	0.849052678521917
SIL_13_11-7	SIL	59500	15050	1.00000000000007	10245	Endo	atac	Endo	0.999999999999999
SIL_13_11-8	SIL	120010	22852	0.999999999999969	12643	1	atac	FB-ADAMDEC1	0.728405390625656
SIL_13_12-1	SIL	91203	20487	1	11828	FB-COL14A1	atac	FB-COL14A1	0.785631869537993
SIL_13_12-2	SIL	76083	18943	1.00000000000003	11383	FB-COL14A1	atac	FB-COL14A1	0.603139756404267
SIL_13_12-3	SIL	67320	14437	1.00000000000003	10451	T	atac	B	0.791638394929141
SIL_13_12-5	SIL	113269	19308	0.99999999999997	11869	DC	atac	B	0.82890835125981
SIL_13_12-6	SIL	99095	20325	0.999999999999979	12290	Epi	atac	Epi	0.952711521566839
SIL_13_12-7	SIL	87894	16972	0.999999999999987	11193	DC	atac	DC	1
SIL_2_1-1	SIL	73888	17178	1.00000000000018	11559	SM-Vascular	atac	SM-Vascular	0.99454717939878
SIL_2_1-3	SIL	55525	13644	0.999999999999791	10238	T	atac	T-Prog	0.743330064367006
SIL_2_1-4	SIL	45675	11148	1.00000000000003	9110	T	atac	T	0.475998093898314
SIL_2_1-8	SIL	100006	17706	0.999999999999989	11597	DC	atac	DC	1
SIL_2_2-1	SIL	56562	14923	1.00000000000019	10293	1	atac	FB-ADAMDEC1	0.84079324703417
SIL_2_2-3	SIL	74748	17395	0.99999999999997	11648	SM-Vascular	atac	SM-Vascular	1
SIL_2_2-5	SIL	135677	23081	1.00000000000023	12777	Endo	atac	Endo	0.910072761526008
SIL_2_2-7	SIL	149272	23600	1.00000000000017	12729	1	atac	FB-ADAMDEC1	0.932360433743424
SIL_2_3-1	SIL	57834	13868	0.999999999999906	10101	DC	atac	DC	1
SIL_2_3-2	SIL	52206	13446	1	9926	SM-Visceral	atac	SM-Visceral	0.703988094616511
SIL_2_3-3	SIL	97905	17358	1.00000000000001	11629	Epi	atac	Epi	0.815708202606797
SIL_2_3-4	SIL	74883	14326	0.99999999999981	10760	Glial	atac	Glial	0.996968614665868
SIL_2_3-5	SIL	71225	16069	1.00000000000003	11005	Endo	atac	Endo	1
SIL_2_3-7	SIL	38155	11586	1.00000000000005	8986	SM-Visceral	atac	SM-Visceral	0.91388079446147
SIL_2_3-8	SIL	34324	8483	1.00000000000003	7614	SM-Visceral	atac	FB-COL14A1	0.590800052617637
SIL_2_4-1	SIL	88635	19827	0.999999999999983	11590	FB-COL14A1	atac	FB-COL14A1	0.901307270910388
SIL_2_4-2	SIL	69084	17512	1.00000000000011	11185	SM-Visceral	atac	SM-Visceral	0.559609060310846
SIL_2_4-3	SIL	54237	14719	0.999999999999878	10327	1	atac	FB-ADAMDEC1	0.692678955866419
SIL_2_4-4	SIL	85239	17206	1.00000000000016	11678	1	atac	FB-ADAMDEC1	0.462078808838262
SIL_2_4-5	SIL	44159	12617	1.00000000000003	9738	T	atac	T	0.508071518120938
SIL_2_4-7	SIL	114363	22535	1.00000000000017	12610	T	atac	B	0.636410095768186
SIL_2_4-8	SIL	92627	19733	1.00000000000008	11779	SM-Vascular	atac	SM-Vascular	0.992648602191524
SIL_2_5-1	SIL	121895	22371	1.00000000000024	12539	Epi	atac	Epi	0.956541012842536
SIL_2_5-2	SIL	68148	17891	1.00000000000014	10738	FB-COL14A1	atac	FB-COL14A1	0.593817358970011
SIL_2_5-5	SIL	104596	21616	0.999999999999685	12282	FB-COL14A1	atac	FB-COL14A1	0.959717355787018
SIL_2_5-6	SIL	98088	19893	1.00000000000007	12140	T	atac	B	0.846590860019118
SIL_2_5-8	SIL	77687	18072	0.999999999999992	11508	FB-COL14A1	atac	FB-GPC3	0.504414219720381
SIL_2_6-2	SIL	93180	20267	1.00000000000011	11642	FB-COL14A1	atac	FB-COL14A1	0.859184081349343
SIL_2_6-3	SIL	105278	22875	1.00000000000007	12546	SM-Visceral	atac	SM-Visceral	0.485201219601068
SIL_2_6-4	SIL	78348	17657	1.0000000000001	11675	SM-Vascular	atac	SM-Vascular	0.997423575085512
SIL_2_6-5	SIL	109968	20156	1.00000000000002	12172	SM-Vascular	atac	SM-Vascular	0.968364454421667
SIL_2_6-6	SIL	98675	18844	0.999999999999847	12003	SM-Vascular	atac	SM-Vascular	0.985211034938122
SIL_2_6-8	SIL	85215	18916	0.999999999999992	11831	1	atac	FB-ADAMDEC1	0.757699617011505
SIL_2_7-4	SIL	73831	17758	1.00000000000015	11248	SM-Visceral	atac	SM-Visceral	0.817959092978001
SIL_2_7-5	SIL	79261	17998	1.00000000000006	11591	T	atac	B	0.709882068937022
SIL_2_7-6	SIL	60066	14696	1.0000000000001	10559	Epi	atac	Epi	1
SIL_2_7-7	SIL	87693	19585	1.00000000000016	11659	FB-COL14A1	atac	FB-COL14A1	0.989773200698702
SIL_2_7-8	SIL	59578	14630	0.999999999999869	10057	FB-COL14A1	atac	FB-COL14A1	0.917550505986186
SIL_2_8-1	SIL	80826	18212	1.00000000000012	11639	FB-COL14A1	atac	FB-COL14A1	0.729456220531056
SIL_2_8-3	SIL	84055	18679	1.00000000000002	11570	SM-Visceral	atac	SM-Visceral	0.938030219072694
SIL_2_8-5	SIL	174656	23929	1.00000000000001	13066	1	atac	FB-ADAMDEC1	0.608295593506992
SIL_2_8-6	SIL	44165	11573	1.00000000000014	9286	SM-Visceral	atac	SM-Visceral	0.489244937831049
SIL_2_9-1	SIL	91350	19319	1.00000000000008	12054	Endo	atac	Endo	1
SIL_2_9-3	SIL	39832	10118	0.999999999999914	8573	T	atac	T	0.968304282651242
SIL_2_9-4	SIL	26914	9113	0.999999999999843	7816	Endo	atac	Endo	0.971922817678783
SIL_2_9-5	SIL	98076	18642	1.00000000000014	12074	DC	atac	DC	0.619892963996817
SIL_2_9-6	SIL	75557	19020	1.00000000000001	11313	FB-COL14A1	atac	FB-COL14A1	0.427402163902431
SIL_2_9-7	SIL	91806	17278	0.999999999999893	11540	DC	atac	DC	1
SIL_2_10-1	SIL	29544	8114	0.99999999999999	7494	T	atac	T	0.931162888303613
SIL_2_10-2	SIL	49429	12335	0.999999999999867	9765	SM-Visceral	atac	SM-Visceral	0.817479327401196
SIL_2_10-5	SIL	83957	19876	0.999999999999782	11543	FB-COL14A1	atac	FB-COL14A1	0.982307622214029
SIL_2_10-6	SIL	43512	11880	1.00000000000007	8744	1	atac	FB-ADAMDEC1	0.858349022824083
SIL_2_10-8	SIL	75176	15016	1.00000000000007	10727	FB-COL14A1	atac	FB-COL14A1	0.518666372550086
SIL_2_11-2	SIL	87710	17505	0.999999999999861	11223	DC	atac	DC	1
SIL_2_11-3	SIL	53391	12229	1.00000000000012	9542	T	atac	T	0.98955855522243
SIL_2_11-4	SIL	64847	16063	1.00000000000022	10977	1	atac	FB-ADAMDEC1	0.909045459212219
SIL_2_11-5	SIL	136657	24299	0.999999999999822	13043	Epi	atac	Epi	0.986809168428158
SIL_2_11-6	SIL	63267	14287	0.999999999999976	10546	Epi	atac	Epi	0.973765947881621
SIL_2_11-7	SIL	80666	18915	1.00000000000012	11169	FB-COL14A1	atac	FB-COL14A1	0.930931281508777
SIL_2_11-8	SIL	87737	18950	0.99999999999978	11797	FB-COL14A1	atac	FB-COL14A1	0.92965740111801
SIL_2_12-1	SIL	93269	20148	1.00000000000007	12015	SM-Visceral	atac	SM-Visceral	0.918630510939458
SIL_2_12-2	SIL	78989	19217	1.00000000000013	11319	FB-COL14A1	atac	FB-COL14A1	0.628399878183893
SIL_2_12-3	SIL	89639	16041	0.999999999999989	11247	Endo	atac	Endo	1
SIL_2_12-5	SIL	96588	20276	0.999999999999939	11994	Epi	atac	Epi	0.990446396748999
SIL_3_1-1	SIL	81472	17571	1.00000000000001	11688	Epi	atac	Epi	0.90319463058445
SIL_3_1-3	SIL	74675	19201	1.00000000000023	11162	FB-COL14A1	atac	FB-COL14A1	0.532733589649085
SIL_3_1-4	SIL	47138	11935	1.00000000000016	9611	1	atac	FB-ZEB1	0.751683005615177
SIL_3_1-5	SIL	179612	25018	0.99999999999975	13330	1	atac	FB-ZEB1	0.656006161323286
SIL_3_1-6	SIL	62896	14366	1.00000000000002	10775	SM-Visceral	atac	SM-Visceral	0.807893516583423
SIL_3_1-7	SIL	88363	19057	1.00000000000008	12021	Glial	atac	Glial	1
SIL_3_1-8	SIL	68318	15696	0.999999999999946	11411	Epi	atac	Epi	0.795433052889504
SIL_3_2-1	SIL	30931	8459	0.999999999999983	7493	DC	atac	DC	1
SIL_3_2-2	SIL	33933	8975	0.999999999999926	7789	SM-Visceral	atac	FB-Prol	0.464582055580343
SIL_3_2-3	SIL	63316	16316	0.999999999999914	10817	SM-Vascular	atac	SM-Vascular	0.974378215113211
SIL_3_2-4	SIL	94131	21225	1.00000000000024	12192	FB-COL14A1	atac	FB-COL14A1	0.864595704792599
SIL_3_2-5	SIL	88948	18876	0.999999999999947	11764	SM-Visceral	atac	SM-Visceral	1
SIL_3_2-6	SIL	24881	8483	0.999999999999903	6714	SM-Visceral	atac	FB-COL14A1	0.690834024602331
SIL_3_3-1	SIL	88899	16102	0.999999999999835	11345	T	atac	T-Prog	0.658396185858419
SIL_3_3-2	SIL	44873	12071	0.999999999999887	9297	Endo	atac	Endo	1
SIL_3_3-3	SIL	29561	8100	0.999999999999967	7203	Glial	atac	Glial	0.995403139342879
SIL_3_3-4	SIL	101875	18408	0.999999999999892	11539	DC	atac	DC	1
SIL_3_3-5	SIL	136310	23712	0.99999999999995	12822	1	atac	FB-ZEB1	0.627797578527284
SIL_3_3-6	SIL	230448	28561	1.00000000000014	13198	FB-COL14A1	atac	FB-COL14A1	0.89548657548789
SIL_3_3-7	SIL	111461	18477	1.00000000000003	11798	1	atac	FB-ZEB1	0.961377164604568
SIL_3_4-1	SIL	95240	19195	1.00000000000008	11754	Epi	atac	Epi	0.742864986414951
SIL_3_4-2	SIL	82391	19403	1.00000000000018	11657	Endo	atac	Endo	1
SIL_3_4-5	SIL	100296	20329	0.999999999999905	12198	Endo	atac	Endo	1
SIL_3_4-6	SIL	109323	20851	1.00000000000005	12221	DC	atac	DC	1
SIL_3_4-7	SIL	81876	19207	0.999999999999919	11771	1	atac	FB-ZEB1	0.611620909709222
SIL_3_5-1	SIL	91625	19730	1.00000000000009	11935	FB-COL14A1	atac	FB-COL14A1	0.862361032980439
SIL_3_5-2	SIL	141305	25251	0.999999999999944	13172	Epi	atac	Epi	0.857109011186561
SIL_3_5-3	SIL	70829	16890	1.00000000000011	10932	FB-COL14A1	atac	FB-COL14A1	0.928146426993448
SIL_3_5-5	SIL	132948	24584	1.00000000000017	12979	FB-COL14A1	atac	FB-COL14A1	0.798354645735888
SIL_3_5-6	SIL	99834	19010	1.0000000000003	12240	Glial	atac	Glial	1
SIL_3_5-8	SIL	82589	19612	1.00000000000005	11593	FB-COL14A1	atac	FB-COL14A1	0.865638399704851
SIL_3_6-2	SIL	71937	17037	1.00000000000016	10915	FB-COL14A1	atac	FB-COL14A1	0.818730634327957
SIL_3_6-3	SIL	72851	18303	0.999999999999926	11453	SM-Vascular	atac	SM-Vascular	0.902125647399146
SIL_3_6-4	SIL	72250	17284	1.00000000000001	11116	SM-Visceral	atac	SM-Visceral	0.988392291981315
SIL_3_6-5	SIL	106361	18338	0.999999999999855	12070	Endo	atac	Endo	1
SIL_3_6-6	SIL	26823	8114	0.999999999999928	7470	T	atac	T	0.902865663097454
SIL_3_7-2	SIL	88043	21026	0.99999999999988	11841	FB-COL14A1	atac	FB-COL14A1	0.731453947881387
SIL_3_7-5	SIL	59888	14016	0.999999999999896	10470	T	atac	B	0.686817704260212
SIL_3_7-6	SIL	103610	20980	1.0000000000001	12221	SM-Visceral	atac	SM-Visceral	0.913455253150635
SIL_3_8-1	SIL	70214	14709	0.999999999999912	10358	Endo	atac	Endo	1
SIL_3_8-4	SIL	48569	14823	0.999999999999969	9525	FB-COL14A1	atac	SM-Visceral	0.58362259335438
SIL_3_8-5	SIL	71410	17494	0.999999999999856	10924	FB-COL14A1	atac	SM-Visceral	0.633942754414996
SIL_3_8-7	SIL	65850	16196	0.999999999999903	10682	FB-COL14A1	atac	FB-COL14A1	0.903792663259267
SIL_3_8-8	SIL	72029	17399	0.999999999999977	11315	FB-COL14A1	atac	FB-COL14A1	0.850403847970368
SIL_3_9-2	SIL	79084	17854	1.00000000000009	11183	FB-COL14A1	atac	FB-COL14A1	0.831482604060582
SIL_3_9-4	SIL	75066	18589	1.00000000000001	11201	FB-COL14A1	atac	FB-COL14A1	0.713317199514565
SIL_3_9-5	SIL	126358	24971	1.0000000000002	12761	FB-COL14A1	atac	FB-GPC3	0.6131351331825
SIL_3_9-7	SIL	78060	19162	0.99999999999985	11413	FB-COL14A1	atac	FB-GPC3	0.5704466164383
SIL_3_10-2	SIL	78989	17534	1.00000000000002	11845	Glial	atac	Glial	0.992879236148383
SIL_3_10-4	SIL	83168	18877	0.99999999999993	11862	Epi	atac	Epi	0.965014615860473
SIL_3_10-5	SIL	77974	16201	1.00000000000006	11043	DC	atac	DC	0.680778664023504
SIL_3_10-6	SIL	75988	17756	1.00000000000006	11426	SM-Visceral	atac	SM-Visceral	0.971618131904155
SIL_3_10-7	SIL	31900	8915	1.00000000000005	7991	T	atac	T	0.970129274021892
SIL_3_11-1	SIL	99458	19145	1.00000000000009	11826	DC	atac	DC	0.878349875290337
SIL_3_11-4	SIL	97877	19342	1.00000000000007	12199	SM-Vascular	atac	SM-Vascular	1
SIL_3_11-6	SIL	171902	22473	1	12383	DC	atac	DC	1
SIL_3_11-8	SIL	84895	17935	1.00000000000032	11240	Epi	atac	Epi	0.967325157889072
SIL_3_12-2	SIL	113710	19797	1.00000000000002	12467	SM-Vascular	atac	SM-Vascular	1
SIL_3_12-4	SIL	34481	9197	1.00000000000002	8119	T	atac	T	1
SIL_3_12-5	SIL	118451	22742	0.999999999999984	12934	SM-Vascular	atac	SM-Vascular	0.998589772447259
SIL_3_12-7	SIL	82716	18434	0.999999999999994	11859	Epi	atac	Epi	0.998669277432976
SIL_4_1-3	SIL	43034	10384	1.00000000000002	8563	Endo	atac	Endo	0.97825304066067
SIL_4_1-4	SIL	81199	19809	0.999999999999947	11504	FB-COL14A1	atac	FB-GPC3	0.707484429135383
SIL_4_1-5	SIL	127241	22526	0.999999999999846	12813	Glial	atac	Glial	1
SIL_4_1-7	SIL	83470	20613	1.0000000000001	11713	FB-COL14A1	atac	FB-COL14A1	0.497875308995588
SIL_4_2-2	SIL	92149	19330	1.00000000000013	12234	SM-Vascular	atac	SM-Vascular	0.999573138341926
SIL_4_2-3	SIL	85274	17495	0.999999999999973	11532	SM-Vascular	atac	SM-Vascular	0.999374327686412
SIL_4_2-4	SIL	74486	17741	0.99999999999979	11428	FB-COL14A1	atac	FB-COL14A1	0.802555378754201
SIL_4_2-5	SIL	91228	16617	1.00000000000007	11266	T	atac	T	0.735273702147233
SIL_4_2-6	SIL	29601	10041	0.999999999999907	7607	1	atac	SM-Visceral	0.472618638570928
SIL_4_2-7	SIL	20983	7641	0.999999999999984	6264	SM-Visceral	atac	FB-COL14A1	0.485157870039429
SIL_4_2-8	SIL	58048	13466	0.999999999999923	9613	SM-Visceral	atac	SM-Visceral	0.61557601857919
SIL_4_3-5	SIL	86805	18505	1.00000000000001	11881	Epi	atac	FB-COL14A1	0.62134706246887
SIL_4_3-6	SIL	83461	18778	1.00000000000021	11459	FB-COL14A1	atac	FB-COL14A1	0.867139233894443
SIL_4_3-7	SIL	74968	17057	0.999999999999817	11566	Epi	atac	Epi	0.999381368712192
SIL_4_3-8	SIL	82696	16886	0.999999999999806	11367	1	atac	FB-ZEB1	0.447640110675052
SIL_4_4-1	SIL	16040	5897	0.999999999999973	4693	Epi	atac	FB-COL14A1	0.375916518961579
SIL_4_4-3	SIL	44271	13564	1.00000000000011	9947	Epi	atac	Epi	0.829927142444362
SIL_4_4-4	SIL	40846	12332	0.999999999999851	9271	SM-Visceral	atac	SM-Visceral	0.713934729379491
SIL_4_4-5	SIL	144364	23568	1.00000000000013	12918	DC	atac	DC	0.717370327477871
SIL_4_4-6	SIL	69358	18804	0.999999999999988	11705	Epi	atac	Epi	0.770903656778295
SIL_4_4-7	SIL	163597	23293	0.999999999999889	12982	1	atac	FB-ZEB1	0.987182868522863
SIL_4_5-1	SIL	115926	22975	0.999999999999957	12504	1	atac	FB-ADAMDEC1	0.612868057616298
SIL_4_5-2	SIL	128006	23631	0.999999999999995	12739	1	atac	FB-ZEB1	0.979267059168085
SIL_4_5-5	SIL	141331	24716	1.00000000000008	13056	DC	atac	SM-Vascular	0.929523393028352
