tissue	samplingPos	class	predicted.ident	prediction.score.max	Reads	Aligned_ratio	Num_frags	Mito_ratio	FRiP	Peaks_detected	tSNE_1	tSNE_2
SIM_2_3-7	Small intestine	Middle segment of small intestine	Smooth muscle	SM-Vascular	0.480068213649711	126410	0.9595	28601	0.018453654293707	0.752875773574351	14032	-14.5406168929041	-19.6846853329898
SIM_2_3-8	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-COL14A1	0.36545798497545	572321	0.9758	85021	0.0337692143961058	0.76864539349102	31188	-20.3364741236103	-34.02148127676
SIM_2_4-1	Small intestine	Middle segment of small intestine	Smooth muscle	SM-Visceral	0.450172764904347	508934	0.9732	62351	0.0233540664241286	0.788327372455935	22756	-6.31239104930165	-8.40250045557421
SIM_2_4-2	Small intestine	Middle segment of small intestine	DC/Macrophage	DC/Macro	0.733783690445922	402717	0.9744	62243	0.00759882005899705	0.588676638336841	21959	21.5364299711613	42.9361095148392
SIM_2_4-3	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-COL14A1	0.669330217601976	399105	0.9751	62159	0.0262202043132804	0.766872053926221	25199	-20.7238624841434	-35.4937045125201
SIM_2_4-4	Small intestine	Middle segment of small intestine	Smooth muscle	SM-Visceral	0.708852620507839	611173	0.9788	74272	0.0144581615522538	0.799789961223611	28294	-13.0174593339675	-41.8925385379096
SIM_2_4-5	Small intestine	Middle segment of small intestine	DC/Macrophage	DC/Macro	0.97015960885945	239541	0.9757	46461	0.0153949025767024	0.577236822281053	17221	21.8501618774207	43.1828775116197
SIM_2_4-6	Small intestine	Middle segment of small intestine	Epithelium	Epi	0.614786210045489	702808	0.9792	77570	0.0900890430553569	0.747350779940699	28657	-26.3765365928616	-24.4086854787628
SIM_2_4-7	Small intestine	Middle segment of small intestine	Smooth muscle	SM-Vascular	0.28225654931792	259836	0.9727	37115	0.0502690920314037	0.498720193991648	12335	-23.191208939906	-10.5612094320612
SIM_2_4-8	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-ZEB1	0.499152995158241	329968	0.9726	46856	0.0615919183246354	0.788735700870753	21150	-19.0439854963812	-27.2880314302578
SIM_2_5-1	Small intestine	Middle segment of small intestine	Epithelium	Epi	0.961342701637816	491710	0.9688	81608	0.0127294981640147	0.577737476717969	26167	-30.0637036473969	-24.2151791835375
SIM_2_5-2	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-COL6A5	0.748512825744033	558412	0.9734	91149	0.00910609791826683	0.729278434212114	29369	-5.50946921050987	-8.96097411415115
SIM_2_5-3	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-COL14A1	0.728041505707112	513883	0.9688	113400	0.0126694584427568	0.479991181657848	29711	-20.6054478163382	-27.0379246387354
SIM_2_5-4	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-GPC3	0.429611110419574	1432119	0.9806	101578	0.0554337664012379	0.291313079603851	19949	-18.8911815660848	-25.776470170491
SIM_2_5-5	Small intestine	Middle segment of small intestine	DC/Macrophage	DC/Macro	0.997557470802443	666255	0.9761	95640	0.0210238568588469	0.61409452112087	30567	-30.2346092782037	-26.3015560367162
SIM_2_5-6	Small intestine	Middle segment of small intestine	Epithelium	Epi	0.826943782176385	2037751	0.9778	138467	0.112816435122673	0.729119573616818	38450	-30.5107310228001	-25.7084050845585
SIM_2_5-7	Small intestine	Middle segment of small intestine	Epithelium	Epi	0.783023173418862	1280492	0.9796	127865	0.00760287157818657	0.666319946818911	38179	-31.3164539051681	-27.053788899692
SIM_2_5-8	Small intestine	Middle segment of small intestine	Epithelium	Epi	0.789903074058271	1464229	0.9773	116878	0.0651280764098974	0.757627611697668	37438	-32.9496710377486	-24.8055318580813
SIM_2_6-1	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-ZEB1	0.424269871987052	411749	0.9737	42916	0.0231267658055457	0.456473110261907	12340	-21.5014150562106	-14.5166468556716
SIM_2_6-2	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-COL14A1	0.419960717939097	221402	0.9703	36986	0.0117420354061988	0.673579192126751	16586	-17.640409081545	-20.7178874290498
SIM_2_6-3	Small intestine	Middle segment of small intestine	Epithelium	Epi	0.82038992227292	834061	0.9771	96321	0.00915711684695298	0.782882237518298	29357	-32.296639364852	-23.8962055653413
SIM_2_6-4	Small intestine	Middle segment of small intestine	DC/Macrophage	DC/Macro	0.58922191135331	1395695	0.9829	126489	0.00567070510926309	0.290460040003479	20067	-21.6617262374082	-11.2238368302944
SIM_2_6-5	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-COL14A1	0.565612661417315	643414	0.9774	73428	0.0216413296091768	0.79690308873999	28066	-21.0533855813551	-34.9936690045688
SIM_2_6-6	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-ZEB1	0.432202741666468	566113	0.9763	52900	0.0210939970188355	0.467485822306238	15227	-21.5639637647796	-14.2792757437023
SIM_2_6-7	Small intestine	Middle segment of small intestine	Smooth muscle	SM-Visceral	0.585011469868351	619836	0.9763	66234	0.0119853842583225	0.804677356040704	23921	-15.4780621393438	-30.1918095730856
SIM_2_6-8	Small intestine	Middle segment of small intestine	Epithelium	Epi	0.576543320048679	1623086	0.9795	131102	0.026616983408547	0.824037772116367	37709	-33.7410228715167	-24.9835100439099
SIM_2_7-1	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-ZEB1	0.394330580543823	196536	0.9527	39351	0.0300665703699052	0.619145637976163	16889	-22.3873775275725	-5.95911499548292
SIM_2_7-2	Small intestine	Middle segment of small intestine	DC/Macrophage	DC/Macro	1	730126	0.9776	86663	0.0109610728254796	0.722661343364527	28424	24.6755310782322	42.7434153979023
SIM_2_7-3	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-COL14A1	0.436343701064548	136578	0.9603	30161	0.0186403242639742	0.758960246676171	14437	-25.2803358806805	-24.7392075286241
SIM_2_7-4	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-COL6A5	0.479634523388036	228517	0.9705	39636	0.0211127487103906	0.758779897063276	18287	-10.4567976951903	-23.166275043113
SIM_2_7-5	Small intestine	Middle segment of small intestine	DC/Macrophage	DC/Macro	0.990526901490388	450260	0.9741	49689	0.0364999210983115	0.744410231640806	20342	23.2632904531014	42.6581697134539
SIM_2_7-6	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-COL14A1	0.743711953272125	972882	0.9749	90966	0.0218606838648992	0.793274410219203	32391	-20.0495893167828	-35.4491636756335
SIM_2_7-7	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-ZEB1	0.377023304990317	220569	0.9702	27187	0.0889929232444202	0.770552102107625	13241	-17.4764697821444	-20.4781012397576
SIM_2_7-8	Small intestine	Middle segment of small intestine	Smooth muscle	SM-Visceral	0.583930805368429	454192	0.9639	57437	0.0318228229688336	0.791319184497798	23737	-18.138522299841	-35.3006469364055
SIM_2_8-2	Small intestine	Middle segment of small intestine	Epithelium	Epi	0.507901213480505	317375	0.9768	49294	0.00786923229069537	0.579035988152716	17188	-24.7860349867095	-12.6216903793243
SIM_2_8-3	Small intestine	Middle segment of small intestine	Smooth muscle	SM-Visceral	0.401210961544946	201588	0.9719	36826	0.0128341175292822	0.792429261934503	17005	-19.6074029549167	-27.7314670212127
SIM_2_8-4	Small intestine	Middle segment of small intestine	Epithelium	Epi	0.344723659926929	381929	0.9796	45472	0.011507224074549	0.583391977480647	16544	-26.6718350579419	-23.867012803096
SIM_2_8-5	Small intestine	Middle segment of small intestine	DC/Macrophage	DC/Macro	0.966676800245969	377226	0.9767	48312	0.0225292789721679	0.701233647954959	18690	21.851914435215	43.2046510724029
SIM_2_8-6	Small intestine	Middle segment of small intestine	Endothelium	Endo	1	883696	0.9779	75925	0.0203256661352767	0.818557787290089	25271	-16.0410468648624	36.1834831801482
SIM_2_8-7	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-COL14A1	0.360190669745913	116249	0.9684	30079	0.0381220698611142	0.656670766980285	14039	-17.5927529642355	-20.9712315440273
SIM_2_9-1	Small intestine	Middle segment of small intestine	Epithelium	Epi	0.943438043268531	1036685	0.9766	96215	0.0122867237920992	0.784815257496232	32863	-32.0878056369623	-25.1522644467426
SIM_2_9-2	Small intestine	Middle segment of small intestine	T	T	0.837789630904317	650099	0.9767	86352	0.00344761372761233	0.590385862516213	23888	15.6078212022962	8.51567396949408
SIM_2_9-3	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-ZEB1	0.494761227696744	655623	0.9784	72460	0.0222616678726483	0.451987303339774	19131	-22.6217973151456	-14.7004068739673
SIM_2_9-4	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-GPC3	0.602309584427853	345899	0.975	42557	0.0195105573379094	0.769791103696219	17881	-17.9209264542867	-37.3766072961101
SIM_2_9-5	Small intestine	Middle segment of small intestine	DC/Macrophage	DC/Macro	1	838647	0.978	93737	0.00591787664722	0.788930731728133	29590	28.380433753433	41.9989697808134
SIM_2_9-6	Small intestine	Middle segment of small intestine	Epithelium	Epi	0.939102123085725	1073456	0.977	123979	0.0153103755973277	0.507650489195751	31202	-30.1535114328036	-26.1335173348294
SIM_2_9-7	Small intestine	Middle segment of small intestine	DC/Macrophage	DC/Macro	1	764339	0.9778	76103	0.00919676969183958	0.80396305007687	27230	28.3162663880343	41.8049785527223
SIM_2_9-8	Small intestine	Middle segment of small intestine	Epithelium	Epi	0.421085097982253	412994	0.9723	48316	0.0247748070285984	0.589390678036261	18471	-28.9572342496046	-22.6781535848088
SIM_2_10-1	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-COL14A1	0.863729041514851	771419	0.9781	67022	0.0302489442616831	0.725343916922801	25081	-19.2749131055017	-36.8760647576305
SIM_2_10-2	Small intestine	Middle segment of small intestine	Epithelium	Epi	0.444245919969448	517804	0.9774	55829	0.0733524013824336	0.416163642551362	15658	-24.8568920552984	-5.41348125169335
SIM_2_10-3	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-COL6A5	0.415328776845308	575995	0.9769	75717	0.0327262438697238	0.764874466764399	27941	-6.58637631193514	-17.882081447602
SIM_2_10-4	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-COL14A1	0.516047370813271	451915	0.9777	54614	0.0114765110263117	0.796480755850148	20969	-18.7210643120422	-35.0774495099642
SIM_2_10-5	Small intestine	Middle segment of small intestine	DC/Macrophage	DC/Macro	0.537504773814215	113770	0.962	27454	0.0879564946370612	0.750783128141619	13998	-18.9914066312484	-19.640742651226
SIM_2_10-6	Small intestine	Middle segment of small intestine	Epithelium	Epi	0.511876030505103	503009	0.9746	83816	0.0186046910951612	0.59133101078553	27032	15.4296285754228	8.64468874365105
SIM_2_10-7	Small intestine	Middle segment of small intestine	DC/Macrophage	DC/Macro	0.912956300147149	501341	0.9788	42635	0.108432252906083	0.717696728040342	17502	21.8978396604812	43.1195517177297
SIM_2_10-8	Small intestine	Middle segment of small intestine	Smooth muscle	SM-Visceral	0.356631048813593	371657	0.9748	47094	0.0203543959546169	0.591094406930819	17859	-22.605784303461	-14.6019519234004
SIM_2_11-2	Small intestine	Middle segment of small intestine	Smooth muscle	SM-Visceral	0.61064545773842	646187	0.9739	82814	0.0185584961310555	0.729031323206221	28853	-12.7825625458808	-28.4841479886244
SIM_2_11-3	Small intestine	Middle segment of small intestine	Epithelium	Epi	0.909343078861653	786961	0.9755	92846	0.0219252379517538	0.801079206427848	33672	-32.1120693146212	-22.9799054700799
SIM_2_11-5	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-COL14A1	0.248154932886803	1109755	0.9772	88083	0.0388788261338895	0.518703949683821	22500	-26.5213910233434	-23.5201441403155
SIM_2_11-6	Small intestine	Middle segment of small intestine	DC/Macrophage	DC/Macro	1	902343	0.9747	118357	0.0114353493942604	0.542063418302255	31299	24.1353859473762	42.8417419575159
SIM_2_11-7	Small intestine	Middle segment of small intestine	Epithelium	Epi	0.884038136574303	691349	0.9765	66223	0.0267610559702843	0.818220255802365	26099	-30.7970463658369	-23.3396416177993
SIM_2_11-8	Small intestine	Middle segment of small intestine	Epithelium	Epi	0.934236659296566	831113	0.9724	89807	0.018080609031041	0.799726079258855	31585	-32.1043625250749	-22.0593392945042
SIM_2_12-1	Small intestine	Middle segment of small intestine	Smooth muscle	SM-Visceral	0.319012986814933	2495598	0.9803	176973	0.00424579534608169	0.403044532216779	31172	-5.23051042889663	-9.2333379846564
SIM_2_12-3	Small intestine	Middle segment of small intestine	T	T	1	496990	0.969	59772	0.00776222939839732	0.77333868701064	22417	13.1253651017797	36.5625799514464
SIM_2_12-4	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-ZEB1	0.38857201561723	360328	0.957	51022	0.0124242721027521	0.586727294108424	17882	-22.1225107797611	-14.4894620099741
SIM_2_12-5	Small intestine	Middle segment of small intestine	Epithelium	Epi	0.916893967972242	1544109	0.9775	128406	0.0115834472870172	0.691213806208433	37928	-32.8954416511119	-24.0027030798135
SIM_2_12-6	Small intestine	Middle segment of small intestine	Smooth muscle	SM-Visceral	0.226752285491879	1196363	0.9748	101169	0.0221331309009821	0.437693364568198	23265	-24.3714880411207	-13.8924607296197
SIM_2_12-7	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-ZEB1	0.282174469843341	441691	0.9713	42023	0.0263499982433335	0.45598838731171	12195	-21.6893830575982	-14.4388056989341
SIM_2_12-8	Small intestine	Middle segment of small intestine	Epithelium	Epi	0.811579885814482	814689	0.9726	85929	0.0328284991240023	0.81619709294883	31178	-30.4479329417078	-22.5890199646944
SIM_3_1-1	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-ZEB1	0.566368607780263	680042	0.9777	90436	0.00382883277550949	0.437591224733513	22405	-9.83034985687451	-5.62083150010559
SIM_3_1-3	Small intestine	Middle segment of small intestine	Epithelium	Epi	0.867886345126041	579109	0.967	83723	0.0351444525370236	0.781123466669852	28284	-31.7594425811723	-23.362053964281
SIM_3_1-4	Small intestine	Middle segment of small intestine	Epithelium	Epi	0.897984641586177	782534	0.9764	87532	0.084108378170638	0.814662066444272	29303	-33.549561052726	-25.3556089532931
SIM_3_1-7	Small intestine	Middle segment of small intestine	Glial	Glial	0.913238501594929	292790	0.9723	42505	0.0717776468902721	0.780355252323256	17879	-19.2905959300913	-17.7915894890043
SIM_3_1-8	Small intestine	Middle segment of small intestine	Epithelium	Epi	0.982946607721933	959914	0.9782	106683	0.0209279088613172	0.813972235501439	36354	-33.7778583033095	-27.4681948578425
SIM_3_2-1	Small intestine	Middle segment of small intestine	Epithelium	Epi	0.871216493521152	888483	0.9741	122449	0.0166002989686837	0.666408055598657	36949	-32.6453040363308	-25.3927929556616
SIM_3_2-2	Small intestine	Middle segment of small intestine	Smooth muscle	SM-Visceral	0.61032952834311	233326	0.9732	43556	0.0209872788105419	0.741574065570759	17616	-15.661727505947	-22.8393369931534
SIM_3_2-3	Small intestine	Middle segment of small intestine	Smooth muscle	SM-Vascular	0.98157809680594	344930	0.9696	57528	0.0212705373159828	0.807624113475177	21942	-12.2368136825083	-11.2050137918665
SIM_3_2-4	Small intestine	Middle segment of small intestine	Epithelium	Epi	0.761167176132426	265373	0.975	38315	0.0153279543567581	0.558319196137283	13017	-26.5688765415222	-23.1558484965313
SIM_3_2-5	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-COL14A1	0.743378763502953	660091	0.9745	81464	0.0193253057901915	0.811708239222233	28855	-20.2370348399649	-36.80177655303
SIM_3_2-6	Small intestine	Middle segment of small intestine	Epithelium	Epi	0.910661803892123	1069064	0.9766	107663	0.0498680316723986	0.717442389678906	29553	-31.531704601458	-23.742809162203
SIM_3_2-7	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-GPC3	0.384690070584124	467851	0.9685	62529	0.0155040842648323	0.807497321242943	24466	-12.2046827544311	-33.7780685049904
SIM_3_2-8	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-COL6A5	0.52646698575664	428053	0.9735	57916	0.0194971580193281	0.814369086262863	23043	-24.3444112690408	-23.8760435198143
SIM_3_3-1	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-GPC3	0.223406824379179	410590	0.9727	55110	0.0305313702235978	0.741734712393395	19941	-17.5242820688392	-19.7173041631947
SIM_3_3-2	Small intestine	Middle segment of small intestine	Epithelium	Epi	0.861642049595193	657172	0.9772	92911	0.0292544556654876	0.69738782275511	30079	-30.6091904239079	-22.5485082420135
SIM_3_3-3	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-ZEB1	0.738709237607621	669654	0.9713	85656	0.0297611992012619	0.782945736434108	27903	-25.9605682793859	-24.1404011306389
SIM_3_3-4	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-COL6A5	0.688459372010432	203421	0.971	41451	0.0193238534701949	0.815058744059251	17580	-13.0319822434219	-22.147871856166
SIM_3_3-5	Small intestine	Middle segment of small intestine	Glial	Glial	0.746366395175863	410149	0.9735	67875	0.0198944953043314	0.549348066298343	21474	-25.0634980674899	-10.7044054909965
SIM_3_3-6	Small intestine	Middle segment of small intestine	DC/Macrophage	DC/Macro	1	612543	0.9744	79533	0.00974862775123745	0.84303370927791	28481	29.3839291454339	40.9864630624718
SIM_3_3-7	Small intestine	Middle segment of small intestine	Glial	Glial	0.938900649705808	600762	0.9753	72642	0.023057595903009	0.786597285317034	23025	-17.6552188374086	-13.7105212210072
SIM_3_3-8	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-COL14A1	0.563292753813976	557092	0.9762	88843	0.0200242213573205	0.789842756322952	32235	-20.4103778103878	-34.4546818739587
SIM_3_4-1	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-COL14A1	0.853021151213802	413762	0.9736	72043	0.0129001784402225	0.692392043640604	26661	-20.5504541428303	-34.5970761223792
SIM_3_4-2	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-COL14A1	0.783220854652616	597862	0.9754	93284	0.0200969021753732	0.778450752540629	32799	-25.2994572628999	-26.2929455041794
SIM_3_4-3	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-COL14A1	0.388647970926531	278948	0.9746	52872	0.0248633372821603	0.541931457103949	17651	-19.440008609379	-26.68396202702
SIM_3_4-4	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-ZEB1	0.394565883483555	231620	0.9715	51137	0.0104560491493384	0.645031972935448	20278	-13.0308819365331	-22.2060280352552
SIM_3_4-5	Small intestine	Middle segment of small intestine	DC/Macrophage	DC/Macro	1	850079	0.9769	93085	0.00829595150059123	0.738239243701993	28288	24.2936145208086	42.469535321094
SIM_3_4-6	Small intestine	Middle segment of small intestine	Epithelium	Epi	0.890421896119846	691493	0.9767	103098	0.0252072631891208	0.764874197365613	34195	-26.2250839379267	-24.4337482061185
SIM_3_4-7	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-COL14A1	0.350306173083708	413906	0.9765	57076	0.0535704076382139	0.798969794659752	20685	-8.77037793044055	-32.0369354106957
SIM_3_4-8	Small intestine	Middle segment of small intestine	Smooth muscle	SM-Visceral	0.334882942807473	297634	0.9709	47814	0.0762935381273757	0.76906345421843	21815	-19.0577819956309	-27.2995880673086
SIM_3_5-1	Small intestine	Middle segment of small intestine	Epithelium	Epi	0.996506903902177	1649588	0.9736	167016	0.00546348947993178	0.534158403985247	37627	-30.2574535233406	-25.0391284670584
SIM_3_5-2	Small intestine	Middle segment of small intestine	Smooth muscle	SM-Vascular	0.373575851703797	271940	0.9704	72835	0.0165133579392247	0.418617422942267	19931	-25.2100361121733	-10.2869976567959
SIM_3_5-4	Small intestine	Middle segment of small intestine	Endothelium	Endo	1	394578	0.9711	51780	0.105312125614947	0.653379683275396	18722	-12.445188624638	30.3786908781418
SIM_3_5-5	Small intestine	Middle segment of small intestine	Smooth muscle	SM-Vascular	0.5560439994553	309159	0.966	48235	0.0765025790535995	0.673224836736809	20226	-19.2702730006369	-26.908026491112
SIM_3_5-6	Small intestine	Middle segment of small intestine	DC/Macrophage	DC/Macro	0.957197107428906	1190625	0.9698	137216	0.044066851758739	0.788749125466418	41264	24.97396384288	42.5141517790717
SIM_3_5-7	Small intestine	Middle segment of small intestine	Smooth muscle	SM-Vascular	0.558997358882809	670568	0.9742	86315	0.0178604025556036	0.786074262874356	30570	-21.1973834101919	-34.8897008172017
SIM_3_5-8	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-COL6A5	0.466194166366995	749335	0.9738	89813	0.0685006601450003	0.755469698150602	32725	-27.6290026940738	-24.0022653117514
SIM_3_6-1	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-ZEB1	0.352119742815395	200423	0.9494	27054	0.0692655522060839	0.611776447105788	11525	-27.0093076743627	-22.9074725407598
SIM_3_6-2	Small intestine	Middle segment of small intestine	Endothelium	Endo	1	246719	0.9753	41545	0.035718907726155	0.730388735106511	16794	-12.1054941421142	31.5423039459763
SIM_3_6-3	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-ZEB1	0.349366240686291	354265	0.9712	55974	0.0115712628778058	0.532479365419659	17728	-27.5565348900745	-22.2155107748893
SIM_3_6-4	Small intestine	Middle segment of small intestine	DC/Macrophage	DC/Macro	1	559459	0.9758	78854	0.0102424770595171	0.738567479138661	26066	27.6094760569652	42.4574200274082
SIM_3_6-5	Small intestine	Middle segment of small intestine	Epithelium	Epi	0.94454744635576	642958	0.9764	76829	0.0294599533682022	0.774160798656757	28621	-30.4569406664225	-23.4147650329305
SIM_3_6-6	Small intestine	Middle segment of small intestine	Smooth muscle	SM-Vascular	0.378581965959399	257396	0.9689	40834	0.0142071494042163	0.74516334427193	16605	-14.8125819784075	-20.3785401774508
SIM_3_6-7	Small intestine	Middle segment of small intestine	Smooth muscle	SM-Vascular	1	648717	0.9772	78270	0.0347731171058787	0.820339849239811	28036	-13.3478494995616	-9.74828957623995
SIM_3_6-8	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-COL14A1	0.361299064535423	658578	0.9784	63220	0.0871333326198859	0.81763682378994	26689	-25.4497404483501	-25.9414859552518
SIM_3_7-1	Small intestine	Middle segment of small intestine	Epithelium	Epi	0.520559852845906	739970	0.9699	75582	0.01571057322652	0.527215474583896	21833	-26.4836536762466	-23.246293607465
SIM_3_7-2	Small intestine	Middle segment of small intestine	Epithelium	Epi	0.892783838556637	1003255	0.9771	93108	0.0335995769279866	0.775851699102118	32429	-31.4413133887242	-23.633799856395
SIM_3_7-3	Small intestine	Middle segment of small intestine	Smooth muscle	SM-Visceral	0.441160882797592	289572	0.9641	36724	0.0263675888473102	0.79942272083651	14550	-15.9300791094517	-22.2932320458388
SIM_3_7-4	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-ZEB1	0.846137678968175	635249	0.9744	72839	0.0118873205884105	0.824585730172023	26490	-8.16015428469905	-20.9636449013719
SIM_3_7-5	Small intestine	Middle segment of small intestine	Endothelium	Endo	0.383583534029346	437568	0.9756	52743	0.0433433186127667	0.563487097813928	17644	-11.6356787130517	31.3847099852444
SIM_3_7-6	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-COL14A1	0.842988212760455	999171	0.9743	95710	0.0214349330318912	0.762386375509351	32875	-20.0477015589067	-35.4925825385738
SIM_3_7-7	Small intestine	Middle segment of small intestine	Endothelium	Endo	1	551922	0.9757	47313	0.0954154638855263	0.827700631961617	18293	-12.2069088012386	31.8434767529118
SIM_3_7-8	Small intestine	Middle segment of small intestine	Smooth muscle	SM-Visceral	0.794038634997704	839787	0.9631	75792	0.0221654323563158	0.796469284357188	26739	-18.0106566133871	-35.3493284676574
SIM_3_8-1	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-COL14A1	0.726623511052904	793059	0.9765	72137	0.0195854070387487	0.737832180434451	24652	-18.7858987476653	-34.3147280972856
SIM_3_8-2	Small intestine	Middle segment of small intestine	Smooth muscle	SM-Vascular	0.37013497561218	591417	0.9815	52488	0.016622370377044	0.398586343545191	13312	-24.7889490283242	-12.6382803460005
SIM_3_8-3	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-COL14A1	0.968875719492142	593083	0.9729	63459	0.0172411426375105	0.821948029436329	24146	-18.1394272846483	-39.1892513801917
SIM_3_8-4	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-COL14A1	0.376296769145503	869772	0.9789	80580	0.0170237648668329	0.67102258624969	24102	-16.3980029830084	-30.6257447567533
SIM_3_8-5	Small intestine	Middle segment of small intestine	T	T	0.978970414742521	443269	0.975	54757	0.0401288566747202	0.732582135617364	20063	12.4954711350135	34.1633545075556
SIM_3_8-6	Small intestine	Middle segment of small intestine	DC/Macrophage	DC/Macro	0.946065208213659	390664	0.9724	41746	0.0208965344944502	0.750922244047334	18993	23.5481948199848	40.3622038694548
SIM_3_8-7	Small intestine	Middle segment of small intestine	Endothelium	Endo	0.776654655697268	465684	0.977	44171	0.0982902480205892	0.674062167485454	18126	-11.6357080084826	31.415506926117
SIM_3_8-8	Small intestine	Middle segment of small intestine	Epithelium	Epi	0.333123516462577	352645	0.9787	33239	0.0767242249823286	0.453052137549264	11009	-21.6095196206254	-14.2643384519504
SIM_3_9-1	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-COL14A1	0.793501703637719	756176	0.9755	79486	0.0106082248703939	0.747490124047002	28290	-21.3583808737234	-34.8412257803462
SIM_3_9-2	Small intestine	Middle segment of small intestine	Smooth muscle	SM-Vascular	0.518108233717637	1480936	0.9829	141658	0.00672999023991937	0.279708876307727	19606	-25.7613253859172	-1.566955476776
SIM_3_9-3	Small intestine	Middle segment of small intestine	Endothelium	Endo	0.946070366538223	315335	0.9707	39154	0.103513612339195	0.628083976094396	15789	-11.6637715677261	31.3365966990803
SIM_3_9-5	Small intestine	Middle segment of small intestine	Smooth muscle	SM-Vascular	0.799508634655472	218819	0.9746	39900	0.0120746024669342	0.618471177944862	15742	-18.8842446195674	-19.9007005711707
SIM_3_9-6	Small intestine	Middle segment of small intestine	DC/Macrophage	DC/Macro	0.995784822758502	1373731	0.976	136058	0.0287121792848447	0.690918578841376	37238	31.0101361869067	39.0807916404807
SIM_3_9-7	Small intestine	Middle segment of small intestine	Smooth muscle	SM-Vascular	0.496968314509946	335735	0.9743	40157	0.0267913247139022	0.820753542346291	16826	-18.6038386716101	-19.9398430127875
SIM_3_9-8	Small intestine	Middle segment of small intestine	Epithelium	Epi	0.930535100954914	903113	0.9769	84697	0.0196032283055319	0.777394712917813	30947	-33.3468778621491	-25.1712275896354
SIM_3_10-1	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-COL14A1	0.567548799657231	183994	0.9677	31282	0.0273150440724968	0.569400933444153	12689	-17.9803033412037	-19.2695801187933
SIM_3_10-3	Small intestine	Middle segment of small intestine	Endothelium	Endo	0.871421268802798	670475	0.9731	47326	0.127316668968375	0.631872543633521	16554	-12.1685386028955	29.8750443416496
SIM_3_10-4	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-ZEB1	0.278956145909795	559923	0.9794	59746	0.013136487703871	0.458725270310983	15907	-21.0998426891176	-9.59213787384384
SIM_3_10-5	Small intestine	Middle segment of small intestine	T	T	0.723398102129705	461886	0.9734	52501	0.0210388924281741	0.759985524085256	20525	38.2074311736402	-5.19680544198652
SIM_3_10-6	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-COL14A1	0.800647590288706	925863	0.9754	104954	0.0131526958847486	0.655763477332927	31650	-20.3172269889324	-34.7659263570209
SIM_3_10-7	Small intestine	Middle segment of small intestine	Fibroblast	Fibro-ZEB1	0.319380216574597	304217	0.9745	40660	0.0368265351860152	0.558780127889818	14823	-15.9269673692549	-22.1379636026701
SIM_3_10-8	Small intestine	Middle segment of small intestine	DC/Macrophage	DC/Macro	1	869397	0.977	77920	0.0203679369250986	0.776283367556468	25221	24.3101663241701	42.5216177781321
