orig.ident	nCount_ATAC	nFeature_ATAC	predicted.id	prediction.score.max	organ	clgrp	tSNE_1	tSNE_2
YXF_1_3-6	YXF	95080	24835	Endo	0.597695022985959	Heart	Endothelium	-36.0054779163741	-17.3444488249588
YXF_1_3-7	YXF	105199	27868	Fibro-ITM2A	0.430475249392288	Heart	Fibroblast	-15.6318738426493	-11.9989153205466
YXF_1_3-8	YXF	112323	27294	Fibro-ADAMTS19	0.367705542239002	Heart	Fibroblast	-16.7221555450902	-12.7184436763102
YXF_1_4-2	YXF	54882	18198	Fibro-ITM2A	0.368694049190479	Heart	Fibroblast	20.2649497086685	46.7635344100865
YXF_1_4-3	YXF	72569	20364	Fibro-ITM2A	0.363385880661838	Heart	Fibroblast	-19.2371771539045	-11.5170769633222
YXF_1_4-4	YXF	74798	20803	Fibro-ADAMTS19	0.295853959154503	Heart	Fibroblast	-18.9684696438347	-11.3932909349976
YXF_1_4-5	YXF	129426	29286	SM-ACTG2	0.551559952814729	Heart	Smooth muscle	-19.4164325693391	-15.3977441640584
YXF_1_4-6	YXF	110235	26499	Endo	0.844979041953105	Heart	Endothelium	-33.5961655151008	-16.0224105021341
YXF_1_4-7	YXF	113435	28122	Endo	0.520055038231456	Heart	Endothelium	-30.2134722902159	-13.0146510042285
YXF_1_4-8	YXF	115861	32209	Fibro-ADAMTS19	0.385073451874317	Heart	Fibroblast	-17.0316301781118	-18.3771675719087
YXF_1_5-1	YXF	97707	25938	Glial	0.955160954185983	Heart	Glial	18.662613401229	47.2863883084462
YXF_1_5-2	YXF	72375	21479	Glial	0.33704115944311	Heart	Glial	-26.7060765846182	-14.9368981120462
YXF_1_5-3	YXF	64185	22461	Endo	0.402368600965092	Heart	Endothelium	-24.3493166206707	-19.101345691858
YXF_1_5-4	YXF	109579	27405	Fibro-FMOD	0.436462174845636	Heart	Fibroblast	-17.937018841441	-14.9778600384742
YXF_1_5-5	YXF	95795	25354	Fibro-ADAMTS19	0.338491547850962	Heart	Fibroblast	-18.253486790367	-12.1103576115123
YXF_1_5-6	YXF	64819	19417	B	0.387469672608797	Heart	B	-29.3981129416379	-13.6483276091651
YXF_1_5-7	YXF	63913	21828	Fibro-ITM2A	0.319205222940811	Heart	Fibroblast	-24.882602506159	-19.9166446794001
YXF_1_5-8	YXF	106120	26046	Fibro-FMOD	0.36630887113334	Heart	Fibroblast	-18.6776170841537	-14.2038065449177
YXF_1_6-1	YXF	70801	20961	Endo	0.490936193313644	Heart	Endothelium	-30.2161061781062	-12.9621726504468
YXF_1_6-2	YXF	79483	21654	Endo	0.535661276861195	Heart	Endothelium	-32.7970699650117	-13.609753422841
YXF_1_6-3	YXF	70144	21491	Fibro-ITM2A	0.374653836393175	Heart	Fibroblast	-28.1101794218673	-14.6312563132545
YXF_1_6-4	YXF	105444	27006	Endo	0.827081925591012	Heart	Endothelium	-30.794077454825	-16.7845990270125
YXF_1_6-5	YXF	53170	20701	Fibro-ITM2A	0.458126805303097	Heart	Fibroblast	-23.1079728996838	-12.3048829439148
YXF_1_6-6	YXF	101444	25330	Endo	0.717165230339552	Heart	Endothelium	-33.3345071518797	-17.1128232049107
YXF_1_6-7	YXF	145568	33590	Fibro-HTR2A	0.445149721610309	Heart	Fibroblast	-16.5295107725072	-15.2642419660854
YXF_1_6-8	YXF	96730	28067	Fibro-ADAMTS19	0.618501692067521	Heart	Fibroblast	-16.5248347145288	-16.9547321159898
YXF_1_7-1	YXF	76770	21967	Fibro-ADAMTS19	0.462603861871764	Heart	Fibroblast	-19.3710352561774	-12.4882899203374
YXF_1_7-2	YXF	84356	24015	Glial	0.610762094361936	Heart	Glial	-22.4132035522427	-18.9244330760894
YXF_1_7-3	YXF	106762	26669	Fibro-HTR2A	0.279755260498784	Heart	Fibroblast	-17.1025659435863	-12.4084053733282
YXF_1_7-4	YXF	130055	32676	Fibro-FMOD	0.73059598674522	Heart	Fibroblast	-16.7193318233028	-16.2664545745018
YXF_1_7-5	YXF	52158	17204	Fibro-ITM2A	0.473837724147154	Heart	Fibroblast	-25.3567618864929	-11.3999660918687
YXF_1_7-6	YXF	92820	23706	Endo	0.61276625110382	Heart	Endothelium	-32.5461160596605	-14.0601790216701
YXF_1_7-7	YXF	98249	24984	Endo	0.605848873622661	Heart	Endothelium	-33.1789780460401	-17.09927229513
YXF_1_7-8	YXF	57250	19594	Fibro-ITM2A	0.488233805449077	Heart	Fibroblast	-25.0295666563032	-13.0710561270823
YXF_1_8-1	YXF	81966	21863	B	0.203952687873668	Heart	B	-29.3014165774436	-12.6157971947382
YXF_1_8-2	YXF	57944	20813	Fibro-ITM2A	0.900890628811774	Heart	Fibroblast	-24.8413266925644	-17.9580931871841
YXF_1_8-3	YXF	120603	28856	Fibro-ADAMTS19	0.479900094277651	Heart	Fibroblast	-19.1035885117385	-15.6606412922847
YXF_1_8-4	YXF	89716	22856	Endo	0.582393270015614	Heart	Endothelium	-32.6020605632099	-13.8412337886047
YXF_1_8-5	YXF	83296	22467	Fibro-ITM2A	0.356659045283604	Heart	Fibroblast	-19.5067824775666	-11.9692969431363
YXF_1_8-6	YXF	111467	26142	Endo	0.601619873757283	Heart	Endothelium	-31.1294461958972	-13.356275037592
YXF_1_8-7	YXF	74051	23012	Fibro-ITM2A	0.401469829263564	Heart	Fibroblast	-28.2035201434368	-16.6111523402912
YXF_1_8-8	YXF	113357	30071	Fibro-ITM2A	0.774236488320952	Heart	Fibroblast	-15.4124871747844	-15.7229256398183
YXF_1_9-1	YXF	71744	20195	Fibro-ITM2A	0.373803349060689	Heart	Fibroblast	-18.7199481347227	-11.5051965485266
YXF_1_9-2	YXF	38755	14547	Fibro-ITM2A	0.498660991862569	Heart	Fibroblast	-26.0826740819949	-11.7796132335858
YXF_1_9-3	YXF	67752	18708	Glial	0.913946770154	Heart	Glial	19.7448832672119	46.5985201282558
YXF_1_9-4	YXF	80541	21805	Fibro-ITM2A	0.385098114488321	Heart	Fibroblast	-18.3101794691006	-12.1816196379846
YXF_1_9-5	YXF	91987	24412	Fibro-ADAMTS19	0.428306357627533	Heart	Fibroblast	-17.4654285805323	-11.7611752439081
YXF_1_9-6	YXF	57630	17814	Fibro-ITM2A	0.46660649516719	Heart	Fibroblast	-30.1423639615864	-12.6031207926606
YXF_1_9-7	YXF	89663	24813	Fibro-HTR2A	0.302907337128417	Heart	Fibroblast	-16.0975080741966	-11.3536640896988
YXF_1_9-8	YXF	92317	24988	Fibro-HTR2A	0.604040946436899	Heart	Fibroblast	-14.2901185501078	-13.4303291800312
YXF_1_10-1	YXF	107801	27366	Fibro-HTR2A	0.444801510368805	Heart	Fibroblast	-18.9560800606704	-15.2556266117488
YXF_1_10-2	YXF	58156	20828	Fibro-ITM2A	0.603273116573903	Heart	Fibroblast	-24.5308838996949	-18.4237511056432
YXF_1_10-3	YXF	95718	24815	Endo	0.387420641289428	Heart	Endothelium	-31.2191090914236	-14.5997501746689
YXF_1_10-4	YXF	121215	31020	Fibro-FMOD	0.41210992102662	Heart	Fibroblast	-15.2207195805707	-15.5121074711251
YXF_1_10-5	YXF	73060	21961	Fibro-ITM2A	0.280606270237675	Heart	Fibroblast	-31.676517799968	-15.0437349039872
YXF_1_10-6	YXF	105210	27854	Fibro-ADAMTS19	0.331858968248237	Heart	Fibroblast	-19.0895705725035	-15.5693976043384
YXF_1_10-7	YXF	95925	25515	Endo	0.461223555444048	Heart	Endothelium	-30.4711138983377	-17.0055504311541
YXF_1_10-8	YXF	139409	34062	Fibro-ADAMTS19	0.416616190380549	Heart	Fibroblast	-12.8007288602606	-14.7861425370173
YXF_1_11-1	YXF	121930	31364	Fibro-ITM2A	0.406122840074729	Heart	Fibroblast	-15.1641233167424	-15.8426252753119
YXF_1_11-2	YXF	66939	19357	Fibro-ITM2A	0.398559437602026	Heart	Fibroblast	-28.8385497503994	-12.0111241347044
YXF_1_11-3	YXF	101090	25295	Endo	0.426421844580092	Heart	Endothelium	-36.2541057759166	-17.0877163186996
YXF_1_11-4	YXF	121612	30494	Fibro-ADAMTS19	0.399600237158361	Heart	Fibroblast	-12.6635538274083	-14.3505125212682
YXF_1_11-5	YXF	74992	21112	Fibro-FMOD	0.395103546185617	Heart	Fibroblast	-19.3187263358145	-11.6270756525941
YXF_1_11-6	YXF	101714	26894	SM-ACTG2	0.511291695402105	Heart	Smooth muscle	-20.3024831192436	-5.89669667615348
YXF_1_11-7	YXF	105186	28127	Fibro-HTR2A	0.407907250416056	Heart	Fibroblast	-16.7027983464981	-13.151789648016
YXF_1_11-8	YXF	83463	24724	SM-ACTG2	0.307996063607968	Heart	Smooth muscle	-23.4379318646694	-18.0913776661781
YXF_1_12-1	YXF	123930	29718	Endo	0.684144694482117	Heart	Endothelium	-31.0882662547372	-15.4411804933649
YXF_1_12-2	YXF	211417	38432	DC/Macro	0.3690924030859	Heart	DC/Macrophage	-31.0875484307906	-21.8727005886144
YXF_1_12-3	YXF	99340	24567	Endo	0.673059449979428	Heart	Endothelium	-32.9208876469122	-17.0331998664134
YXF_1_12-4	YXF	94902	24842	Fibro-ADAMTS19	0.515510423922436	Heart	Fibroblast	-17.2509766777144	-12.1377249683922
YXF_1_12-5	YXF	93123	24058	SM-NOTCH3	0.735125156709501	Heart	Smooth muscle	-20.1681894601388	-5.43328580650759
YXF_1_12-6	YXF	89554	23796	Fibro-ITM2A	0.519130452942406	Heart	Fibroblast	-20.4429956495161	-14.4465950272013
YXF_1_12-7	YXF	49108	17145	Fibro-ITM2A	0.682876578078091	Heart	Fibroblast	-26.3792403092068	-14.1016042765753
YXF_1_12-8	YXF	131415	29818	Endo	0.808713874012681	Heart	Endothelium	-31.6196833990197	-15.5324459476205
YXF_5_1-1	YXF	150050	36351	Endo	0.418688960067355	Heart	Endothelium	-29.2781795665428	-20.9528447133751
YXF_5_1-2	YXF	78272	24108	Fibro-ADAMTS19	0.296790326189431	Heart	Fibroblast	-25.7842465001349	-16.8706224465925
YXF_5_1-3	YXF	150157	36302	Fibro-ADAMTS19	0.499490400175589	Heart	Fibroblast	-18.4935299651493	-16.9868489633365
YXF_5_1-4	YXF	113960	30543	Fibro-FMOD	0.258313679812954	Heart	Fibroblast	-20.6834301284232	-16.5849515819731
YXF_5_1-5	YXF	126905	32175	Fibro-ITM2A	0.432279735960487	Heart	Fibroblast	-19.096037375509	-16.8340384044211
YXF_5_1-6	YXF	96971	27258	Fibro-ADAMTS19	0.532341337720245	Heart	Fibroblast	-19.6306192886289	-15.8829682392342
YXF_5_1-7	YXF	71861	22798	Fibro-ITM2A	0.615337057782325	Heart	Fibroblast	-25.2745515156754	-15.8216416720522
YXF_5_1-8	YXF	178155	37205	Endo	0.544943402158784	Heart	Endothelium	-32.5062429213324	-20.1951905924245
YXF_5_2-1	YXF	153300	36850	Fibro-ADAMTS19	0.428917837701003	Heart	Fibroblast	-14.8841135172654	-16.5760741290155
YXF_5_2-2	YXF	109235	30888	Fibro-ADAMTS19	0.237868489772172	Heart	Fibroblast	-26.4060872610365	-18.4972921627893
YXF_5_2-3	YXF	138118	33122	Fibro-ADAMTS19	0.337041959602349	Heart	Fibroblast	-15.3951238442853	-15.3210620709518
YXF_5_2-4	YXF	133382	33299	Fibro-ITM2A	0.480891543797372	Heart	Fibroblast	-30.2234490182503	-21.5963726849971
YXF_5_2-5	YXF	121475	30023	Fibro-ADAMTS19	0.383341314225132	Heart	Fibroblast	-18.0313547028356	-15.3080883486318
YXF_5_2-6	YXF	93103	24963	SM-NOTCH3	0.404628871855792	Heart	Smooth muscle	-28.8443266779312	-15.4855008856627
YXF_5_2-8	YXF	107604	31393	Glial	0.298766909647053	Heart	Glial	-25.8434937839354	-18.5420567233862
YXF_5_3-1	YXF	130967	31914	Fibro-ADAMTS19	0.65911705202201	Heart	Fibroblast	-16.0920726497234	-13.9249640228347
YXF_5_3-2	YXF	122221	31210	Fibro-FMOD	0.452045839537895	Heart	Fibroblast	-18.938388630163	-16.5675581295628
YXF_5_3-3	YXF	129787	35358	Fibro-ADAMTS19	0.243874727367765	Heart	Fibroblast	-17.1247233726094	-18.7074460680825
YXF_5_3-4	YXF	107464	28218	Fibro-ADAMTS19	0.346449294469348	Heart	Fibroblast	-20.4310191211073	-16.2072134868023
YXF_5_3-5	YXF	174149	36789	Fibro-ITM2A	0.281004469673376	Heart	Fibroblast	-15.0412964004915	-15.1290209355876
YXF_5_3-6	YXF	90851	25935	SM-ACTG2	0.358521592747199	Heart	Smooth muscle	-22.7926837940981	-18.7982482083274
YXF_5_3-7	YXF	87036	25144	Fibro-ITM2A	0.37964012569347	Heart	Fibroblast	-23.2224607601593	-14.7666759147103
YXF_5_3-8	YXF	88667	26228	Fibro-ADAMTS19	0.45821503888788	Heart	Fibroblast	-26.8804951940159	-17.5168857740011
YXF_5_4-2	YXF	100084	29399	DC/Macro	0.637250273315637	Heart	DC/Macrophage	23.8769279544724	-16.2814859816595
YXF_5_4-3	YXF	135722	31947	Endo	0.690695757232589	Heart	Endothelium	-32.5228560139371	-16.1476764233483
YXF_5_4-4	YXF	118285	29550	SM-NOTCH3	0.439934416316496	Heart	Smooth muscle	-19.5899036174716	-5.8999144624658
YXF_5_4-5	YXF	119380	30958	Fibro-HTR2A	0.353519358280949	Heart	Fibroblast	-18.499543723908	-16.4988693754184
YXF_5_4-6	YXF	174747	35795	Endo	0.896297592151049	Heart	Endothelium	-33.4372443210949	-22.1273405541742
YXF_5_4-7	YXF	115967	30543	Fibro-HTR2A	0.713198673206263	Heart	Fibroblast	-14.580937111934	-14.8278166363924
YXF_5_4-8	YXF	128371	37404	DC/Macro	0.839737596879664	Heart	DC/Macrophage	7.51178887044882	5.09231149498741
YXF_5_5-1	YXF	110997	29498	Fibro-FMOD	0.31457333548333	Heart	Fibroblast	-27.0387992504475	-17.7618713940039
YXF_5_5-2	YXF	128282	32807	Fibro-HTR2A	0.28369100113545	Heart	Fibroblast	-21.174707416887	-15.6883803516827
YXF_5_5-3	YXF	106502	32218	Fibro-ADAMTS19	0.530687711444251	Heart	Fibroblast	-16.9405141768428	-18.8669641490984
YXF_5_5-4	YXF	119397	30707	Endo	0.335619351980822	Heart	Endothelium	-26.9454062423142	-21.1217833742469
YXF_5_5-5	YXF	161747	34486	Endo	0.740091339481783	Heart	Endothelium	-32.6730040606064	-16.2211141987352
YXF_5_5-6	YXF	99062	27786	SM-ACTG2	0.318698518870998	Heart	Smooth muscle	-19.8960627247007	-16.1781794202691
YXF_5_5-7	YXF	71694	25289	Fibro-ITM2A	0.664557526708884	Heart	Fibroblast	-25.2491113507351	-20.5346871049098
YXF_5_5-8	YXF	78330	24703	Fibro-ITM2A	0.600987386520864	Heart	Fibroblast	-27.8021285535124	-19.7784919051024
YXF_5_6-1	YXF	117710	28905	Fibro-FMOD	0.39798456163725	Heart	Fibroblast	-28.9072968310779	-15.981789335327
YXF_5_6-2	YXF	125730	31280	Endo	0.646993979937907	Heart	Endothelium	-30.6718360228152	-17.1972201431476
YXF_5_6-3	YXF	102627	30199	Glial	0.928646015249052	Heart	Glial	20.3038771097652	47.0852371249918
YXF_5_6-4	YXF	82626	25452	Fibro-ITM2A	0.385182925409848	Heart	Fibroblast	-21.1087394052781	-15.7012032971136
YXF_5_6-5	YXF	120499	31422	SM-ACTG2	0.450201483979326	Heart	Smooth muscle	-15.0013928504463	-15.3173108965082
YXF_5_6-6	YXF	83945	23993	Fibro-ITM2A	0.653792045197563	Heart	Fibroblast	-30.1710409528441	-17.0483761621325
YXF_5_6-7	YXF	125547	32694	Fibro-ADAMTS19	0.281324514812407	Heart	Fibroblast	-16.828731856197	-16.2997103553003
YXF_5_6-8	YXF	110488	31279	Endo	0.296611726610989	Heart	Endothelium	-25.898900039595	-18.6026848585211
YXF_5_7-1	YXF	151005	36247	Fibro-HTR2A	0.380670210410384	Heart	Fibroblast	-17.788432843828	-17.5751846221391
YXF_5_7-2	YXF	127122	31266	Fibro-FMOD	0.254530792820529	Heart	Fibroblast	-17.4392569274744	-15.0807490328887
YXF_5_7-3	YXF	149312	34749	Fibro-HTR2A	0.291094577654941	Heart	Fibroblast	-16.3913491019505	-15.3150865406849
YXF_5_7-4	YXF	92381	29477	Fibro-ITM2A	0.339931950533991	Heart	Fibroblast	-25.8847697010198	-18.9301805256484
YXF_5_7-5	YXF	114313	31331	Fibro-ADAMTS19	0.315250992198225	Heart	Fibroblast	-15.9816919671826	-14.4964274409708
YXF_5_7-6	YXF	101783	28466	SM-ACTG2	0.571693420452235	Heart	Smooth muscle	-22.9027160466026	-18.7187797369234
YXF_5_7-7	YXF	74252	21580	Fibro-ITM2A	0.357699121151223	Heart	Fibroblast	-20.6329031457523	-14.050409532144
YXF_5_7-8	YXF	138301	34204	Fibro-HTR2A	0.421803401987457	Heart	Fibroblast	-19.8874673590265	-16.8619532565559
YXF_5_8-1	YXF	152607	34380	Fibro-ITM2A	0.498578118215935	Heart	Fibroblast	-18.4444175730191	-16.8085339948632
YXF_5_8-2	YXF	152613	38273	Fibro-ADAMTS19	0.845398027326521	Heart	Fibroblast	-16.1654355457297	-17.761060568429
YXF_5_8-3	YXF	164927	38021	Fibro-ADAMTS19	0.415996500233193	Heart	Fibroblast	-19.4872329002235	-17.3152294559657
YXF_5_8-4	YXF	121177	29821	Fibro-ADAMTS19	0.51039899477127	Heart	Fibroblast	-18.9819603582855	-15.4935907633161
YXF_5_8-5	YXF	126964	31288	Fibro-HTR2A	0.289614083636617	Heart	Fibroblast	-19.7207041079494	-15.7991898366588
YXF_5_8-7	YXF	126793	34899	Fibro-FMOD	0.393015672369087	Heart	Fibroblast	-17.2675016225237	-18.5754520109282
YXF_5_8-8	YXF	119577	32394	Fibro-ADAMTS19	0.545489355279345	Heart	Fibroblast	-18.060967488314	-18.6915379064116
YXF_5_9-1	YXF	113400	30477	SM-ACTG2	0.459166925247125	Heart	Smooth muscle	-22.5756337915103	-19.4069014716933
YXF_5_9-2	YXF	115250	29801	Fibro-ADAMTS19	0.342428240218648	Heart	Fibroblast	-18.9427911594163	-16.3142615859468
YXF_5_9-3	YXF	63538	21014	Fibro-ITM2A	0.8029336891628	Heart	Fibroblast	-23.7652235457696	-14.4120850280099
YXF_5_9-4	YXF	67259	21403	Fibro-ITM2A	0.629163430304158	Heart	Fibroblast	-25.5179152866684	-14.9144640552382
YXF_5_9-5	YXF	81357	24615	SM-ACTG2	0.373917576717737	Heart	Smooth muscle	-25.4633399664834	-17.110585724147
YXF_5_9-6	YXF	99560	26207	SM-ACTG2	0.234611080872217	Heart	Smooth muscle	-20.0522539724589	-14.741083816899
YXF_5_9-8	YXF	80434	27578	DC/Macro	0.373478750260378	Heart	DC/Macrophage	-25.1479537704924	-20.7752267971252
YXF_5_10-1	YXF	88943	26721	Fibro-ITM2A	0.710189528183411	Heart	Fibroblast	-30.1957985875319	-21.1004790580326
YXF_5_10-2	YXF	137263	36528	Fibro-HTR2A	0.286428971773708	Heart	Fibroblast	-17.9657599297161	-18.7026289299483
YXF_5_10-3	YXF	112909	30518	Fibro-ITM2A	0.252499801049213	Heart	Fibroblast	-28.4226431643313	-17.2044478243943
YXF_5_10-4	YXF	88402	26467	Fibro-ITM2A	0.355685287483928	Heart	Fibroblast	-21.4135122568339	-15.8554160327695
YXF_5_10-5	YXF	67841	22766	SM-ACTG2	0.422862402879126	Heart	Smooth muscle	-27.2688502446693	-17.9334178464252
YXF_5_10-6	YXF	97743	28403	Endo	0.440311463665786	Heart	Endothelium	-30.2950429101168	-20.3936554919887
YXF_5_10-8	YXF	102963	28740	DC/Macro	0.92613081312099	Heart	DC/Macrophage	-26.7616006839889	-21.1041056161785
YXF_5_11-1	YXF	84061	25978	Fibro-ITM2A	0.546592798493964	Heart	Fibroblast	-27.1151227372591	-17.7271287088896
YXF_5_11-2	YXF	130086	32329	SM-ACTG2	0.448483433750116	Heart	Smooth muscle	-19.0116450335363	-16.387828675097
YXF_5_11-3	YXF	121591	30317	Fibro-HTR2A	0.3357750481977	Heart	Fibroblast	-19.7424420624712	-16.59434156923
YXF_5_11-4	YXF	173468	37121	Fibro-ADAMTS19	0.42602905838112	Heart	Fibroblast	-16.9635905047148	-15.2137272331522
YXF_5_11-5	YXF	129723	30958	Endo	0.647716870718226	Heart	Endothelium	-32.7730045348331	-16.2738609430546
YXF_5_11-8	YXF	125866	32522	Endo	0.295683053731536	Heart	Endothelium	-26.9244301858474	-21.218270872872
YXF_5_12-1	YXF	142492	35208	SM-ACTG2	0.348166378126765	Heart	Smooth muscle	-22.9262306341853	-19.8032786496363
YXF_5_12-2	YXF	200902	40732	NKT	0.535760000708828	Heart	NKT	21.182601039069	-32.4506800835183
YXF_5_12-3	YXF	139911	33205	Fibro-FMOD	0.675289255748013	Heart	Fibroblast	-19.4362388499693	-16.6589547612016
YXF_5_12-4	YXF	111118	28496	Endo	0.560912018795968	Heart	Endothelium	-33.2561496442072	-17.6769052267258
YXF_5_12-5	YXF	101083	26918	Fibro-ADAMTS19	0.668037062870905	Heart	Fibroblast	-28.7553954174183	-16.2959014970418
YXF_5_12-6	YXF	138905	32747	Endo	0.567674527197399	Heart	Endothelium	-33.4064698102578	-22.2218026278164
YXF_5_12-7	YXF	120619	29491	B	0.57736442738703	Heart	B	12.3342846010122	-47.0773738085872
YXF_5_12-8	YXF	150115	35006	Fibro-ITM2A	0.409038300039798	Heart	Fibroblast	-19.9789843857102	-17.168938099707
YXF_6_1-1	YXF	164378	36768	Fibro-FMOD	0.326791570219643	Heart	Fibroblast	-17.7057296218123	-16.8905019760017
YXF_6_1-2	YXF	90937	23671	Endo	0.414361257112707	Heart	Endothelium	-31.8823039692994	-13.6983009693835
YXF_6_1-3	YXF	141574	33718	Fibro-HTR2A	0.508936384434051	Heart	Fibroblast	-18.5797644917968	-16.5199610456605
YXF_6_1-4	YXF	105837	27268	SM-ACTG2	0.420229550090858	Heart	Smooth muscle	-19.5041562042082	-14.2623662856682
YXF_6_1-5	YXF	88554	23460	Fibro-ADAMTS19	0.55329940255051	Heart	Fibroblast	-19.5196686763492	-12.6010688465598
YXF_6_1-7	YXF	86770	22904	Fibro-ADAMTS19	0.490737361753496	Heart	Fibroblast	-19.1364343689665	-12.4424083950301
YXF_6_1-8	YXF	87583	25138	Fibro-ITM2A	0.414003022845215	Heart	Fibroblast	-21.2969411602566	-14.2959501830482
YXF_6_2-1	YXF	132835	31619	Glial	0.534034916737669	Heart	Glial	-22.5017217115191	-19.479501958422
YXF_6_2-2	YXF	79192	22940	Fibro-ADAMTS19	0.449156797543299	Heart	Fibroblast	-19.6905338745245	-12.3908319943402
YXF_6_2-3	YXF	109948	27565	Fibro-ITM2A	0.333541122358152	Heart	Fibroblast	-18.0975022868172	-13.6690315512036
YXF_6_2-4	YXF	118110	30781	Fibro-HTR2A	0.432414389388961	Heart	Fibroblast	-21.0129555702121	-15.8605091492643
YXF_6_2-5	YXF	107185	25346	Endo	0.40951058266718	Heart	Endothelium	-30.7398251723613	-12.9304304017417
YXF_6_2-6	YXF	105256	27126	Endo	0.357469760612308	Heart	Endothelium	-30.7853838922153	-16.7240748503992
YXF_6_2-7	YXF	125831	31441	SM-NOTCH3	0.467404733157572	Heart	Smooth muscle	-19.0903631855439	-6.07615826317263
YXF_6_2-8	YXF	126123	30293	Fibro-FMOD	0.389562914472187	Heart	Fibroblast	-17.7356236298377	-14.5943942983602
YXF_6_3-1	YXF	126511	30199	Endo	0.635263562605812	Heart	Endothelium	-32.7635155960943	-15.8698977676681
YXF_6_3-2	YXF	112820	28384	Fibro-FMOD	0.507187738907303	Heart	Fibroblast	-15.9011470298883	-14.049612263955
YXF_6_3-4	YXF	162699	31074	Endo	0.373939415120403	Heart	Endothelium	-34.5917827711523	-18.1700664313537
YXF_6_3-5	YXF	98514	26412	Glial	0.980256296205016	Heart	Glial	18.9044463626464	47.0460648686716
YXF_6_3-6	YXF	89032	23504	Fibro-ADAMTS19	0.223819523328215	Heart	Fibroblast	-23.292195685952	-14.2971964895724
YXF_6_3-7	YXF	65800	19962	SM-ACTG2	0.326308218421598	Heart	Smooth muscle	-22.3269875173158	-18.2318966494169
YXF_6_3-8	YXF	71203	20759	Fibro-ADAMTS19	0.436072564178334	Heart	Fibroblast	-20.7149063156376	-12.5179985437116
YXF_6_4-2	YXF	44411	16506	Fibro-ITM2A	0.57036570984859	Heart	Fibroblast	-23.6522106167362	-11.9331603838613
YXF_6_4-3	YXF	91838	25371	Endo	0.552955827969237	Heart	Endothelium	-31.2245287011916	-15.258959470325
YXF_6_4-4	YXF	85468	22718	SM-ACTG2	0.203916445012924	Heart	Smooth muscle	-31.7637196995866	-13.5638233486594
YXF_6_4-5	YXF	101273	27210	Fibro-HTR2A	0.331212858591851	Heart	Fibroblast	-17.4761382469955	-13.4022923703141
YXF_6_4-6	YXF	112365	28484	Fibro-ADAMTS19	0.747405430317845	Heart	Fibroblast	-19.4249865483362	-15.2787132649527
YXF_6_4-7	YXF	105018	26910	Fibro-ITM2A	0.374494066598138	Heart	Fibroblast	-15.5405990089423	-11.9764173370913
YXF_6_4-8	YXF	120392	32096	Endo	0.744507856900838	Heart	Endothelium	-28.3640737960711	-21.3293120430295
YXF_6_5-1	YXF	116486	29216	Fibro-ADAMTS19	0.383774005472692	Heart	Fibroblast	-16.6634185173891	-13.3189203442967
YXF_6_5-2	YXF	58117	19433	Fibro-ITM2A	0.321229373216802	Heart	Fibroblast	-24.1955765744629	-12.3439555920299
YXF_6_5-3	YXF	122578	31663	Fibro-ADAMTS19	0.526189820210082	Heart	Fibroblast	-17.0540056546277	-16.8347583829837
YXF_6_5-4	YXF	98504	25851	Fibro-ITM2A	0.495844636953905	Heart	Fibroblast	-18.1496601987365	-15.1740087355838
YXF_6_5-5	YXF	107966	27797	Fibro-ADAMTS19	0.303681194046707	Heart	Fibroblast	-16.6832915459811	-12.6265902836401
YXF_6_5-7	YXF	76923	23426	Endo	0.386956397742855	Heart	Endothelium	-27.6410108758033	-15.1409500186385
YXF_6_5-8	YXF	109666	26420	Endo	0.653110582135351	Heart	Endothelium	-32.0685073564989	-15.8036624673353
YXF_6_6-1	YXF	92345	24194	Fibro-HTR2A	0.38559055618087	Heart	Fibroblast	-16.5159865673529	-11.2589197081923
YXF_6_6-2	YXF	50696	17785	Fibro-ITM2A	0.660527839962382	Heart	Fibroblast	-25.8415798604905	-11.7095483949646
YXF_6_6-3	YXF	99557	26962	Glial	0.709444160269556	Heart	Glial	-19.6852009783624	-5.99038909259717
YXF_6_6-4	YXF	97242	25474	Fibro-ITM2A	0.470842554898506	Heart	Fibroblast	-16.1928520949654	-12.5467491852866
YXF_6_6-5	YXF	83590	22312	Glial	0.999398448050848	Heart	Glial	19.3655346466775	46.7488316012217
YXF_6_6-6	YXF	68907	20834	Fibro-ITM2A	0.450423251000268	Heart	Fibroblast	-20.0822196079686	-12.5297526053845
YXF_6_6-8	YXF	134509	34509	Fibro-HTR2A	0.456249815833053	Heart	Fibroblast	-16.4594863918486	-17.2846662962664
YXF_6_7-1	YXF	94182	26479	SM-ACTG2	0.503342471562816	Heart	Smooth muscle	-22.9432770590645	-18.496564818355
YXF_6_7-2	YXF	110569	27624	Fibro-FMOD	0.275571378195822	Heart	Fibroblast	-16.2013385439234	-12.7429313358346
YXF_6_7-3	YXF	119254	29880	Fibro-ITM2A	0.591021256181224	Heart	Fibroblast	-16.5496919658174	-14.2151744874701
YXF_6_7-4	YXF	103893	29268	Glial	0.337579637831732	Heart	Glial	-18.3328524955196	-16.7530300353918
YXF_6_7-5	YXF	60882	18297	Fibro-ITM2A	0.469075432630336	Heart	Fibroblast	-17.4386715287465	-11.1842456330728
YXF_6_7-6	YXF	125547	30127	Fibro-ADAMTS19	0.370410219463879	Heart	Fibroblast	-18.998353064923	-15.5660103887629
