cluster	db	category	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
MD159	TF	binding	ZBTB7A	ZBTB7A	19/70	7564/56227	0.00180210962472505	0.042155231025431	0.0386830548960588	PARL/ERH/GTPBP4/DBI/ATP5J/UBL5/SRP9/XRCC5/MAGOH/SLC25A5/NEDD8/TUFM/PSMA7/UQCRH/SNRPD1/RANBP1/PARK7/ATIC/SLC7A1	19
MD159	TF	binding	ZSCAN30	ZSCAN30	42/70	23677/56227	0.00191969157792431	0.0440421548550711	0.0404145595352485	PARL/VDAC1/PEBP1/GTPBP4/CCT8/PSME2/PSME1/PSMA4/DBI/ATP5J/YBX1P2/YBX1/YBX1P1/YBX1P10/XRCC5/MAGOH/SLC25A5/CBX1/CCT3/EIF3B/ATP5B/TUFM/CCT6A/EBNA1BP2/PSMA7/UQCRH/NDUFS6/SNRPF/ANP32B/RAN/RANBP1/ENO1/NME1/PARK7/PGAM1/XRCC6/MTHFD1L/ATIC/SLC7A1/CTC-524C5.2/CENPV/SEH1L	42
MD159	TF	binding	ZNF320	ZNF320	39/70	21470/56227	0.00216354432230424	0.0487001580473389	0.0446888996066815	VDAC1/ERH/GTPBP4/PSME2/RBM3/YWHAE/ATP5J/PSMB4/YBX1/PPIH/XRCC5/MAGOH/SLC25A5/RUVBL1/KPNB1/CBX1/CCT3/EIF3B/APEX1/CCT5/EBNA1BP2/PSMA7/COX6C/UQCRH/AHCY/PPIA/ANP32B/PAICS/RAN/RANBP1/ENO1/PGAM1/XRCC6/MTHFD1L/SLC7A1/MRTO4/CENPV/FABP5/SEH1L	39
MD160	TF	binding	TFDP1	TFDP1	13/26	5964/56227	5.78870224165565e-07	0.000600867292683857	0.000584354257868187	WDR5/COPRS/PHPT1/PSMC3/BORA/CDC25B/DCAKD/CEP41/ELP5/KCNQ5/CEP85/UBTD2/HAUS5	13
MD160	TF	binding	SP1	SP1	18/26	17875/56227	9.89197080805799e-05	0.0251541015669217	0.0244628165527613	MTPAP/WDR5/COPRS/TXN/PHPT1/SNRPGP15/SNRPG/PSMC3/CCDC14/ADIPOR2/BORA/KNSTRN/ZNF689/ITGB3BP/DCAKD/CEP41/ELP5/UBTD2	18
MD160	TF	binding	SP4	SP4	16/26	14440/56227	0.000121166192518891	0.0251541015669217	0.0244628165527613	MTPAP/WDR5/COPRS/TXN/PHPT1/SNRPGP15/PSMC3/CCDC14/BORA/KNSTRN/ITGB3BP/DCAKD/ELP5/UBTD2/PPIAP31/HAUS5	16
MD162	TF	binding	KLF12	KLF12	31/35	28155/56227	1.79251569620873e-06	0.00100291253202879	0.000951920177618218	DLEU2/BTBD3/VPS29/H2AFV/SNRPD3/AK2/PSMD2/UQCRC1/HAUS1/OGFRL1/CEP78/FN3KRP/DERA/USP22/PSIP1/BUB3/THRAP3/MANF/SMC3/RAD18/PRPSAP1/MAP2K3/CENPO/SMARCD2/CCDC150/PTTG1/ARHGAP19/CKS2/CDK5RAP2/MRPL51/RB1	31
MD162	TF	binding	KLF11	KLF11	23/35	15722/56227	3.72232129938368e-06	0.00138842584467011	0.00131783234774671	DLEU2/BTBD3/VPS29/H2AFV/SNRPD3/AK2/HAUS1/OGFRL1/CEP78/FN3KRP/PSIP1/THRAP3/MANF/SMC3/RAD18/PRPSAP1/MAP2K3/CENPO/SMARCD2/PTTG1/CKS2/CDK5RAP2/MRPL51	23
MD162	TF	binding	SP4	SP4	20/35	14440/56227	7.70363669412506e-05	0.0103180035568324	0.00979339221000319	DLEU2/BTBD3/H2AFV/SNRPD3/AK2/HAUS1/OGFRL1/FN3KRP/DERA/USP22/PSIP1/RAD18/PRPSAP1/MAP2K3/CENPO/SMARCD2/CCDC150/PTTG1/CKS2/MRPL51	20
MD162	TF	binding	ZBTB11	ZBTB11	22/35	17398/56227	9.78715954812375e-05	0.0103180035568324	0.00979339221000319	DLEU2/BTBD3/AK2/PSMD2/OGFRL1/FN3KRP/DERA/USP22/PSIP1/THRAP3/MANF/PDIA6/SMC3/RAD18/PRPSAP1/MAP2K3/CENPO/SMARCD2/CCDC150/CKS2/CDK5RAP2/RB1	22
MD162	TF	binding	KLF7	KLF7	24/35	20445/56227	0.000108378238349585	0.0103180035568324	0.00979339221000319	DLEU2/H2AFV/SNRPD3/AK2/PSMD2/UQCRC1/HAUS1/CEP78/FN3KRP/DERA/USP22/PSIP1/THRAP3/MANF/SMC3/RAD18/PRPSAP1/MAP2K3/CENPO/SMARCD2/PTTG1/CKS2/CDK5RAP2/MRPL51	24
MD162	TF	binding	KLF5	KLF5	28/35	27419/56227	0.000147024824173149	0.0107047488936932	0.0101604737629805	DLEU2/BTBD3/VPS29/SNRPD3/AK2/PSMD2/UQCRC1/HAUS1/OGFRL1/FN3KRP/ZNF100/DERA/USP22/PSIP1/BUB3/THRAP3/MANF/PDIA6/SMC3/RAD18/PRPSAP1/MAP2K3/CENPO/SMARCD2/ARHGAP19/CKS2/CDK5RAP2/MRPL51	28
MD162	TF	binding	SP1	SP1	22/35	17875/56227	0.000153061646379885	0.0107047488936932	0.0101604737629805	DLEU2/BTBD3/H2AFV/SNRPD3/AK2/UQCRC1/HAUS1/OGFRL1/FN3KRP/DERA/PSIP1/THRAP3/RAD18/PRPSAP1/MAP2K3/CENPO/SMARCD2/CCDC150/PTTG1/CKS2/CDK5RAP2/MRPL51	22
MD162	TF	binding	EGR1	EGR1	21/35	16912/56227	0.000231327352080193	0.0152267827633962	0.0144525881268678	DLEU2/BTBD3/H2AFV/SNRPD3/AK2/PSMD2/HAUS1/CEP78/FN3KRP/USP22/PSIP1/THRAP3/MANF/SMC3/RAD18/PRPSAP1/MAP2K3/CENPO/SMARCD2/PTTG1/RB1	21
MD162	TF	binding	DEAF1	DEAF1	11/35	5691/56227	0.000468466925829119	0.0249625947620373	0.023693389882786	OGFRL1/CEP78/FN3KRP/ZNF100/USP22/BUB3/THRAP3/PRPSAP1/MAP2K3/SMARCD2/CCDC150	11
MD162	TF	binding	TFDP1	TFDP1	11/35	5964/56227	0.000699118983499568	0.0340136583711311	0.0322842587803691	DLEU2/BTBD3/H2AFV/UQCRC1/HAUS1/FN3KRP/DERA/SMC3/PRPSAP1/MRPL51/RB1	11
MD162	TF	binding	HIC1	HIC1	19/35	15550/56227	0.000798108648669415	0.0364396077527245	0.0345868625393905	DLEU2/BTBD3/VPS29/H2AFV/SNRPD3/PSMD2/UQCRC1/HAUS1/CEP78/DERA/USP22/PSIP1/MANF/SMC3/PRPSAP1/SMARCD2/CCDC150/PTTG1/RB1	19
MD162	TF	binding	ZNF880	ZNF880	19/35	15573/56227	0.000814110986432631	0.0364396077527245	0.0345868625393905	DLEU2/BTBD3/VPS29/H2AFV/SNRPD3/AK2/CEP78/FN3KRP/USP22/THRAP3/MANF/PDIA6/SMC3/PRPSAP1/MAP2K3/SMARCD2/CCDC150/CKS2/RB1	19
MD162	TF	binding	ZNF37A	ZNF37A	26/35	26408/56227	0.000949942061638998	0.0408840448836169	0.038805325513917	DLEU2/BTBD3/VPS29/H2AFV/SNRPD3/AK2/PSMD2/HAUS1/OGFRL1/FN3KRP/USP22/PSIP1/THRAP3/MANF/PDIA6/PRPSAP1/MAP2K3/SMARCD2/CCDC150/PTTG1/ARHGAP19/RP11-336N8.4/CKS2/CDK5RAP2/MRPL51/RB1	26
MD162	TF	binding	SP3	SP3	23/35	21889/56227	0.00121197870782062	0.0467490149198734	0.0443720954368584	DLEU2/BTBD3/VPS29/H2AFV/SNRPD3/AK2/PSMD2/UQCRC1/HAUS1/FN3KRP/DERA/USP22/PSIP1/SMC3/RAD18/PRPSAP1/MAP2K3/CENPO/SMARCD2/PTTG1/CKS2/CDK5RAP2/MRPL51	23
MD162	TF	binding	ZFX	ZFX	17/35	13525/56227	0.00138582425402647	0.0473728400255487	0.0449642026111459	DLEU2/H2AFV/SNRPD3/AK2/HAUS1/OGFRL1/CEP78/FN3KRP/DERA/MANF/RAD18/PRPSAP1/MAP2K3/SMARCD2/ARHGAP19/CKS2/RB1	17
MD162	TF	binding	PLAG1	PLAG1	19/35	16261/56227	0.0014444935205984	0.0475408308691063	0.0451236520830895	DLEU2/BTBD3/H2AFV/SNRPD3/AK2/PSMD2/HAUS1/OGFRL1/CEP78/FN3KRP/THRAP3/MIS18BP1/MANF/PDIA6/SMC3/PRPSAP1/MAP2K3/CKS2/CDK5RAP2	19
MD163	TF	binding	E2F2	E2F2	5/12	2079/56227	4.38125507361552e-05	0.0323505524890436	0.0310473067864047	MBNL3/GDI2/MRPS35/PRDX3/ILF3	5
MD163	TF	binding	NRF1	NRF1	8/12	8899/56227	0.000106250686702263	0.0323505524890436	0.0310473067864047	RBBP7/CCDC167/MEA1/KHDRBS1/NONO/NUDT21/PRDX3/ILF3	8
MD163	TF	binding	KLF7	KLF7	11/12	20445/56227	0.000117353878436676	0.0323505524890436	0.0310473067864047	RBBP7/MBNL3/CCDC167/MEA1/KHDRBS1/NONO/GDI2/MRPS35/NUDT21/PRDX3/ILF3	11
MD164	TF	binding	KLF11	KLF11	17/27	15722/56227	0.000155921360850756	0.0409500443356724	0.038396326400542	CEP135/LBR/CIC/CASP8AP2/DNMT1/FANCL/HSPB11/POLR3K/CNTROB/AURKA/HAT1/SIVA1/PDCD5/PAXIP1/TALDO1/FAF1/FAM213A	17
MD164	TF	binding	SP3	SP3	20/27	21889/56227	0.000224980125992939	0.0409500443356724	0.038396326400542	LBR/CIC/CEP97/CASP8AP2/TMA16/DNMT1/FANCL/HSPB11/MSH6/POLR3K/CNTROB/AURKA/HAT1/CEP57/SIVA1/PDCD5/PAXIP1/TALDO1/FAF1/FAM213A	20
MD164	TF	binding	KLF7	KLF7	19/27	20445/56227	0.000342072530186252	0.0457949599786845	0.0429391044470638	LBR/CIC/CEP97/CASP8AP2/TMA16/DNMT1/HSPB11/MSH6/POLR3K/CNTROB/AURKA/HAT1/CEP57/SIVA1/PDCD5/PAXIP1/TALDO1/FAF1/FAM213A	19
MD165	TF	binding	TFDP1	TFDP1	15/37	5964/56227	2.26538507700141e-06	0.00083290657997752	0.000786128365317333	KDELC2/SUPT16H/SRSF1/SMS/PKM/GAPDH/CBX3/LSM3/RCC1/MSH2/SF3A3/GGCT/PDIK1L/GMPS/PTMA	15
MD165	TF	binding	ZBTB14	ZBTB14	18/37	9171/56227	4.90311092308554e-06	0.00135203283704084	0.00127609913235042	SLC44A1/SRSF1/PKM/GAPDH/RTTN/RCC1/MSH2/TFDP1/SHMT1/GMPS/GMPSP1/RP11-529H20.3/RP11-267J23.4/PTMAP4/PTMAP2/PTMA/MIR1244-3/MIR1244-2	18
MD165	TF	binding	ZNF117	ZNF117	29/37	24575/56227	1.82133349292907e-05	0.0025292366587785	0.00238718810472103	FH/KDELC2/SLC44A1/SRSF1/SMS/TPI1/UBA2/SAE1/CBX3/LSM3/DCTPP1/RCC1/IPO5/MSH2/TFDP1/SF3A3/GGCT/PDIK1L/SHMT1/GMPSP1/RP11-529H20.3/HNRNPR/RP11-267J23.4/PTMAP4/PTMAP2/PTMA/MIR1244-3/MIR1244-2/PTMAP5	29
MD165	TF	binding	ZNF507	ZNF507	10/37	4040/56227	0.000208056296582852	0.0163918639379204	0.0154712539338677	SUPT16H/MRPL9/UBA2/RP11-529H20.3/RP11-267J23.4/PTMAP4/PTMAP2/MIR1244-3/MIR1244-2/PTMAP5	10
MD165	TF	binding	AEBP2	AEBP2	13/37	7555/56227	0.000696007632221612	0.0479810261462774	0.0452862860702088	SMS/TPI1/UBA2/PKM/GAPDHP1/PDIK1L/GMPS/RP11-529H20.3/RP11-267J23.4/PTMAP4/PTMAP2/MIR1244-3/MIR1244-2	13
MD166	TF	binding	KLF12	KLF12	208/240	28155/56227	4.2187340742987e-33	2.62405259421379e-30	2.17819901415107e-30	CTPS1/RCC2/PRKDC/CDK4/RMI1/EMC6/MIS12/CCNE1/MMS22L/UNG/RHNO1/NDC1/MESDC1/MAGOHB/PRIM1/QSER1/CCP110/ACTL6A/MTHFD1/GUSB/DPYSL2/SNX8/POLE/MASTL/TUBGCP3/HN1L/BRI3BP/BARD1/YWHAQ/DEK/SLC1A4/EBP/LIN54/HNRNPAB/SMC1A/MAD2L2/C2orf48/TACC3/CHEK2/ANP32E/BLM/PKP4/HNRNPA2B1/CALM3/FBXO5/NEMP1/YEATS4/GEN1/CKAP5/TTF2/KATNAL1/LSM4/SUV39H1/SCMH1/CDC7/USP1/C4orf46/CCDC88A/KIF20A/PRR11/C9orf40/HAUS8/HADH/ACYP1/HIST1H4C/GMNN/NCAPD3/RFC2/NUDT1/DNAJC9/CEP128/HMGN2/HMGB1P1/HMGB1/NUCKS1/H2AFY/SSRP1/LIG1/HNRNPA3/HNRNPD/TOPBP1/LRRCC1/NSD2/RFWD3/ZWILCH/KIF23/PARP2/HIRIP3/CEP152/CTNNAL1/WEE1/BUB1/GINS4/RFC4/NRM/H2AFZ/HMGB2/ATAD2/LRR1/CEP295/CENPJ/NCAPD2/TMPO/TUBB/TUBA1B/LMNB1/KIF22/SUV39H2/TMEM106C/BRIP1/FANCG/CENPF/ZGRF1/TRIP13/RACGAP1/KIF18A/SGO2/DDX11/FANCD2/ORC6/CKS1B/CCNB1/CENPN/NUSAP1/CENPE/MKI67/ECT2/ESPL1/SKA3/CCNF/KIAA1524/KIF2C/CEP55/AURKB/CDCA3/GTSE1/KIF14/STIL/PLK4/BIRC5/SPAG5/PRC1/NCAPG2/BRCA2/KIF15/KIF11/FOXM1/KNL1/ASPM/ANLN/NCAPG/MELK/RAD51AP1/FAM111B/CDCA5/RRM2/SHCBP1/CDK1/KIF4A/CENPW/TOP2A/TPX2/SMC2/ESCO2/PCLAF/CLSPN/CHAF1A/DSCC1/TCF19/WDR76/CDC45/DTL/RAD51/CDC25A/CENPU/RAD54L/MCM10/CENPH/DUT/BRCA1/CDCA7L/STMN1/CENPK/CDK2/PCNA/CHAF1B/MCM8/DHFR/CDCA7/MCM6/KNTC1/POLA1/TIMELESS/MCM5/MCM3/MCM7/WDHD1/HELLS/TYMS/GINS2/ZWINT/CHEK1/MCM2/MCM4/FEN1/POLD3/GINS1/DSN1	208
MD166	TF	binding	KLF7	KLF7	168/240	20445/56227	3.06937141889327e-26	9.54574511275807e-24	7.9238246366692e-24	CTPS1/RCC2/PRKDC/CDK4/EMC6/MIS12/CCNE1/MMS22L/UNG/MESDC1/PRIM1/QSER1/CCP110/ACTL6A/MTHFD1/GUSB/DPYSL2/SNX8/POLE/MASTL/TUBGCP3/HN1L/BRI3BP/BARD1/YWHAQ/DEK/EBP/LIN54/VRK1/SMC1A/MAD2L2/TACC3/ANP32E/BLM/PKP4/HNRNPA2B1/CALM3/NEMP1/GEN1/CKAP5/TTF2/KATNAL1/LSM4/SUV39H1/SCMH1/C4orf46/CCDC88A/C9orf40/HAUS8/HADH/ACYP1/GMNN/NCAPD3/RFC2/NUDT1/DNAJC9/CEP128/HMGN2/HMGB1/NUCKS1/SSRP1/LIG1/HNRNPA3/HNRNPD/LRRCC1/NSD2/ZWILCH/KIF23/PARP2/ARHGAP11B/CEP152/CTNNAL1/WEE1/BUB1/GINS4/RFC4/NRM/CBX5/H2AFZ/HMGB2/ATAD2/LRR1/CENPJ/NCAPD2/TMPO/TUBB/TUBA1B/LMNB1/KIF22/SUV39H2/FANCG/TRIP13/RACGAP1/KIF18A/SGO2/DDX11/ORC6/CKS1B/CCNB1/CENPN/NUSAP1/MKI67/ECT2/ESPL1/SKA3/CCNF/KIAA1524/ARHGAP11A/KIF2C/CEP55/AURKB/CDCA3/GTSE1/STIL/PLK4/BIRC5/SPAG5/PRC1/NCAPG2/BRCA2/KIF15/KIF11/KNL1/ASPM/ANLN/MELK/RAD51AP1/CDCA5/RRM2/KIF4A/CENPW/TOP2A/SMC2/FANCI/CLSPN/CHAF1A/DSCC1/TCF19/WDR76/CDC45/DTL/RAD51/CDC25A/RAD54L/CENPH/DUT/BRCA1/STMN1/CDK2/PCNA/CHAF1B/MCM8/DHFR/CDCA7/MCM6/KNTC1/POLA1/TIMELESS/MCM7/WDHD1/TYMS/GINS2/CHEK1/MCM2/MCM4/POLD3/GINS1/DSN1	168
MD166	TF	binding	TFDP1	TFDP1	86/240	5964/56227	2.45419408792685e-25	6.10603489076199e-23	5.06855663211839e-23	CTPS1/RCC2/PRKDC/RMI1/EMC6/MIS12/MESDC1/ACTL6A/MTHFD1/MASTL/HN1L/BRI3BP/BARD1/YWHAQ/DEK/LIN54/VRK1/SMC1A/CHEK2/ANP32E/BLM/PKP4/HNRNPA2B1/NEMP1/GEN1/KATNAL1/LSM4/SCMH1/CDC7/USP1/C4orf46/C9orf40/HAUS8/CNTLN/HMGN2/H2AFY/LIG1/HNRNPD/LRRCC1/NSD2/HIRIP3/CEP152/CTNNAL1/WEE1/HMGB2/ATAD2/LRR1/NCAPD2/TUBB/TUBA1B/LMNB1/SUV39H2/RRM1/FANCG/DDX11/CKS1B/CENPN/CEP55/NCAPG2/KIF18B/RRM2/SHCBP1/FANCI/ESCO2/CLSPN/CHAF1A/DSCC1/TCF19/WDR76/DTL/CDC25A/CENPU/ASF1B/BRCA1/CENPK/CDK2/PCNA/CHAF1B/DHFR/RNASEH2A/POLA1/MCM7/WDHD1/TYMS/GINS2/MCM4	86
MD166	TF	binding	SP1	SP1	147/240	17875/56227	5.68285622509507e-21	1.00992473485975e-18	8.38328113807257e-19	CTPS1/RCC2/CDK4/CCNE1/MMS22L/RHNO1/MESDC1/MAGOHB/PRIM1/QSER1/CCP110/ACTL6A/MTHFD1/GUSB/SNX8/POLE/MASTL/HN1L/BARD1/YWHAQ/DEK/EBP/HNRNPAB/MAD2L2/C2orf48/TACC3/BLM/PKP4/HNRNPA2B1/CALM3/NEMP1/YEATS4/TTF2/LSM4/SUV39H1/SCMH1/CDC7/USP1/C4orf46/CCDC88A/C9orf40/HAUS8/HADH/ACYP1/GMNN/NCAPD3/RFC2/CNTLN/NUDT1/DNAJC9/HMGN2/HMGB1P5/HMGB1/NUCKS1/LIG1/HNRNPA3/LRRCC1/NSD2/ZWILCH/PARP2/HIRIP3/CEP152/CTNNAL1/WEE1/GINS4/RMI2/NRM/HMGB2/ATAD2/CENPJ/NCAPD2/TUBB/TUBA1B/LMNB1/KIF22/SUV39H2/TMEM106C/BRIP1/KIF20B/CENPF/HMGB3/ZGRF1/KIF18A/SGO2/DDX11/ORC6/CKS1B/CCNB1/CENPN/NUSAP1/MKI67/SKA3/CCNF/KIAA1524/KIF2C/CEP55/CDCA3/GTSE1/STIL/BIRC5/SPAG5/NCAPG2/BRCA2/KIF15/KIF11/FOXM1/ANLN/NCAPG/RAD51AP1/CDCA5/RRM2/KIF4A/CENPW/TOP2A/SMC2/PCLAF/CLSPN/TCF19/CDC45/CDC25A/RAD54L/MCM10/CDC6/ASF1B/CENPH/DUT/CDCA7L/STMN1/CDK2/PCNA/CHAF1B/ATAD5/MCM8/DHFR/CDCA7/MCM6/KNTC1/POLA1/TIMELESS/MCM3/TYMS/GINS2/CHEK1/FEN1/POLD3/GINS1/DSN1	147
MD166	TF	binding	SP4	SP4	128/240	14440/56227	6.11889898855206e-20	6.91991849250796e-18	5.74415302178906e-18	CTPS1/RCC2/CDK4/CCNE1/UNG/MESDC1/QSER1/CCP110/ACTL6A/GUSB/DPYSL2/SNX8/POLE/MASTL/HN1L/BARD1/YWHAQ/EBP/MAD2L2/TACC3/PKP4/HNRNPA2B1/CALM3/FBXO5/NEMP1/GEN1/TTF2/SCMH1/CDC7/USP1/C4orf46/PRR11/C9orf40/HAUS8/HADH/ACYP1/GMNN/NCAPD3/RFC2/NUDT1/DNAJC9/HMGN2/HMGB1P5/HMGB1/NUCKS1/LIG1/HNRNPA3/LRRCC1/NSD2/ZWILCH/HIRIP3/CTNNAL1/WEE1/BUB1/GINS4/RMI2/NRM/HMGB2/ATAD2/CENPJ/NCAPD2/TUBB/TUBA1B/LMNB1/KIF22/SUV39H2/KIF20B/FANCG/HMGB3/ZGRF1/KIF18A/SGO2/DDX11/ORC6/CKS1B/CCNB1/CENPN/NUSAP1/MKI67/SKA3/CCNF/CEP55/CDCA3/GTSE1/BIRC5/SPAG5/NCAPG2/BRCA2/KIF15/KIF11/ANLN/NCAPG/MELK/RAD51AP1/CDCA5/RRM2/CENPW/TOP2A/SMC2/CLSPN/TCF19/WDR76/CDC45/CDC25A/RAD54L/CENPH/DUT/CDCA7L/STMN1/CDK2/PCNA/CHAF1B/ATAD5/MCM8/DHFR/CDCA7/MCM6/KNTC1/POLA1/TIMELESS/MCM3/TYMS/GINS2/CHEK1/FEN1/POLD3/GINS1/DSN1	128
MD166	TF	binding	NRF1	NRF1	96/240	8899/56227	1.90267990106296e-19	1.9724448307686e-17	1.63730612538839e-17	CTPS1/RCC2/PRKDC/CDK4/EMC6/MIS12/CCNE1/MMS22L/UNG/NDC1/MESDC1/PRIM1/ACTL6A/MTHFD1/DPYSL2/POLE/TUBGCP3/HN1L/TBC1D7/BRI3BP/DEK/EBP/VRK1/TACC3/CALM3/FBXO5/YEATS4/GEN1/CKAP5/LSM4/SUV39H1/SCMH1/CDC7/C4orf46/C9orf40/HAUS8/ACYP1/GMNN/NCAPD3/CNTLN/DNAJC9/HMGN2/SSRP1/KIF23/PARP2/HIRIP3/WEE1/BUB1/CBX5/ATAD2/LRR1/CEP295/DNA2/TUBB/TUBA1B/KIF22/SUV39H2/TMEM106C/CENPF/ZGRF1/SPDL1/DDX11/ORC6/CKS1B/CCNB1/CENPN/MKI67/SKA3/CCNF/CEP55/GTSE1/PLK4/PRC1/NCAPG2/KNL1/ANLN/NCAPG/RAD51AP1/CDK1/MAD2L1/TCF19/DTL/CENPU/PCNA/MCM6/POLA1/TIMELESS/MCM3/WDHD1/HELLS/ZWINT/CHEK1/MCM2/MCM4/POLD3/DSN1	96
MD166	TF	binding	SP3	SP3	161/240	21889/56227	9.52885475285886e-19	9.11838100965878e-17	7.56907409923445e-17	CTPS1/RCC2/PRKDC/CDK4/RMI1/EMC6/MIS12/CCNE1/MMS22L/UNG/RHNO1/MESDC1/MAGOHB/PRIM1/QSER1/MTHFD1/GUSB/DPYSL2/SNX8/POLE/MASTL/HN1L/BRI3BP/BARD1/YWHAQ/DEK/SLC1A4/EBP/LIN54/HNRNPAB/MAD2L2/C2orf48/TACC3/BLM/PKP4/HNRNPA2B1/CALM3/NEMP1/GEN1/CKAP5/TTF2/LSM4/SUV39H1/SCMH1/CDC7/C4orf46/CCDC88A/C9orf40/HAUS8/HADH/HIST1H4C/GMNN/NCAPD3/RFC2/NUDT1/DNAJC9/HMGN2/HMGB1P1/HMGB1/HMGB1P6/NUCKS1/LIG1/LRRCC1/NSD2/RFWD3/ZWILCH/KIF23/HIRIP3/CTNNAL1/WEE1/GINS4/RFC4/RMI2/NRM/CBX5/H2AFZ/HMGB2/ATAD2/LRR1/CENPJ/NCAPD2/TUBB/TUBA1B/LMNB1/KIF22/SUV39H2/FANCG/HMGB3/ZGRF1/RACGAP1/KIF18A/SGO2/DDX11/ORC6/CKS1B/CCNB1/NUSAP1/MKI67/ESPL1/SKA3/CCNF/KIAA1524/KIF2C/CEP55/CDCA3/GTSE1/KIF14/BIRC5/SPAG5/NCAPG2/BRCA2/KIF15/KIF11/FOXM1/ASPM/ANLN/NCAPG/MELK/RAD51AP1/FAM111B/CDCA5/RRM2/CENPW/TOP2A/SMC2/FANCI/PCLAF/RFC3/CLSPN/TCF19/CDC45/RAD51/CDC25A/RAD54L/ASF1B/CENPH/DUT/BRCA1/CDCA7L/STMN1/CDK2/PCNA/CHAF1B/MCM8/DHFR/CDCA7/MCM6/KNTC1/POLA1/TIMELESS/MCM7/HELLS/TYMS/GINS2/ZWINT/CHEK1/MCM4/FEN1/POLD3/GINS1/DSN1	161
MD166	TF	binding	KLF5	KLF5	177/240	27419/56227	2.43045752994436e-15	2.15963511946485e-13	1.79269085479355e-13	CTPS1/RCC2/PRKDC/CDK4/RMI1/EMC6/MIS12/CCNE1/MMS22L/UNG/RHNO1/MESDC1/PRIM1/QSER1/FDPS/ACTL6A/MTHFD1/GUSB/DPYSL2/SNX8/POLE/MASTL/HN1L/TBC1D7/BRI3BP/BARD1/YWHAQ/DEK/EBP/HNRNPAB/SMC1A/MAD2L2/C2orf48/TACC3/CENPQ/ANP32E/BLM/PKP4/HNRNPA2B1/CALM3/FBXO5/NEMP1/GEN1/TTF2/KATNAL1/LSM4/SUV39H1/SCMH1/CDC7/C4orf46/CCDC88A/PRR11/C9orf40/HAUS8/HADH/ACYP1/GMNN/NCAPD3/RFC2/CNTLN/NUDT1/DNAJC9/CEP128/HMGN2/HMGB1/NUCKS1/H2AFY/SSRP1/LIG1/HNRNPD/LRRCC1/NSD2/ZWILCH/KIF23/PARP2/HIRIP3/ARHGAP11B/CTNNAL1/WEE1/BUB1/GINS4/RFC4/NRM/CBX5/H2AFZ/HMGB2/ATAD2/LRR1/CEP295/CENPJ/NCAPD2/TMPO/TUBB/TUBA1B/LMNB1/KIF22/SUV39H2/TMEM106C/FANCG/CENPF/HMGB3/TRIP13/RACGAP1/KIF18A/SGO2/DDX11/ORC6/CKS1B/CCNB1/NUSAP1/CENPE/MKI67/ECT2/ESPL1/SKA3/CCNF/KIAA1524/ARHGAP11A/KIF2C/CEP55/CDCA3/GTSE1/KIF14/BIRC5/SPAG5/PRC1/NCAPG2/BRCA2/KIF15/KIF11/FOXM1/KNL1/ASPM/ANLN/NCAPG/MELK/RAD51AP1/FAM111B/CDCA5/RRM2/SHCBP1/CDK1/KIF4A/CENPW/SMC2/FANCI/CLSPN/TCF19/CDC45/DTL/CDC25A/CENPU/RAD54L/ASF1B/CENPH/DUT/BRCA1/CDCA7L/STMN1/CDK2/PCNA/CHAF1B/MCM8/DHFR/CDCA7/MCM6/KNTC1/TIMELESS/MCM3/MCM7/TYMS/GINS2/CHEK1/MCM2/MCM4/POLD3/GINS1	177
