cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
MD114	hsa05161	Hepatitis B	10/100	164/7846	4.15078748433494e-05	0.0011444314063952	0.000880091782392821	ATF4/CYCS/EGR2/NFKBIA/MYC/DDX3X/EGR3/CDKN1A/JUN/FOS	10
MD114	hsa04210	Apoptosis	9/100	138/7846	6.08272004426766e-05	0.00146745621067957	0.00112850463979176	DDIT3/ATF4/GADD45A/CYCS/NFKBIA/GADD45B/JUN/FOS/MCL1	9
MD114	hsa05202	Transcriptional misregulation in cancer	10/100	184/7846	0.000109631676465686	0.00233053012937463	0.00179222660617302	DDIT3/GADD45A/MLF1/MYC/DDX5/NR4A3/H3F3B/GADD45B/CDKN1A/NFKBIZ	10
MD114	hsa05210	Colorectal cancer	7/100	88/7846	0.000120752856444281	0.00233053012937463	0.00179222660617302	GADD45A/CYCS/MYC/GADD45B/CDKN1A/JUN/FOS	7
MD114	hsa04657	IL-17 signaling pathway	7/100	94/7846	0.000182949096810826	0.00320992506222631	0.00246849977515086	NFKBIA/HSP90AB1/HSP90AA1/JUND/JUN/FOSB/FOS	7
MD114	hsa04380	Osteoclast differentiation	8/100	127/7846	0.000202161009195276	0.0032514228978907	0.0025004124821521	NFKBIA/FOSL2/JUNB/JUND/SOCS3/JUN/FOSB/FOS	8
MD114	hsa05203	Viral carcinogenesis	10/100	202/7846	0.000235952805773329	0.00350299165494251	0.00269387413878862	ATF4/GTF2B/EGR2/NFKBIA/YWHAG/HLA-E/DDX3X/EGR3/CDKN1A/JUN	10
MD114	hsa04115	p53 signaling pathway	6/100	72/7846	0.000292002426897307	0.00402546202794144	0.00309566482650528	GADD45A/CYCS/CCNG2/THBS1/GADD45B/CDKN1A	6
MD114	hsa04928	Parathyroid hormone synthesis, secretion and action	7/100	106/7846	0.000384629911035585	0.00474267418012849	0.00364721603162322	HBEGF/ATF4/NR4A2/JUND/CDKN1A/EGR1/FOS	7
MD114	hsa05162	Measles	8/100	140/7846	0.000393175061565056	0.00474267418012849	0.00364721603162322	HSPA2/CYCS/NFKBIA/HSPA1A/HSPA1B/HSPA8/JUN/FOS	8
MD114	hsa05166	Human T-cell leukemia virus 1 infection	10/100	218/7846	0.000434624577951153	0.0049342672673278	0.00379455513876858	ATF4/EGR2/NFKBIA/MYC/HLA-E/CDKN1A/JUN/EGR1/FOS/ZFP36	10
MD114	hsa04668	TNF signaling pathway	7/100	114/7846	0.000597784307709197	0.00640957618821528	0.00492909867760215	ATF4/NFKBIA/JUNB/SOCS3/JUN/FOS/IRF1	7
MD114	hsa05216	Thyroid cancer	4/100	37/7846	0.00118818264179138	0.0117252208623797	0.00901694105042563	GADD45A/MYC/GADD45B/CDKN1A	4
MD114	hsa05222	Small cell lung cancer	6/100	94/7846	0.00121504879402899	0.0117252208623797	0.00901694105042563	GADD45A/CYCS/NFKBIA/MYC/GADD45B/CDKN1A	6
MD114	hsa04213	Longevity regulating pathway - multiple species	5/100	64/7846	0.00127908164353131	0.0117553693905497	0.00904012590164987	SIRT1/HSPA2/HSPA1A/HSPA1B/HSPA8	5
MD114	hsa04068	FoxO signaling pathway	7/100	132/7846	0.00142133075517205	0.0124689470794639	0.00958888212819418	SIRT1/PLK2/GADD45A/CCNG2/KLF2/GADD45B/CDKN1A	7
MD114	hsa05219	Bladder cancer	4/100	41/7846	0.00175234495823597	0.0144205873720661	0.0110897344939259	HBEGF/MYC/THBS1/CDKN1A	4
MD114	hsa05031	Amphetamine addiction	5/100	69/7846	0.0017932336628476	0.0144205873720661	0.0110897344939259	SIRT1/ATF4/JUN/FOSB/FOS	5
MD114	hsa05167	Kaposi sarcoma-associated herpesvirus infection	8/100	188/7846	0.00265769953911478	0.0201535548068372	0.0154985068326373	CYCS/NFKBIA/MYC/HLA-E/CDKN1A/JUN/FOS/ZFP36	8
MD114	hsa05145	Toxoplasmosis	6/100	110/7846	0.00271498665791589	0.0201535548068372	0.0154985068326373	HSPA2/CYCS/NFKBIA/HSPA1A/HSPA1B/HSPA8	6
MD114	hsa05220	Chronic myeloid leukemia	5/100	78/7846	0.00307849903514616	0.0220055671771559	0.0169227432341368	GADD45A/NFKBIA/MYC/GADD45B/CDKN1A	5
MD114	hsa03018	RNA degradation	5/100	79/7846	0.0032538328830148	0.022428205229352	0.0172477607708679	TOB1/BTG1/TOB2/HSPD1/BTG2	5
MD114	hsa05169	Epstein-Barr virus infection	8/100	199/7846	0.0037676558784122	0.0244196647455162	0.0187792349556465	GADD45A/CYCS/NFKBIA/MYC/HLA-E/GADD45B/CDKN1A/JUN	8
MD114	hsa05160	Hepatitis C	7/100	157/7846	0.00379580281018387	0.0244196647455162	0.0187792349556465	PPP2CB/CYCS/NFKBIA/MYC/YWHAG/CDKN1A/SOCS3	7
MD114	hsa05213	Endometrial cancer	4/100	60/7846	0.00701887509979166	0.0436981578793481	0.033604800987118	GADD45A/MYC/GADD45B/CDKN1A	4
MD116	hsa04810	Regulation of actin cytoskeleton	4/11	215/7846	0.000155536612325983	0.00715468416699523	0.00638518724285615	GNG12/CFL2/ENAH/FN1	4
MD117	hsa04270	Vascular smooth muscle contraction	10/44	132/7846	1.96884967925936e-09	1.5357027498223e-07	1.2020345410215e-07	PPP1R12A/MYL9/MRVI1/MYL6/CALD1/ACTG2/ACTA2/MYLK/MYH11/PPP1R12B	10
MD117	hsa04510	Focal adhesion	11/44	201/7846	8.68830087222905e-09	3.38843734016933e-07	2.65221816099624e-07	ILK/PPP1R12A/ACTN1/PARVA/COL4A1/MYL9/ITGA1/VCL/CAV1/MYLK/PPP1R12B	11
MD117	hsa05410	Hypertrophic cardiomyopathy (HCM)	5/44	90/7846	0.000135531553963812	0.00273016688913424	0.0021369727337353	DES/DMD/ITGA1/TPM2/TPM1	5
MD117	hsa04810	Regulation of actin cytoskeleton	7/44	215/7846	0.00017012166074027	0.00273016688913424	0.0021369727337353	PPP1R12A/ACTN1/MYL9/ITGA1/VCL/MYLK/PPP1R12B	7
MD117	hsa05414	Dilated cardiomyopathy (DCM)	5/44	95/7846	0.000175010698021425	0.00273016688913424	0.0021369727337353	DES/DMD/ITGA1/TPM2/TPM1	5
MD117	hsa04921	Oxytocin signaling pathway	5/44	153/7846	0.00155346197259794	0.0201950056437732	0.0158071569141545	PPP1R12A/MYL9/MYL6/MYLK/PPP1R12B	5
MD117	hsa05131	Shigellosis	6/44	236/7846	0.00188228085696228	0.0209739866918654	0.0164168856697462	ILK/FNBP1/ACTN1/TRAF5/MYL9/VCL	6
MD117	hsa04022	cGMP-PKG signaling pathway	5/44	166/7846	0.00222472960961415	0.0216911136937379	0.0169781996523185	PDE3A/PPP1R12A/MYL9/MRVI1/MYLK	5
MD119	hsa05330	Allograft rejection	3/5	35/7846	8.08388632234059e-07	9.64426708753503e-06	9.22896372012921e-07	HLA-A/HLA-C/HLA-B	3
MD119	hsa05332	Graft-versus-host disease	3/5	37/7846	9.59323196757551e-07	9.64426708753503e-06	9.22896372012921e-07	HLA-A/HLA-C/HLA-B	3
MD119	hsa04940	Type I diabetes mellitus	3/5	41/7846	1.31512733011841e-06	9.64426708753503e-06	9.22896372012921e-07	HLA-A/HLA-C/HLA-B	3
MD119	hsa05320	Autoimmune thyroid disease	3/5	50/7846	2.41388315149309e-06	1.3276357333212e-05	1.27046481657531e-06	HLA-A/HLA-C/HLA-B	3
MD119	hsa05416	Viral myocarditis	3/5	57/7846	3.59873949888626e-06	1.58344537950995e-05	1.51525873637316e-06	HLA-A/HLA-C/HLA-B	3
MD119	hsa04612	Antigen processing and presentation	3/5	68/7846	6.1508325450165e-06	2.25530526650605e-05	2.15818685790053e-06	HLA-A/HLA-C/HLA-B	3
MD119	hsa04650	Natural killer cell mediated cytotoxicity	3/5	125/7846	3.85716803418225e-05	0.000121225281074299	1.16005053659617e-05	HLA-A/HLA-C/HLA-B	3
MD119	hsa04514	Cell adhesion molecules (CAMs)	3/5	144/7846	5.8941566270024e-05	0.000156390485076228	1.49655966580122e-05	HLA-A/HLA-C/HLA-B	3
MD119	hsa04145	Phagosome	3/5	148/7846	6.39779257130022e-05	0.000156390485076228	1.49655966580122e-05	HLA-A/HLA-C/HLA-B	3
MD119	hsa04218	Cellular senescence	3/5	160/7846	8.07722288743064e-05	0.000177698903523474	1.70046797630119e-05	HLA-A/HLA-C/HLA-B	3
MD119	hsa05167	Kaposi sarcoma-associated herpesvirus infection	3/5	188/7846	0.00013068882847632	0.000261377656952639	2.50122159763291e-05	HLA-A/HLA-C/HLA-B	3
MD119	hsa05169	Epstein-Barr virus infection	3/5	199/7846	0.000154803603684643	0.000273904814674328	2.62109870501749e-05	HLA-A/HLA-C/HLA-B	3
MD119	hsa05203	Viral carcinogenesis	3/5	202/7846	0.00016185284503483	0.000273904814674328	2.62109870501749e-05	HLA-A/HLA-C/HLA-B	3
MD119	hsa05170	Human immunodeficiency virus 1 infection	3/5	212/7846	0.000186867811877456	0.000293649418664574	2.81004228387152e-05	HLA-A/HLA-C/HLA-B	3
MD119	hsa05166	Human T-cell leukemia virus 1 infection	3/5	218/7846	0.000203029377981672	0.000297776421039785	2.84953512956732e-05	HLA-A/HLA-C/HLA-B	3
MD119	hsa05163	Human cytomegalovirus infection	3/5	224/7846	0.000220083001809096	0.000302614127487507	2.89582897117232e-05	HLA-A/HLA-C/HLA-B	3
MD119	hsa04144	Endocytosis	3/5	247/7846	0.000294122258267833	0.000380628804817196	3.64238090734159e-05	HLA-A/HLA-C/HLA-B	3
MD119	hsa05165	Human papillomavirus infection	3/5	332/7846	0.000704635265051056	0.000861220879506847	8.24134812925212e-05	HLA-A/HLA-C/HLA-B	3
MD119	hsa05168	Herpes simplex virus 1 infection	3/5	489/7846	0.00218881986560245	0.00253442300227652	0.000242528516964261	HLA-A/HLA-C/HLA-B	3
MD123	hsa04660	T cell receptor signaling pathway	6/37	105/7846	8.26153154919063e-06	0.000661199330187359	0.000441126313690603	NFATC2/SOS1/NFKBIA/JUN/FOS/MAP3K8	6
MD123	hsa05161	Hepatitis B	7/37	164/7846	9.31266662235718e-06	0.000661199330187359	0.000441126313690603	NFATC2/SOS1/EGR3/NFKBIA/JUN/FOS/STAT4	7
MD123	hsa04380	Osteoclast differentiation	6/37	127/7846	2.46195801901842e-05	0.00116532679566872	0.00077746042705845	NFATC2/NFKBIA/JUN/FOSB/FOS/SQSTM1	6
MD123	hsa04662	B cell receptor signaling pathway	5/37	81/7846	3.48337836835093e-05	0.00123659932076458	0.000825010666188379	NFATC2/SOS1/NFKBIA/JUN/FOS	5
MD123	hsa04658	Th1 and Th2 cell differentiation	5/37	90/7846	5.79458280923696e-05	0.0016456615178233	0.00109792095332911	NFATC2/NFKBIA/JUN/FOS/STAT4	5
MD123	hsa04620	Toll-like receptor signaling pathway	5/37	104/7846	0.000115599132058094	0.00245388195940893	0.00163713399812308	CCL4L2/NFKBIA/JUN/FOS/MAP3K8	5
MD123	hsa04659	Th17 cell differentiation	5/37	105/7846	0.000120966012083539	0.00245388195940893	0.00163713399812308	NFATC2/NFKBIA/JUN/FOS/RORA	5
MD123	hsa04668	TNF signaling pathway	5/37	114/7846	0.000178350479941308	0.00316572101895821	0.0021120451571997	ICAM1/NFKBIA/JUN/FOS/MAP3K8	5
MD123	hsa05167	Kaposi sarcoma-associated herpesvirus infection	6/37	188/7846	0.000218795441194217	0.0034521058499532	0.00230310990730754	NFATC2/CLEC2B/ICAM1/NFKBIA/JUN/FOS	6
MD123	hsa05135	Yersinia infection	5/37	122/7846	0.000245057804216491	0.00347982081987418	0.00232160025047202	NFATC2/NFKBIA/JUN/FOS/WIPF1	5
MD123	hsa05418	Fluid shear stress and atherosclerosis	5/37	140/7846	0.00046360213994083	0.0057446695694972	0.0038326186898054	ICAM1/JUN/DUSP1/FOS/SQSTM1	5
MD123	hsa05166	Human T-cell leukemia virus 1 infection	6/37	218/7846	0.000485465034042017	0.0057446695694972	0.0038326186898054	NFATC2/ICAM1/EGR1/NFKBIA/JUN/FOS	6
MD123	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	4/37	91/7846	0.000834713013718668	0.00911763445754238	0.00608292884491337	NFATC2/NFKBIA/JUN/FOS	4
MD123	hsa04657	IL-17 signaling pathway	4/37	94/7846	0.000942851233676007	0.00956320537014236	0.00638019631810832	NFKBIA/JUN/FOSB/FOS	4
MD123	hsa04064	NF-kappa B signaling pathway	4/37	100/7846	0.00118818264179138	0.0112481290089584	0.0075043114218403	ICAM1/CCL4L2/NFKBIA/TNFSF14	4
MD123	hsa04625	C-type lectin receptor signaling pathway	4/37	106/7846	0.00147524999333652	0.0130928436908616	0.00873503285528201	NFATC2/EGR3/NFKBIA/JUN	4
MD123	hsa05130	Pathogenic Escherichia coli infection	5/37	200/7846	0.00229783621180252	0.0184011191374652	0.0122765064668041	TUBB4B/NFKBIA/JUN/FOS/WIPF1	5
MD123	hsa04010	MAPK signaling pathway	6/37	295/7846	0.00233253622869277	0.0184011191374652	0.0122765064668041	SOS1/JUN/DUSP1/FOS/DUSP5/MAP3K8	6
MD123	hsa05321	Inflammatory bowel disease (IBD)	3/37	63/7846	0.00315606975244095	0.0227165654922622	0.0151556033677064	JUN/STAT4/RORA	3
MD123	hsa04926	Relaxin signaling pathway	4/37	131/7846	0.0031995162665158	0.0227165654922622	0.0151556033677064	SOS1/NFKBIA/JUN/FOS	4
MD123	hsa05031	Amphetamine addiction	3/37	69/7846	0.00408410461325544	0.0276163264324892	0.0184245320898742	JUN/FOSB/FOS	3
MD123	hsa05140	Leishmaniasis	3/37	73/7846	0.00478594657772531	0.0308911097289543	0.0206093393299176	NFKBIA/JUN/FOS	3
MD123	hsa05132	Salmonella infection	3/37	78/7846	0.00576029752597482	0.0355635760299315	0.0237266259651137	CCL4L2/JUN/FOS	3
MD123	hsa05210	Colorectal cancer	3/37	88/7846	0.00804533989415972	0.0471395194465384	0.0314496423290471	SOS1/JUN/FOS	3
MD123	hsa05323	Rheumatoid arthritis	3/37	89/7846	0.00829921117016521	0.0471395194465384	0.0314496423290471	ICAM1/JUN/FOS	3
MD127	hsa04713	Circadian entrainment	3/7	97/7846	6.18559889873108e-05	0.00334022340531478	0.00201845858800698	KCNJ6/NOS1/CACNA1D	3
MD135	hsa04514	Cell adhesion molecules (CAMs)	10/27	144/7846	2.04794918877905e-11	1.80219528612557e-09	1.18565479350366e-09	HLA-F/HLA-C/HLA-A/HLA-B/CD40LG/CD28/ICOS/CD226/CD6/CD4	10
MD135	hsa05330	Allograft rejection	6/27	35/7846	1.3898433484816e-09	6.11531073331906e-08	4.02323074560464e-08	HLA-F/HLA-C/HLA-A/HLA-B/CD40LG/CD28	6
MD135	hsa05320	Autoimmune thyroid disease	6/27	50/7846	1.31443668726656e-08	3.85568094931523e-07	2.53663220349686e-07	HLA-F/HLA-C/HLA-A/HLA-B/CD40LG/CD28	6
MD135	hsa05416	Viral myocarditis	6/27	57/7846	2.95361710812623e-08	6.4979576378777e-07	4.2749721301827e-07	HLA-F/HLA-C/HLA-A/HLA-B/CD40LG/CD28	6
MD135	hsa05332	Graft-versus-host disease	5/27	37/7846	1.31934667824583e-07	2.32205015371265e-06	1.52766457481096e-06	HLA-F/HLA-C/HLA-A/HLA-B/CD28	5
MD135	hsa04940	Type I diabetes mellitus	5/27	41/7846	2.24706374198957e-07	3.29569348825137e-06	2.16821940016538e-06	HLA-F/HLA-C/HLA-A/HLA-B/CD28	5
MD135	hsa04612	Antigen processing and presentation	5/27	68/7846	2.93385178252316e-06	3.68827081231483e-05	2.42649395547028e-05	HLA-F/HLA-C/HLA-A/HLA-B/CD4	5
MD135	hsa05340	Primary immunodeficiency	4/27	35/7846	5.41498445266034e-06	5.95648289792637e-05	3.91873874863577e-05	CD40LG/IL7R/ICOS/CD4	4
MD135	hsa04660	T cell receptor signaling pathway	5/27	105/7846	2.49149535630234e-05	0.000243612879282895	0.000160271631107168	ITK/CD40LG/CD28/ICOS/CD4	5
MD135	hsa05167	Kaposi sarcoma-associated herpesvirus infection	6/27	188/7846	3.40013401490559e-05	0.000299211793311692	0.00019684986402085	HLA-F/HLA-C/HLA-A/HLA-B/STAT1/IL6ST	6
MD135	hsa05169	Epstein-Barr virus infection	6/27	199/7846	4.6828832045194e-05	0.000374630656361552	0.000246467537079968	CD44/HLA-F/HLA-C/HLA-A/HLA-B/STAT1	6
MD135	hsa04640	Hematopoietic cell lineage	4/27	95/7846	0.000285940613509456	0.00209689783240267	0.00137953804763334	CD44/IL7R/CD4/CD5	4
MD135	hsa04672	Intestinal immune network for IgA production	3/27	46/7846	0.000499930644479762	0.00338414590109378	0.00222641177703538	CD40LG/CD28/ICOS	3
MD135	hsa05203	Viral carcinogenesis	5/27	202/7846	0.000547516333461187	0.00344153123889889	0.00226416528874927	HLA-F/HLA-C/HLA-A/HLA-B/IL6ST	5
MD135	hsa05170	Human immunodeficiency virus 1 infection	5/27	212/7846	0.000682504816633549	0.00400402825758349	0.00263422911683124	HLA-F/HLA-C/HLA-A/HLA-B/CD4	5
MD135	hsa05166	Human T-cell leukemia virus 1 infection	5/27	218/7846	0.000774699738172194	0.00426084855994707	0.00280318984207044	HLA-F/HLA-C/HLA-A/HLA-B/CD4	5
MD135	hsa05168	Herpes simplex virus 1 infection	7/27	489/7846	0.00104016778287228	0.00538439793486826	0.00354236706241333	HLA-F/HLA-C/HLA-A/HLA-B/BIRC3/SOCS3/STAT1	7
MD135	hsa04145	Phagosome	4/27	148/7846	0.00152181514059455	0.0074399851317956	0.00489472706039184	HLA-F/HLA-C/HLA-A/HLA-B	4
MD135	hsa04218	Cellular senescence	4/27	160/7846	0.00202716826157309	0.00938898984307534	0.00617696700202325	HLA-F/HLA-C/HLA-A/HLA-B	4
MD135	hsa04630	JAK-STAT signaling pathway	4/27	164/7846	0.00221874014618027	0.00976245664319318	0.00642266884420604	IL7R/SOCS3/STAT1/IL6ST	4
MD135	hsa04060	Cytokine-cytokine receptor interaction	5/27	291/7846	0.00279572491477593	0.0117154186904896	0.00770751229637474	IL32/CD40LG/IL7R/CD4/IL6ST	5
MD135	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	3/27	91/7846	0.00360927648872307	0.0144371059548923	0.00949809602295545	CD28/CD4/STAT1	3
MD135	hsa04064	NF-kappa B signaling pathway	3/27	100/7846	0.00470624383346034	0.0180064981454135	0.0118463803588247	BCL2A1/CD40LG/BIRC3	3
MD135	hsa05165	Human papillomavirus infection	5/27	332/7846	0.004925606788659	0.018060558225083	0.0118819462007125	HLA-F/HLA-C/HLA-A/HLA-B/STAT1	5
MD135	hsa04659	Th17 cell differentiation	3/27	105/7846	0.00539401872394209	0.0189869459082762	0.0124914117817606	CD4/STAT1/IL6ST	3
MD135	hsa05145	Toxoplasmosis	3/27	110/7846	0.00613955076612418	0.0207800179776511	0.013671064458981	CD40LG/BIRC3/STAT1	3
MD135	hsa05163	Human cytomegalovirus infection	4/27	224/7846	0.00677358747875498	0.0220768777085347	0.0145242616503518	HLA-F/HLA-C/HLA-A/HLA-B	4
MD135	hsa04650	Natural killer cell mediated cytotoxicity	3/27	125/7846	0.00873501548845981	0.0274529058208737	0.0180611222505748	HLA-C/HLA-A/HLA-B	3
MD135	hsa04144	Endocytosis	4/27	247/7846	0.00951159303086988	0.0288627650591913	0.0189886612231522	HLA-F/HLA-C/HLA-A/HLA-B	4
MD137	hsa05016	Huntington disease	5/20	192/7846	9.57496065657069e-05	0.00564922678737671	0.00493866391759962	ATP5E/NDUFS5/COX7A2/UQCRC2/SOD2	5
MD137	hsa04714	Thermogenesis	5/20	230/7846	0.000224076748378917	0.00570992809325667	0.00499173017965347	ATP5E/NDUFS5/COX7A2/UQCRC2/COA1	5
MD137	hsa00190	Oxidative phosphorylation	4/20	132/7846	0.000300878312523442	0.00570992809325667	0.00499173017965347	ATP5E/NDUFS5/COX7A2/UQCRC2	4
MD137	hsa05012	Parkinson disease	4/20	141/7846	0.00038711376903435	0.00570992809325667	0.00499173017965347	ATP5E/NDUFS5/COX7A2/UQCRC2	4
MD137	hsa05010	Alzheimer disease	4/20	170/7846	0.000785734348941564	0.00927166531751046	0.0081054701259235	ATP5E/NDUFS5/COX7A2/UQCRC2	4
MD139	hsa03010	Ribosome	3/8	150/7846	0.000357486781138196	0.00250240746796737	0.00150520749952925	RPL22L1/RPL18/RPL23A	3
MD140	hsa03010	Ribosome	64/85	150/7846	5.82276184257283e-98	4.48352661878108e-96	4.48352661878108e-96	RPL41/RPL29/FAU/RPS10/RPS28/RPS29/RPL35/RPS19/RPL30/RPL35A/RPLP1/RPS7/RPL37/RPL24/RPL39/RPS25/RPL7A/RPL21/RPS11/RPL14/RPL38/RPS5/RPL32/RPL6/RPL26/RPL10/RPL27/RPS15A/RPL36/RPS21/RPLP2/RPL12/RPS2/RPL10A/RPS27A/RPS24/RPSA/RPLP0/RPL13/RPL27A/RPL13A/RPS16/RPL22/RPL19/RPL8/RPL9/RPL31/RPL37A/RPL3/RPS4X/RPL23/RPL5/RPL11/RPL4/RPL34/RPL7/RPS3/RPS23/RPS12/RPS18/RPS3A/RPS6/RPS17/RPS20	64
MD141	hsa00190	Oxidative phosphorylation	4/8	132/7846	5.08624628519904e-06	8.13799405631847e-05	4.2831547664834e-05	NDUFB5/COX6B1/ATP5L/ATP5O	4
MD141	hsa05016	Huntington disease	4/8	192/7846	2.25311134403082e-05	0.000180248907522465	9.48678460644555e-05	NDUFB5/COX6B1/RCOR1/ATP5O	4
MD141	hsa04714	Thermogenesis	4/8	230/7846	4.59087060733285e-05	0.000244846432391085	0.000128866543363729	NDUFB5/COX6B1/ATP5L/ATP5O	4
MD141	hsa05012	Parkinson disease	3/8	141/7846	0.000297831510403535	0.00119132604161414	0.000627013706112706	NDUFB5/COX6B1/ATP5O	3
MD141	hsa05010	Alzheimer disease	3/8	170/7846	0.000516613757316269	0.00165316402341206	0.000870086328111611	NDUFB5/COX6B1/ATP5O	3
MD142	hsa04141	Protein processing in endoplasmic reticulum	8/16	166/7846	3.78120364406228e-10	1.43685738474367e-08	7.96042872434164e-09	HSPA8/DNAJA1/HSP90AB1/DNAJB1/HSPH1/HSP90AA1/HSPA1A/HSPA1B	8
MD142	hsa04612	Antigen processing and presentation	5/16	68/7846	1.70897375466242e-07	2.43311541250249e-06	1.34798637811773e-06	HSPA8/HSP90AB1/HSP90AA1/HSPA1A/HSPA1B	5
MD142	hsa04915	Estrogen signaling pathway	6/16	139/7846	1.92088058881776e-07	2.43311541250249e-06	1.34798637811773e-06	FKBP4/HSPA8/HSP90AB1/HSP90AA1/HSPA1A/HSPA1B	6
MD142	hsa05134	Legionellosis	4/16	57/7846	4.26967212528965e-06	4.05618851902517e-05	2.24719585541561e-05	HSPA8/HSPD1/HSPA1A/HSPA1B	4
MD142	hsa04213	Longevity regulating pathway - multiple species	3/16	64/7846	0.000268750689812765	0.00204250524257701	0.00113158185184322	HSPA8/HSPA1A/HSPA1B	3
MD142	hsa04144	Endocytosis	4/16	247/7846	0.00129386303052822	0.00713641148261557	0.00395369057208619	UBB/HSPA8/HSPA1A/HSPA1B	4
MD142	hsa05145	Toxoplasmosis	3/16	110/7846	0.00131460211521866	0.00713641148261557	0.00395369057208619	HSPA8/HSPA1A/HSPA1B	3
MD142	hsa03040	Spliceosome	3/16	135/7846	0.00236760717190465	0.00997971247426326	0.0055289265785392	HSPA8/HSPA1A/HSPA1B	3
MD142	hsa04010	MAPK signaling pathway	4/16	295/7846	0.00249016287227795	0.00997971247426326	0.0055289265785392	NR4A1/HSPA8/HSPA1A/HSPA1B	4
MD142	hsa05162	Measles	3/16	140/7846	0.00262624012480612	0.00997971247426326	0.0055289265785392	HSPA8/HSPA1A/HSPA1B	3
MD143	hsa00100	Steroid biosynthesis	4/10	20/7846	6.38566538729842e-09	1.40484638520565e-07	1.07548048628184e-07	DHCR24/MSMO1/FDFT1/SQLE	4
MD143	hsa01100	Metabolic pathways	6/10	1488/7846	0.00480105510315531	0.0303362153384491	0.0232238969098175	HMGCS1/HMGCR/DHCR24/MSMO1/FDFT1/SQLE	6
MD145	hsa01524	Platinum drug resistance	4/19	74/7846	2.5389018808511e-05	0.00201767979107405	0.00167934180897228	PIK3CD/GSTM4/GSTM2/GSTM1	4
MD145	hsa00983	Drug metabolism - other enzymes	4/19	78/7846	3.12818572259542e-05	0.00201767979107405	0.00167934180897228	UPP1/GSTM4/GSTM2/GSTM1	4
MD145	hsa00480	Glutathione metabolism	3/19	55/7846	0.000291741939733812	0.00985586834823015	0.00820317071823317	GSTM4/GSTM2/GSTM1	3
MD145	hsa05418	Fluid shear stress and atherosclerosis	4/19	140/7846	0.000305608320875353	0.00985586834823015	0.00820317071823317	PIK3CD/GSTM4/GSTM2/GSTM1	4
MD145	hsa00982	Drug metabolism - cytochrome P450	3/19	69/7846	0.000570283265433456	0.0123994854848126	0.0103202571966616	GSTM4/GSTM2/GSTM1	3
MD145	hsa05225	Hepatocellular carcinoma	4/19	168/7846	0.000611374634845827	0.0123994854848126	0.0103202571966616	PIK3CD/GSTM4/GSTM2/GSTM1	4
MD145	hsa00980	Metabolism of xenobiotics by cytochrome P450	3/19	73/7846	0.000672840297625488	0.0123994854848126	0.0103202571966616	GSTM4/GSTM2/GSTM1	3
MD145	hsa04662	B cell receptor signaling pathway	3/19	81/7846	0.000911761978635	0.013068588360435	0.0108771604468737	PPP3CC/VAV3/PIK3CD	3
MD145	hsa05204	Chemical carcinogenesis	3/19	81/7846	0.000911761978635	0.013068588360435	0.0108771604468737	GSTM4/GSTM2/GSTM1	3
MD145	hsa04660	T cell receptor signaling pathway	3/19	105/7846	0.00193100760614284	0.0232693848152956	0.0193674194301114	PPP3CC/VAV3/PIK3CD	3
MD145	hsa04625	C-type lectin receptor signaling pathway	3/19	106/7846	0.00198421110828102	0.0232693848152956	0.0193674194301114	PPP3CC/KSR1/PIK3CD	3
MD145	hsa04670	Leukocyte transendothelial migration	3/19	114/7846	0.00244310919218857	0.0262634238160271	0.0218593980353714	VAV3/TXK/PIK3CD	3
MD145	hsa05135	Yersinia infection	3/19	122/7846	0.00296312874389385	0.0292501832042971	0.0243453177220588	VAV3/WIPF3/PIK3CD	3
MD145	hsa04650	Natural killer cell mediated cytotoxicity	3/19	125/7846	0.00317443848728806	0.0292501832042971	0.0243453177220588	PPP3CC/VAV3/PIK3CD	3
MD146	hsa04650	Natural killer cell mediated cytotoxicity	18/67	125/7846	6.08801554639497e-18	1.10193081389749e-15	7.94646239739975e-16	FYN/MAPK1/CD244/CD247/KIR2DL4/FCER1G/IFNG/FASLG/PLCG2/PRF1/GZMB/FCGR3A/SYK/SH2D1B/NCR1/KLRD1/KLRC2/KLRC1	18
MD146	hsa05332	Graft-versus-host disease	6/67	37/7846	5.83071061962292e-07	5.27679311075875e-05	3.8053058780697e-05	IFNG/FASLG/PRF1/GZMB/KLRD1/KLRC1	6
MD146	hsa04664	Fc epsilon RI signaling pathway	7/67	69/7846	1.70774630540655e-06	0.000103034027092862	7.43019445159341e-05	FYN/MAPK1/ALOX5AP/LYN/FCER1G/PLCG2/SYK	7
MD146	hsa05163	Human cytomegalovirus infection	10/67	224/7846	1.7541111122905e-05	0.000747279430045069	0.000538892988226744	JAK1/GNGT2/CCR1/TBK1/MAPK1/CCL5/CCL3L3/FASLG/CCL3/CCL4	10
MD146	hsa04612	Antigen processing and presentation	6/67	68/7846	2.23162635955742e-05	0.000747279430045069	0.000538892988226744	KLRC4/KIR2DL4/IFNG/KLRD1/KLRC2/KLRC1	6
MD146	hsa05142	Chagas disease (American trypanosomiasis)	7/67	103/7846	2.49564949580277e-05	0.000747279430045069	0.000538892988226744	MAPK1/CD247/CCL5/IFNG/CCL3L3/FASLG/CCL3	7
