	nCell	nUMI	validCell	cellRatio	filter
ZNF770	1169	3775	2235	0.523042505592841	TRUE
RP11-463I20.1	3	3	2235	0.00134228187919463	FALSE
RP11-463I20.3	5	10	2235	0.00223713646532438	FALSE
RP11-463I20.4	1	1	2235	0.000447427293064877	FALSE
RP11-463I20.2	0	0	2235	0	FALSE
RP11-323I15.3	0	0	2235	0	FALSE
NANOGP8	0	0	2235	0	FALSE
RP11-323I15.2	10	12	2235	0.00447427293064877	FALSE
RP11-323I15.5	2	2	2235	0.000894854586129754	FALSE
PRELID1P4	1	2	2235	0.000447427293064877	FALSE
ANP32AP1	6	6	2235	0.00268456375838926	FALSE
DPH6	203	326	2235	0.09082774049217	TRUE
NUTF2P6	1	1	2235	0.000447427293064877	FALSE
RBM17P4	2	2	2235	0.000894854586129754	FALSE
MIR3942	0	0	2235	0	FALSE
RP11-139F4.2	0	0	2235	0	FALSE
HNRNPA1P45	2	2	2235	0.000894854586129754	FALSE
DPH6-AS1	27	39	2235	0.0120805369127517	TRUE
RP11-702M1.2	0	0	2235	0	FALSE
MIR4510	2	6	2235	0.000894854586129754	FALSE
RP11-184D12.1	0	5	2235	0	FALSE
RP11-684B21.1	2	5	2235	0.000894854586129754	FALSE
RP11-475A13.2	3	5	2235	0.00134228187919463	FALSE
RP11-475A13.1	5	8	2235	0.00223713646532438	FALSE
COX6CP4	0	0	2235	0	FALSE
C15orf41	272	442	2235	0.121700223713647	TRUE
RP11-618N24.1	4	8	2235	0.00178970917225951	FALSE
LARP4P	12	22	2235	0.00536912751677852	FALSE
TPST2P1	0	0	2235	0	FALSE
RP11-16L14.2	2	4	2235	0.000894854586129754	FALSE
CSNK1A1P1	3	23	2235	0.00134228187919463	FALSE
RP11-122D10.1	4	4	2235	0.00178970917225951	FALSE
MEIS2	1057	3327	2235	0.472930648769575	TRUE
MIR8063	11	12	2235	0.00492170022371365	FALSE
RP11-128A17.1	38	60	2235	0.0170022371364653	TRUE
RP11-128A17.2	7	12	2235	0.00313199105145414	FALSE
RP11-597G23.1	2	2	2235	0.000894854586129754	FALSE
RP11-720L8.1	0	0	2235	0	FALSE
RP11-25H11.1	10	42	2235	0.00447427293064877	FALSE
TMCO5A	5	13	2235	0.00223713646532438	FALSE
RP11-1008C21.1	15	18	2235	0.00671140939597315	FALSE
LINC01852	31	37	2235	0.0138702460850112	TRUE
RP11-346D14.1	120	171	2235	0.0536912751677852	TRUE
SPRED1	1050	2981	2235	0.469798657718121	TRUE
FAM98B	663	1436	2235	0.296644295302013	TRUE
AC109631.1	0	1	2235	0	FALSE
RASGRP1	192	786	2235	0.0859060402684564	TRUE
RP11-102L12.2	5	5	2235	0.00223713646532438	FALSE
RP11-275I4.1	2	3	2235	0.000894854586129754	FALSE
RP11-275I4.2	2	2	2235	0.000894854586129754	FALSE
C15orf53	11	16	2235	0.00492170022371365	FALSE
RP11-326N17.1	1	1	2235	0.000447427293064877	FALSE
RP11-326N17.2	23	35	2235	0.0102908277404922	TRUE
RP11-624L4.1	7	12	2235	0.00313199105145414	FALSE
RP11-62C7.2	1	7	2235	0.000447427293064877	FALSE
RP11-265N7.2	0	0	2235	0	FALSE
RP11-265N7.1	1	1	2235	0.000447427293064877	FALSE
C15orf54	2	4	2235	0.000894854586129754	FALSE
RP11-462P6.1	4	5	2235	0.00178970917225951	FALSE
RP11-624L4.2	45	125	2235	0.0201342281879195	TRUE
RP11-27M9.1	1	2	2235	0.000447427293064877	FALSE
THBS1	1480	15837	2235	0.662192393736018	TRUE
CTD-2033D15.2	131	289	2235	0.0586129753914989	TRUE
CTD-2033D15.3	34	44	2235	0.0152125279642058	TRUE
CTD-2033D15.1	6	6	2235	0.00268456375838926	FALSE
FSIP1	17	27	2235	0.00760626398210291	FALSE
RP11-37C7.1	0	0	2235	0	FALSE
RP11-37C7.3	2	5	2235	0.000894854586129754	FALSE
GPR176	170	408	2235	0.0760626398210291	TRUE
RP11-37C7.2	1	3	2235	0.000447427293064877	FALSE
RP11-325N19.3	12	15	2235	0.00536912751677852	FALSE
EIF2AK4	893	2138	2235	0.399552572706935	TRUE
H3F3AP1	1	1	2235	0.000447427293064877	FALSE
SRP14	2132	19642	2235	0.953914988814318	TRUE
SRP14-AS1	94	156	2235	0.0420581655480984	TRUE
RP11-521C20.2	1	2	2235	0.000447427293064877	FALSE
RP11-521C20.5	4	6	2235	0.00178970917225951	FALSE
BMF	433	1163	2235	0.193736017897092	TRUE
RP11-521C20.3	1	1	2235	0.000447427293064877	FALSE
RP11-521C20.1	1	1	2235	0.000447427293064877	FALSE
BUB1B	78	460	2235	0.0348993288590604	TRUE
BUB1B-PAK6	0	0	2235	0	FALSE
RP11-133K1.11	6	7	2235	0.00268456375838926	FALSE
RP11-133K1.7	6	35	2235	0.00268456375838926	FALSE
PAK6	46	124	2235	0.0205816554809843	TRUE
RP11-133K1.8	0	0	2235	0	FALSE
C15orf56	6	6	2235	0.00268456375838926	FALSE
RP11-133K1.9	11	14	2235	0.00492170022371365	FALSE
PLCB2	46	89	2235	0.0205816554809843	TRUE
ANKRD63	0	0	2235	0	FALSE
RP11-133K1.12	27	55	2235	0.0120805369127517	TRUE
PLCB2-AS1	0	0	2235	0	FALSE
RP11-133K1.1	2	2	2235	0.000894854586129754	FALSE
RP11-133K1.6	19	23	2235	0.00850111856823266	FALSE
INAFM2	646	3028	2235	0.289038031319911	TRUE
C15orf52	26	45	2235	0.0116331096196868	TRUE
RNA5SP392	0	0	2235	0	FALSE
PHGR1	44	75	2235	0.0196868008948546	TRUE
DISP2	71	156	2235	0.0317673378076063	TRUE
RP11-64K12.4	0	0	2235	0	FALSE
KNSTRN	226	441	2235	0.101118568232662	TRUE
IVD	511	1345	2235	0.228635346756152	TRUE
BAHD1	375	622	2235	0.167785234899329	TRUE
RP11-64K12.9	0	0	2235	0	FALSE
RP11-64K12.8	0	0	2235	0	FALSE
CHST14	623	945	2235	0.278747203579418	TRUE
RP11-64K12.1	19	32	2235	0.00850111856823266	FALSE
RP11-111A22.1	8	13	2235	0.00357941834451902	FALSE
C15orf57	618	1339	2235	0.276510067114094	TRUE
RNU6-516P	0	0	2235	0	FALSE
RPUSD2	132	236	2235	0.0590604026845638	TRUE
KNL1	136	1196	2235	0.0608501118568233	TRUE
RN7SL376P	4	6	2235	0.00178970917225951	FALSE
CTD-2339L15.3	5	5	2235	0.00223713646532438	FALSE
RAD51-AS1	267	676	2235	0.119463087248322	TRUE
RAD51	78	247	2235	0.0348993288590604	TRUE
RMDN3	905	3088	2235	0.404921700223714	TRUE
SUMO2P15	1	1	2235	0.000447427293064877	FALSE
GCHFR	21	27	2235	0.00939597315436242	FALSE
DNAJC17	190	765	2235	0.0850111856823266	TRUE
C15orf62	28	63	2235	0.0125279642058166	TRUE
ZFYVE19	196	467	2235	0.0876957494407159	TRUE
PPP1R14D	44	54	2235	0.0196868008948546	TRUE
RP11-532F12.5	40	63	2235	0.0178970917225951	TRUE
SPINT1	273	849	2235	0.122147651006711	TRUE
RHOV	24	48	2235	0.010738255033557	TRUE
CTD-2129N1.1	0	0	2235	0	FALSE
VPS18	145	268	2235	0.0648769574944072	TRUE
RP11-540O11.1	5	5	2235	0.00223713646532438	FALSE
DLL4	56	167	2235	0.0250559284116331	TRUE
ISCA1P4	0	0	2235	0	FALSE
CHAC1	52	258	2235	0.0232662192393736	TRUE
INO80	760	2024	2235	0.340044742729307	TRUE
RP11-540O11.6	4	21	2235	0.00178970917225951	FALSE
RP11-540O11.7	1	1	2235	0.000447427293064877	FALSE
RP11-540O11.4	5	10	2235	0.00223713646532438	FALSE
RP11-540O11.8	16	20	2235	0.00715883668903803	FALSE
CYCSP2	0	1	2235	0	FALSE
RP11-129I12.3	0	0	2235	0	FALSE
FAM92A1P1	3	3	2235	0.00134228187919463	FALSE
EXD1	7	8	2235	0.00313199105145414	FALSE
RN7SL497P	11	24	2235	0.00492170022371365	FALSE
CHP1	1128	3124	2235	0.504697986577181	TRUE
OIP5-AS1	1442	5850	2235	0.645190156599553	TRUE
OIP5	23	35	2235	0.0102908277404922	TRUE
NUSAP1	257	1174	2235	0.114988814317673	TRUE
RP11-16O9.2	12	20	2235	0.00536912751677852	FALSE
NDUFAF1	342	668	2235	0.153020134228188	TRUE
RTF1	1703	11008	2235	0.761968680089485	TRUE
RNU6-1169P	0	0	2235	0	FALSE
ITPKA	5	7	2235	0.00223713646532438	FALSE
LTK	11	12	2235	0.00492170022371365	FALSE
RPAP1	303	654	2235	0.135570469798658	TRUE
ELOCP2	12	15	2235	0.00536912751677852	FALSE
TYRO3	511	1311	2235	0.228635346756152	TRUE
RP11-380D11.2	1	1	2235	0.000447427293064877	FALSE
MGA	1601	20443	2235	0.716331096196868	TRUE
MIR626	0	0	2235	0	FALSE
RP11-107F6.4	0	0	2235	0	FALSE
RP11-107F6.3	4	6	2235	0.00178970917225951	FALSE
MAPKBP1	380	1369	2235	0.170022371364653	TRUE
RP11-23P13.4	0	0	2235	0	FALSE
JMJD7	2	2	2235	0.000894854586129754	FALSE
JMJD7-PLA2G4B	1	2	2235	0.000447427293064877	FALSE
PLA2G4B	0	0	2235	0	FALSE
SPTBN5	11	15	2235	0.00492170022371365	FALSE
RNA5SP393	0	0	2235	0	FALSE
MIR4310	0	0	2235	0	FALSE
RP11-23P13.6	7	9	2235	0.00313199105145414	FALSE
EHD4	421	1514	2235	0.188366890380313	TRUE
CTD-2382E5.6	30	45	2235	0.0134228187919463	TRUE
EHD4-AS1	2	5	2235	0.000894854586129754	FALSE
PLA2G4E-AS1	13	19	2235	0.0058165548098434	FALSE
PLA2G4E	11	16	2235	0.00492170022371365	FALSE
CTD-2382E5.2	1	5	2235	0.000447427293064877	FALSE
PLA2G4D	7	9	2235	0.00313199105145414	FALSE
PLA2G4F	7	12	2235	0.00313199105145414	FALSE
VPS39	1013	3860	2235	0.45324384787472	TRUE
MIR627	6	6	2235	0.00268456375838926	FALSE
RP11-546B15.1	4	5	2235	0.00178970917225951	FALSE
TMEM87A	1615	8823	2235	0.722595078299776	TRUE
GANC	252	496	2235	0.112751677852349	TRUE
BNIP3P5	4	4	2235	0.00178970917225951	FALSE
RP11-164J13.1	31	52	2235	0.0138702460850112	TRUE
CAPN3	43	68	2235	0.0192393736017897	TRUE
ZNF106	1884	18905	2235	0.842953020134228	TRUE
RNU6-188P	2	3	2235	0.000894854586129754	FALSE
SNAP23	792	2081	2235	0.354362416107383	TRUE
RP11-265N6.1	50	63	2235	0.0223713646532438	TRUE
LRRC57	745	1896	2235	0.333333333333333	TRUE
HAUS2	352	751	2235	0.157494407158837	TRUE
RP11-265N6.2	12	20	2235	0.00536912751677852	FALSE
MYL12BP1	4	4	2235	0.00178970917225951	FALSE
STARD9	669	2124	2235	0.299328859060403	TRUE
EIF4EBP2P2	0	0	2235	0	FALSE
CDAN1	301	492	2235	0.134675615212528	TRUE
CTD-2036P10.5	0	0	2235	0	FALSE
CTD-2036P10.6	4	5	2235	0.00178970917225951	FALSE
TTBK2	928	3778	2235	0.415212527964206	TRUE
CTD-2036P10.3	26	61	2235	0.0116331096196868	TRUE
KRT8P50	0	0	2235	0	FALSE
FDPSP4	10	24	2235	0.00447427293064877	FALSE
UBR1	1078	4120	2235	0.482326621923937	TRUE
EPB42	194	2325	2235	0.0868008948545861	TRUE
AC068724.1	0	0	2235	0	FALSE
RPS3AP47	1023	1833	2235	0.457718120805369	TRUE
TMEM62	105	169	2235	0.0469798657718121	TRUE
SPCS2P1	1	3	2235	0.000447427293064877	FALSE
RP11-473C18.3	3	4	2235	0.00134228187919463	FALSE
CCNDBP1	1318	11851	2235	0.589709172259508	TRUE
TGM5	5	5	2235	0.00223713646532438	FALSE
ATP5HP1	3	6	2235	0.00134228187919463	FALSE
TGM7	4	5	2235	0.00178970917225951	FALSE
RP11-402F9.3	0	0	2235	0	FALSE
LCMT2	179	297	2235	0.080089485458613	TRUE
ADAL	406	1168	2235	0.18165548098434	TRUE
ZSCAN29	667	2276	2235	0.298434004474273	TRUE
TUBGCP4	636	1425	2235	0.284563758389262	TRUE
RN7SL487P	2	4	2235	0.000894854586129754	FALSE
TP53BP1	1306	6025	2235	0.584340044742729	TRUE
MAP1A	519	2082	2235	0.232214765100671	TRUE
PPIP5K1	192	564	2235	0.0859060402684564	TRUE
CKMT1B	73	283	2235	0.032662192393736	TRUE
STRC	17	21	2235	0.00760626398210291	FALSE
RNU6-554P	1	1	2235	0.000447427293064877	FALSE
CATSPER2	236	1245	2235	0.105592841163311	TRUE
RNU6-610P	2	3	2235	0.000894854586129754	FALSE
AC011330.13	25	33	2235	0.0111856823266219	TRUE
PDIA3P2	0	0	2235	0	FALSE
AC011330.5	45	62	2235	0.0201342281879195	TRUE
CKMT1A	67	202	2235	0.0299776286353468	TRUE
STRCP1	7	12	2235	0.00313199105145414	FALSE
RNU6-353P	5	13	2235	0.00223713646532438	FALSE
CATSPER2P1	92	157	2235	0.0411633109619687	TRUE
RNU6-354P	0	1	2235	0	FALSE
PDIA3	1907	16230	2235	0.85324384787472	TRUE
ELL3	18	29	2235	0.00805369127516779	FALSE
RP11-296A16.1	0	0	2235	0	FALSE
SERF2	1910	12293	2235	0.854586129753915	TRUE
MIR1282	35	56	2235	0.0156599552572707	TRUE
SERINC4	18	29	2235	0.00805369127516779	FALSE
HYPK	126	317	2235	0.0563758389261745	TRUE
MFAP1	1250	6566	2235	0.559284116331096	TRUE
WDR76	98	192	2235	0.0438478747203579	TRUE
FRMD5	23	32	2235	0.0102908277404922	TRUE
PIN4P1	16	25	2235	0.00715883668903803	FALSE
ACTBP7	1	1	2235	0.000447427293064877	FALSE
GAPDHP55	1	5	2235	0.000447427293064877	FALSE
CASC4	1558	4620	2235	0.697091722595078	TRUE
RP11-616K22.1	2	3	2235	0.000894854586129754	FALSE
RP11-616K22.2	1	2	2235	0.000447427293064877	FALSE
RP11-516C1.1	9	14	2235	0.00402684563758389	FALSE
CTDSPL2	1012	2311	2235	0.452796420581655	TRUE
HNRNPMP1	0	1	2235	0	FALSE
CTD-2329K10.1	6	13	2235	0.00268456375838926	FALSE
EIF3J-AS1	846	3134	2235	0.378523489932886	TRUE
EIF3J	1205	3492	2235	0.539149888143177	TRUE
RP11-151N17.1	32	48	2235	0.0143176733780761	TRUE
SPG11	936	2428	2235	0.418791946308725	TRUE
PATL2	33	55	2235	0.0147651006711409	TRUE
B2M	2232	136968	2235	0.998657718120805	TRUE
TRIM69	681	2155	2235	0.304697986577181	TRUE
CTD-2008A1.3	28	68	2235	0.0125279642058166	TRUE
SORD2P	49	59	2235	0.021923937360179	TRUE
CTD-2008A1.1	0	0	2235	0	FALSE
RNU1-119P	0	1	2235	0	FALSE
CTD-2014N11.1	1	4	2235	0.000447427293064877	FALSE
CTD-2014N11.2	2	2	2235	0.000894854586129754	FALSE
RNU6-1108P	0	0	2235	0	FALSE
TERB2	6	7	2235	0.00268456375838926	FALSE
RNU6-1332P	0	0	2235	0	FALSE
CTD-2014N11.3	1	1	2235	0.000447427293064877	FALSE
RNU6-966P	0	0	2235	0	FALSE
RNU1-78P	3	6	2235	0.00134228187919463	FALSE
SORD	145	181	2235	0.0648769574944072	TRUE
RP11-109D20.1	0	1	2235	0	FALSE
RP11-109D20.2	0	0	2235	0	FALSE
DUOX2	23	34	2235	0.0102908277404922	TRUE
DUOXA2	0	0	2235	0	FALSE
DUOXA1	6	6	2235	0.00268456375838926	FALSE
DUOX1	38	79	2235	0.0170022371364653	TRUE
CTD-2651B20.1	6	8	2235	0.00268456375838926	FALSE
SHF	69	127	2235	0.0308724832214765	TRUE
RP11-519G16.2	43	57	2235	0.0192393736017897	TRUE
CTD-2651B20.7	7	10	2235	0.00313199105145414	FALSE
CTD-2651B20.6	8	9	2235	0.00357941834451902	FALSE
CTD-2651B20.8	0	0	2235	0	FALSE
CTD-2651B20.2	19	19	2235	0.00850111856823266	FALSE
CTD-2651B20.3	6	8	2235	0.00268456375838926	FALSE
SLC28A2	21	35	2235	0.00939597315436242	FALSE
CTD-2651B20.5	0	0	2235	0	FALSE
CTD-2651B20.4	6	9	2235	0.00268456375838926	FALSE
RNU6-953P	1	2	2235	0.000447427293064877	FALSE
GATM	252	3096	2235	0.112751677852349	TRUE
GATM-AS1	24	37	2235	0.010738255033557	TRUE
SPATA5L1	393	895	2235	0.175838926174497	TRUE
C15orf48	70	143	2235	0.0313199105145414	TRUE
RP11-519G16.5	3	5	2235	0.00134228187919463	FALSE
MIR147B	0	0	2235	0	FALSE
RP11-519G16.3	5	6	2235	0.00223713646532438	FALSE
SLC30A4	251	397	2235	0.112304250559284	TRUE
HMGN2P46	22	38	2235	0.00984340044742729	FALSE
RP11-96O20.2	0	0	2235	0	FALSE
DPPA5P2	2	3	2235	0.000894854586129754	FALSE
RP11-96O20.5	39	57	2235	0.0174496644295302	TRUE
BLOC1S6	1324	4060	2235	0.592393736017897	TRUE
RP11-96O20.4	0	0	2235	0	FALSE
SQRDL	337	664	2235	0.150782997762864	TRUE
CTD-2306A12.1	26	83	2235	0.0116331096196868	TRUE
RP11-718O11.1	12	74	2235	0.00536912751677852	FALSE
RP11-315O8.1	2	3	2235	0.000894854586129754	FALSE
MTND5P40	1	1	2235	0.000447427293064877	FALSE
RNU6-1014P	0	0	2235	0	FALSE
RP11-627D16.1	2	3	2235	0.000894854586129754	FALSE
RN7SKP101	0	1	2235	0	FALSE
RP11-627D16.2	0	1	2235	0	FALSE
RP11-90J19.1	0	0	2235	0	FALSE
SEMA6D	489	1263	2235	0.218791946308725	TRUE
RN7SKP139	6	9	2235	0.00268456375838926	FALSE
RP11-408J6.1	1	1	2235	0.000447427293064877	FALSE
CTD-2050N2.1	3	3	2235	0.00134228187919463	FALSE
RP11-142J21.1	1	1	2235	0.000447427293064877	FALSE
RP11-142J21.2	1	1	2235	0.000447427293064877	FALSE
RP11-552E10.1	0	0	2235	0	FALSE
CTD-2270N23.1	27	28	2235	0.0120805369127517	TRUE
LINC01491	1	1	2235	0.000447427293064877	FALSE
RP11-208K4.1	2	2	2235	0.000894854586129754	FALSE
CTD-2007H18.1	0	0	2235	0	FALSE
SLC24A5	1	4	2235	0.000447427293064877	FALSE
MYEF2	197	562	2235	0.0881431767337808	TRUE
RP11-605F22.2	3	6	2235	0.00134228187919463	FALSE
CTXN2	1	1	2235	0.000447427293064877	FALSE
SLC12A1	6	11	2235	0.00268456375838926	FALSE
RP11-605F22.1	0	0	2235	0	FALSE
RP11-154J22.1	25	34	2235	0.0111856823266219	TRUE
DUT	1348	3480	2235	0.603131991051454	TRUE
FBN1	1946	45846	2235	0.870693512304251	TRUE
CTD-3247H4.2	36	91	2235	0.0161073825503356	TRUE
RP11-227D13.1	8	8	2235	0.00357941834451902	FALSE
RP11-227D13.5	0	0	2235	0	FALSE
CEP152	262	994	2235	0.117225950782998	TRUE
RP11-227D13.2	1	1	2235	0.000447427293064877	FALSE
RP11-227D13.4	0	0	2235	0	FALSE
RP11-485O10.2	0	0	2235	0	FALSE
RP11-485O10.3	1	1	2235	0.000447427293064877	FALSE
SHC4	107	325	2235	0.0478747203579418	TRUE
EID1	1901	10194	2235	0.850559284116331	TRUE
RP11-138E16.1	0	0	2235	0	FALSE
KRT8P24	1	1	2235	0.000447427293064877	FALSE
SECISBP2L	1233	5195	2235	0.551677852348993	TRUE
RN7SL577P	3	3	2235	0.00134228187919463	FALSE
RP11-325E5.1	5	8	2235	0.00223713646532438	FALSE
COPS2	1445	4246	2235	0.646532438478747	TRUE
GALK2	890	3340	2235	0.398210290827741	TRUE
NDUFAF4P1	2	4	2235	0.000894854586129754	FALSE
MIR4716	0	0	2235	0	FALSE
RP11-325E5.4	1	8	2235	0.000447427293064877	FALSE
RN7SL307P	0	0	2235	0	FALSE
FAM227B	79	106	2235	0.0353467561521253	TRUE
RP11-295H24.4	60	80	2235	0.0268456375838926	TRUE
RP11-295H24.5	9	14	2235	0.00402684563758389	FALSE
RP11-295H24.3	1	1	2235	0.000447427293064877	FALSE
FGF7	583	1739	2235	0.260850111856823	TRUE
DTWD1	677	1297	2235	0.302908277404922	TRUE
CTD-2647E9.1	5	6	2235	0.00223713646532438	FALSE
ATP8B4	172	447	2235	0.0769574944071588	TRUE
CTD-2647E9.3	8	16	2235	0.00357941834451902	FALSE
RNA5SP394	0	0	2235	0	FALSE
SLC27A2	69	190	2235	0.0308724832214765	TRUE
HDC	13	79	2235	0.0058165548098434	FALSE
RN7SL494P	5	9	2235	0.00223713646532438	FALSE
GABPB1	912	2103	2235	0.408053691275168	TRUE
RNU6-94P	9	9	2235	0.00402684563758389	FALSE
GABPB1-AS1	813	2364	2235	0.363758389261745	TRUE
CTD-3110H11.1	9	13	2235	0.00402684563758389	FALSE
MIR4712	0	0	2235	0	FALSE
AHCYP7	4	5	2235	0.00178970917225951	FALSE
USP8	1325	4915	2235	0.592841163310962	TRUE
RNA5SP395	3	5	2235	0.00134228187919463	FALSE
RP11-562A8.1	7	45	2235	0.00313199105145414	FALSE
RP11-562A8.5	1	2	2235	0.000447427293064877	FALSE
RP11-562A8.4	3	4	2235	0.00134228187919463	FALSE
USP50	19	33	2235	0.00850111856823266	FALSE
TRPM7	1303	4854	2235	0.582997762863535	TRUE
RP11-120K9.2	4	4	2235	0.00178970917225951	FALSE
RN7SL354P	8	8	2235	0.00357941834451902	FALSE
SPPL2A	1084	2459	2235	0.485011185682327	TRUE
RP11-507J18.5	0	0	2235	0	FALSE
RP11-507J18.2	0	0	2235	0	FALSE
RP11-507J18.1	1	1	2235	0.000447427293064877	FALSE
CTD-2378E12.1	17	25	2235	0.00760626398210291	FALSE
AP4E1	363	976	2235	0.16241610738255	TRUE
DCAF13P3	2	3	2235	0.000894854586129754	FALSE
RP11-108K3.1	1	1	2235	0.000447427293064877	FALSE
TNFAIP8L3	82	198	2235	0.0366890380313199	TRUE
RP11-394B5.2	0	0	2235	0	FALSE
CYP19A1	15	26	2235	0.00671140939597315	FALSE
MIR4713	0	0	2235	0	FALSE
RP11-108K3.3	0	0	2235	0	FALSE
MIR7973-2	0	0	2235	0	FALSE
MIR7973-1	0	0	2235	0	FALSE
RP11-108K3.2	12	19	2235	0.00536912751677852	FALSE
GLDN	8	27	2235	0.00357941834451902	FALSE
RP11-108K3.5	1	5	2235	0.000447427293064877	FALSE
RP11-108K3.4	0	1	2235	0	FALSE
RP11-707P17.1	4	4	2235	0.00178970917225951	FALSE
DMXL2	888	3259	2235	0.397315436241611	TRUE
RP11-707P17.2	3	5	2235	0.00134228187919463	FALSE
SCG3	48	186	2235	0.0214765100671141	TRUE
RP11-313P18.2	2	4	2235	0.000894854586129754	FALSE
RP11-313P18.1	1	1	2235	0.000447427293064877	FALSE
LYSMD2	204	303	2235	0.0912751677852349	TRUE
TMOD2	601	2053	2235	0.268903803131991	TRUE
CTD-2308G16.1	4	8	2235	0.00178970917225951	FALSE
TMOD3	1233	3036	2235	0.551677852348993	TRUE
RP11-56B16.6	6	30	2235	0.00268456375838926	FALSE
RP11-56B16.1	1	4	2235	0.000447427293064877	FALSE
RP11-56B16.5	2	2	2235	0.000894854586129754	FALSE
RNU6-90P	0	0	2235	0	FALSE
RP11-56B16.4	10	29	2235	0.00447427293064877	FALSE
RP11-56B16.2	18	31	2235	0.00805369127516779	FALSE
LEO1	1181	9631	2235	0.52841163310962	TRUE
MAPK6	763	1716	2235	0.341387024608501	TRUE
CTD-2650P22.1	9	12	2235	0.00402684563758389	FALSE
CTD-2650P22.2	58	104	2235	0.0259507829977629	TRUE
RP11-430B1.1	17	19	2235	0.00760626398210291	FALSE
CTD-2184D3.5	0	2	2235	0	FALSE
CTD-2184D3.3	2	2	2235	0.000894854586129754	FALSE
CTD-2184D3.1	2	3	2235	0.000894854586129754	FALSE
BCL2L10	25	45	2235	0.0111856823266219	TRUE
GNB5	400	939	2235	0.178970917225951	TRUE
CTD-2184D3.6	3	4	2235	0.00134228187919463	FALSE
CTD-2184D3.7	0	0	2235	0	FALSE
CERNA1	9	17	2235	0.00402684563758389	FALSE
MYO5C	116	497	2235	0.0519015659955257	TRUE
MIR1266	0	0	2235	0	FALSE
MYO5A	578	3340	2235	0.258612975391499	TRUE
EEF1B2P1	50	58	2235	0.0223713646532438	TRUE
ARPP19	1456	4130	2235	0.651454138702461	TRUE
RP11-23N2.4	3	6	2235	0.00134228187919463	FALSE
FAM214A	747	1542	2235	0.334228187919463	TRUE
RP11-519C12.1	34	51	2235	0.0152125279642058	TRUE
ONECUT1	39	103	2235	0.0174496644295302	TRUE
RP11-209K10.2	0	0	2235	0	FALSE
RPSAP55	1	2	2235	0.000447427293064877	FALSE
EEF1A1P22	3	3	2235	0.00134228187919463	FALSE
RP11-209E8.1	0	0	2235	0	FALSE
WDR72	15	24	2235	0.00671140939597315	FALSE
RNU2-53P	0	0	2235	0	FALSE
RNU6-449P	0	0	2235	0	FALSE
RP11-643A5.1	1	1	2235	0.000447427293064877	FALSE
RP11-643A5.3	2	2	2235	0.000894854586129754	FALSE
RP11-643A5.2	4	6	2235	0.00178970917225951	FALSE
UNC13C	81	208	2235	0.036241610738255	TRUE
RP11-390M11.1	15	15	2235	0.00671140939597315	FALSE
HNRNPA1P74	2	4	2235	0.000894854586129754	FALSE
RP11-548M13.1	2	2	2235	0.000894854586129754	FALSE
RP11-547D13.1	23	47	2235	0.0102908277404922	TRUE
RSL24D1	1630	5285	2235	0.729306487695749	TRUE
RAB27A	635	1978	2235	0.284116331096197	TRUE
RP11-139H15.5	124	344	2235	0.0554809843400447	TRUE
PIGBOS1	572	1411	2235	0.25592841163311	TRUE
PIGB	198	335	2235	0.0885906040268456	TRUE
CCPG1	334	512	2235	0.149440715883669	TRUE
RP11-139H15.7	9	30	2235	0.00402684563758389	FALSE
RP11-139H15.6	7	8	2235	0.00313199105145414	FALSE
DYX1C1-CCPG1	0	0	2235	0	FALSE
MIR628	0	0	2235	0	FALSE
C15orf65	4	6	2235	0.00178970917225951	FALSE
DYX1C1	14	17	2235	0.00626398210290828	FALSE
RP11-178D12.2	0	1	2235	0	FALSE
PYGO1	817	1814	2235	0.365548098434004	TRUE
PRTG	467	1575	2235	0.208948545861298	TRUE
RP11-420M1.2	0	0	2235	0	FALSE
RP11-291H24.1	5	6	2235	0.00223713646532438	FALSE
NEDD4	472	877	2235	0.211185682326622	TRUE
CNOT6LP1	13	15	2235	0.0058165548098434	FALSE
RN7SL568P	0	0	2235	0	FALSE
CD24P2	0	0	2235	0	FALSE
RFX7	696	1341	2235	0.311409395973154	TRUE
RP11-5N19.3	1	1	2235	0.000447427293064877	FALSE
TEX9	167	395	2235	0.0747203579418345	TRUE
RP11-844G16.3	3	10	2235	0.00134228187919463	FALSE
RNU6-1287P	1	1	2235	0.000447427293064877	FALSE
HMGB1P33	2	2	2235	0.000894854586129754	FALSE
RP11-48G14.2	13	23	2235	0.0058165548098434	FALSE
RP11-48G14.1	9	28	2235	0.00402684563758389	FALSE
MNS1	735	5162	2235	0.328859060402685	TRUE
RP11-48G14.3	4	4	2235	0.00178970917225951	FALSE
RP11-1129I3.1	10	16	2235	0.00447427293064877	FALSE
ZNF280D	1432	4642	2235	0.640715883668904	TRUE
RP11-31H5.3	37	70	2235	0.0165548098434004	TRUE
RP11-31H5.2	0	0	2235	0	FALSE
RP11-31H5.1	0	0	2235	0	FALSE
RP11-323F24.3	2	6	2235	0.000894854586129754	FALSE
RP11-323F24.4	5	8	2235	0.00223713646532438	FALSE
TCF12	1354	3645	2235	0.605816554809843	TRUE
HNRNPA3P11	10	16	2235	0.00447427293064877	FALSE
LINC00926	34	56	2235	0.0152125279642058	TRUE
LINC01413	3	3	2235	0.00134228187919463	FALSE
NDUFB10P1	1	2	2235	0.000447427293064877	FALSE
